,Methane,Ethane,Propane,nButane,nPentane,nHexane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.003568169086614691,0.15198597715350926,0.4058511443024348,0.0009396717927196137,0.15630525876458692,0.28134977890013463,442.7469177246094,5180341.0,36.152080059051514,0.0,0.0,91.07831525802612
1,0.0035743908743774426,0.4060938233036154,0.3043696189265849,0.09701301609791371,0.08693570937874627,0.10201344141876231,398.9750061035156,5960961.5,36.24295353889465,400.0082383551884,5940029.9457044825,124.41126346588135
2,0.004424160423678875,0.2203539536514165,0.4411499053638449,0.18116750401233067,0.006341765241115039,0.14656271130761378,409.1735534667969,5420091.5,36.28203368186951,0.0,0.0,54.429627656936646
3,0.0049149203829184735,0.13819411016504465,0.15884169505261134,0.4251566389049591,0.2319987894624125,0.040893846032054086,428.1828308105469,4593826.5,36.59080195426941,0.0,0.0,81.89788961410522
4,0.006983862194477165,0.18588724046479493,0.017197388777297914,0.4237302772092226,0.03621464206124459,0.32998658929296276,454.03131103515625,4744397.5,36.66027593612671,0.0,0.0,56.16732597351074
5,0.00908231826161908,0.3310898362118673,0.3455933811201681,0.18380917911241132,0.05201251598933927,0.07841276930459498,396.47857666015625,5624287.5,36.06838846206665,0.0,0.0,74.49928164482117
6,0.01108229221880327,0.32331581485530814,0.29155748695835615,0.012311931157972553,0.10613478338330856,0.2555976914262514,430.37860107421875,5975430.5,35.74645185470581,0.0,0.0,82.59661030769348
7,0.012666630724379188,0.23155826603435162,0.055031265202226905,0.13079796805350993,0.2512039336545874,0.318741936330945,459.08056640625,4927803.5,36.49000072479248,0.0,0.0,62.290091037750244
8,0.019407680836990026,0.05076935708680899,0.46649446269489686,0.014981380852807577,0.16817129770447722,0.28017582082401943,445.6500244140625,4949864.0,35.83254551887512,445.99961842988506,4938022.015377302,103.69828581809998
9,0.02065043386733498,0.13864059679640386,0.09019609881098396,0.025158542277790442,0.7028136606541607,0.022540667593326087,451.841064453125,4453159.0,37.02164149284363,451.85077704583915,4452588.206270486,107.27154970169067
10,0.020817953534639243,0.24192694985635757,0.020143054521158766,0.35819285023749464,0.2224037983642732,0.13651539348607664,438.05413818359375,5079341.0,35.9539680480957,438.2679388010536,5069180.874016736,104.74990200996399
11,0.02155492904129762,0.26568682188393405,0.5731479403451505,0.04220181365248875,0.0038716975605228372,0.0935367975166064,385.75439453125,5633344.5,35.92008066177368,0.0,0.0,79.60114860534668
12,0.02213937093327818,0.19743040781242327,0.16071670138336683,0.21913410689841606,0.3326090064506709,0.06797040652184486,432.549560546875,5037846.5,35.48284411430359,0.0,0.0,67.30278992652893
13,0.02228152093423261,0.21778644251007861,0.04560296385169478,0.42212677056519193,0.024659067321468473,0.26754323481733355,443.419189453125,5140127.5,36.35685086250305,0.0,0.0,81.85075497627258
14,0.02411279855144606,0.2516575914704567,0.028366454211682088,0.14077512213607093,0.26813563703997056,0.2869523965903736,456.1719970703125,5109655.5,35.866339921951294,0.0,0.0,58.014177560806274
15,0.024988124015885134,0.26356830089615346,0.028772757792213097,0.3584296091058348,0.1760089657999355,0.14823224238997804,435.0794677734375,5267677.5,36.154574394226074,0.0,0.0,83.75959539413452
16,0.026011623211257478,0.6450136012034547,0.025797776869764373,0.1598158901970013,0.027049015234460856,0.11631209328406124,386.56756591796875,6981070.0,35.81796145439148,389.0250885689869,6920554.819211755,95.79634952545166
17,0.026315901137581154,0.19544634187712032,0.4096364361411531,0.1553137828084852,0.06743168556886162,0.14585585246679877,415.094482421875,5541314.0,36.23812913894653,0.0,0.0,78.94172263145447
18,0.029250966730271662,0.0826925602436337,0.593556197742226,0.08243582504087948,0.12883587308511413,0.0832285771578749,409.1294250488281,5182928.0,35.610151052474976,0.0,0.0,72.05402517318726
19,0.03003406764959729,0.09444777457375661,0.07020405720993185,0.2557460979248153,0.09310823230543329,0.4564597703364656,469.8023681640625,4470736.0,36.48847937583923,0.0,0.0,68.86618041992188
20,0.030929536633985615,0.12557374943268343,0.268649212302997,0.19893902205003028,0.33833820931721037,0.0375702702630932,428.3987731933594,4937111.0,35.41942501068115,428.46977017435785,4934349.954923019,109.93014526367188
21,0.030977590631369737,0.10234898525103571,0.03253727595504826,0.3147061421880818,0.4568838269020383,0.06254617907242604,447.83013916015625,4434091.0,36.81389236450195,0.0,0.0,83.50169634819031
22,0.031267160401919875,0.09017835831016818,0.06781580224632346,0.5084757189742101,0.2529189584830415,0.04934400158433679,435.4421691894531,4521642.0,36.39886832237244,0.0,0.0,69.20863628387451
23,0.03360446241920474,0.3818906766874795,0.36934280441492473,0.11505269285272143,0.015161111680340606,0.08494825194532886,384.7065124511719,6038942.0,36.96820878982544,0.0,0.0,81.06420969963074
