,Nitrogen,Methane,Ethane,Propane,nButane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.0010019748265086865,0.4930860717699539,0.20852874088184656,0.19351474668990326,0.10386846583178758,315.2689208984375,9300022.0,24.546337127685547,318.0430434642372,9145734.309989464,104.47673749923706
1,0.0015318613443523882,0.12450703878434548,0.46754543841122703,0.12635992941662427,0.2800557320434509,359.8537292480469,6485676.0,25.36030864715576,0.0,0.0,76.73184823989868
2,0.0044824460394013235,0.4760546990908109,0.07603438070945844,0.00401978900352866,0.43940868515680065,365.662353515625,9936788.0,25.991602897644043,368.4791103621656,9595237.412924565,121.5068712234497
3,0.006904764704888405,0.1985175497791052,0.30624775386449593,0.24348825324530718,0.24484167840620308,359.2463073730469,6912969.0,24.086141109466553,0.0,0.0,81.60922122001648
4,0.008744429745627863,0.1760490504241888,0.5704144348044423,0.08808224565176315,0.1567098393739778,334.96905517578125,6975910.5,25.15564513206482,0.0,0.0,76.48502111434937
5,0.00947697051442686,0.06752670632317909,0.21435572901094446,0.19883142595194322,0.5098091681995064,392.0885009765625,5458111.0,25.6721932888031,0.0,0.0,72.2319073677063
6,0.010242739309295725,0.25572113013665004,0.03365822030263567,0.19212910881702325,0.5082488014343954,389.4178771972656,6846961.0,25.240209341049194,389.76964776028314,6805452.29403045,117.95348715782166
7,0.01310425451660952,0.0069784567991233734,0.32415924991403894,0.31842562820316506,0.33733241056706315,379.21343994140625,5274565.0,24.599711894989014,0.0,0.0,76.04085779190063
8,0.013535314371847308,0.03696223087733144,0.2331693088327567,0.5074660642312304,0.20886708168683396,371.9673767089844,5286714.0,24.42250370979309,0.0,0.0,74.47618269920349
9,0.014333159355962181,0.2386667573060663,0.06279979499332482,0.05476978385218057,0.6294305044924662,397.11163330078125,6734590.0,25.943095445632935,397.38582473450697,6699960.003787927,102.72821068763733
10,0.014659967602210458,0.14379455342991487,0.3221502259751514,0.10888032109530543,0.4105149318974179,376.0072937011719,6642210.0,24.254435062408447,376.4995757562396,6603844.0550639,102.95113134384155
11,0.015178344783872309,0.6208740132604866,0.0021347843890321913,0.20283071207986836,0.15898214548674053,318.0909729003906,11515789.0,24.061277389526367,323.9567061596922,11049409.456304487,107.65377235412598
12,0.015252831691015302,0.25540225905103553,0.20154220536860995,0.31087552031309496,0.21692718357624433,357.168212890625,7387390.5,25.0989990234375,0.0,0.0,55.93049454689026
13,0.015498307818169351,0.005960495740754807,0.13157722772005911,0.5691466325375225,0.2778173361834941,382.9432067871094,4847372.5,24.037641048431396,0.0,0.0,77.16319108009338
14,0.017948378448537326,0.07450311131811957,0.036505192086586306,0.6089721266057109,0.26207119154104586,381.91351318359375,5237544.0,24.68093466758728,0.0,0.0,69.52775049209595
15,0.01957020261041741,0.20660946289822468,0.6668658823458049,0.0854534564286318,0.021500995716921052,304.5286865234375,6519323.5,23.940414667129517,304.77596339214546,6508369.940608341,137.70141911506653
16,0.020237864657889976,0.4310044991083188,0.14853658194242422,0.11502299965138693,0.28519805463998027,348.3042297363281,9751907.0,25.96396017074585,351.31011044695725,9447452.559784535,98.71197557449341
17,0.020906189399104998,0.02161442822687669,0.5148855925508039,0.06752449875089234,0.3750692910723221,371.9830627441406,6013544.0,23.74841332435608,372.35152788787144,5995406.792967685,99.39621543884277
18,0.02205648352030171,0.2813378164268745,0.23045860804275026,0.39572851586338015,0.07041857614669339,337.0945129394531,7466797.0,23.9659264087677,0.0,0.0,54.25256156921387
19,0.025244530740473507,0.12140649131550044,0.2518441926638795,0.39274026818932384,0.2087645170908227,364.3150634765625,6287470.5,24.43303394317627,0.0,0.0,73.18464136123657
20,0.02527925546922441,0.1542948964371245,0.323377463411039,0.1059413713282514,0.3911070133543606,373.0750732421875,6956718.5,24.150148630142212,0.0,0.0,114.3248462677002
21,0.029828493366759634,0.06553259303169356,0.2726808262216815,0.3868675629130826,0.24509052446678287,370.0783386230469,5910136.5,24.680092811584473,0.0,0.0,75.21254420280457
22,0.03414864710484564,0.15648875173653565,0.13463063054381988,0.5959493225753689,0.07878264803942997,355.9996643066406,6339640.5,25.70288920402527,356.14305314125477,6325261.070348199,98.24447846412659
23,0.03582322100908362,0.7168129925883313,0.1483163997666542,0.09495001282654837,0.004097373809382369,247.22071838378906,8755511.0,24.319697618484497,248.0223165667332,8779439.278225105,89.71964716911316
24,0.03602223310617074,0.04751235620977841,0.48382709233184623,0.18557128544868048,0.24706703290352414,360.0732421875,6331301.5,24.5082585811615,0.0,0.0,73.36092019081116
25,0.03681814141971418,0.06434582786347812,0.20868783715669506,0.020265265499525183,0.6698829280605875,401.4987487792969,5735778.5,24.878705739974976,401.5901740698264,5725882.027124975,97.38705801963806
26,0.03958078991422587,0.05425490690609507,0.07817391577001183,0.6130496500163957,0.21494073739327152,377.0552978515625,5479529.0,24.923943758010864,0.0,0.0,71.91739964485168
27,0.04038364993517126,0.00325007356419901,0.07833444269337857,0.05208201414604915,0.8259498196612022,415.44482421875,4702181.0,25.374062299728394,415.44913886031566,4701553.772400398,105.52685475349426
28,0.042165731085281384,0.4302164028559781,0.05077525041321503,0.2634932606070355,0.21334935503849006,345.70025634765625,9815128.0,25.123903512954712,348.1478470457779,9545705.573907789,149.02571368217468
29,0.04247909407132519,0.5057646991220447,0.20676345319726902,0.15750303170098268,0.08748972190837839,302.84027099609375,10197859.0,24.16541028022766,0.0,0.0,49.48678517341614
30,0.04490981038416924,0.38164534360004865,0.33963673893647756,0.12210927857474745,0.11169882850455695,314.7353515625,9227512.0,24.652531385421753,317.54691155988985,9040638.761708189,144.89340615272522
31,0.0477433586127198,0.08094507996588503,0.10753220871427713,0.6126916284968533,0.15108772421026467,368.6555480957031,5888571.0,25.151346921920776,0.0,0.0,68.23289227485657
32,0.048606656768207725,0.08136643857606213,0.7609075944321739,0.04794222702547606,0.061177083198080226,315.8223571777344,6459751.0,25.33426523208618,316.29054138994456,6434347.58223388,142.5535967350006
33,0.04999814904770527,0.5002811969938398,0.07646076947965313,0.14528010968645108,0.2279797747923507,334.3208923339844,11275857.0,25.628531217575073,339.2291102222683,10744826.595592678,115.45937299728394
34,0.05075911690882526,0.0572490776967945,0.5336581828258613,0.09592816785575774,0.26240545471276117,356.5359191894531,6826440.0,24.655908346176147,0.0,0.0,71.9925971031189
35,0.05171472628377427,0.42544918479896704,0.22374070078191385,0.2618185267083388,0.037276861427006036,307.94244384765625,9189696.0,24.956011295318604,0.0,0.0,47.96263527870178
36,0.05183958076047345,0.6962363880891521,0.13307155131223217,0.10757538852119261,0.011277091316949763,250.9334716796875,9425530.0,25.245142936706543,253.14204127698497,9470989.115694974,80.87497019767761
37,0.05202313288511735,0.3437655583539318,0.318288445655481,0.0886880735625311,0.1972347895429387,332.1325378417969,9498549.0,24.130006074905396,0.0,0.0,71.12394404411316
38,0.052840336422231446,0.10499423765144698,0.2908461881356038,0.09068510539518983,0.46063413239552803,381.9090576171875,6831794.0,24.962435960769653,382.3558354662494,6784957.749478813,99.62356615066528
39,0.05429815257886791,0.1523355818308682,0.26987804545313016,0.0038551459901059455,0.5196330741470278,384.216796875,7324280.5,25.360243320465088,384.8225810324805,7253612.890274078,91.24573063850403
40,0.05838168178080027,0.04226027760583374,0.2721934122878519,0.5608657739896239,0.06629885433589024,354.9466247558594,5949003.5,10.974209547042847,355.0346016351787,5939893.39277542,85.72630786895752
41,0.060957586734603726,0.15293289155195686,0.25579385758068457,0.11212569570469123,0.41818996842806366,376.71771240234375,7436960.5,10.417023181915283,377.4114285296299,7357156.2645184025,81.09833073616028
42,0.06109005044372491,0.25065088798452645,0.025730565490282985,0.2848681998732952,0.37766029620817054,378.0746154785156,7832765.5,10.467446565628052,378.7597961737365,7736025.209944073,112.5296323299408
