,Ethane,nButane,iPentane,nHeptane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.0004573283179847541,0.6906229124032611,0.21402900461010602,0.09489075466864809,451.1005859375,3903569.25,15.627211570739746,0.0,0.0,69.64500379562378
1,0.00047067907148399206,0.2831900636108939,0.07847027137110106,0.6378689859465211,514.45166015625,3438775.0,16.18198561668396,514.4746114420846,3438212.621100288,113.49328923225403
2,0.0041090236288967765,0.4133332293882347,0.4556944139502301,0.12686333303263847,463.57080078125,3776460.0,15.854158639907837,0.0,0.0,71.93523859977722
3,0.0072924689498308415,0.38839444444257676,0.43069070074685384,0.17362238586073866,469.5787048339844,3799615.25,15.056034326553345,0.0,0.0,66.48723435401917
4,0.008330369344127748,0.14041915437199154,0.2111699030653379,0.640080573218543,516.6012573242188,3332710.25,15.202065706253052,0.0,0.0,462.61251878738403
5,0.008553990511500879,0.3153231964398754,0.23581064812740302,0.4403121649212209,497.88623046875,3686258.75,16.13201117515564,0.0,0.0,72.08173108100891
6,0.011004708627290694,0.24467285824719565,0.386005388533805,0.3583170445917086,491.87353515625,3678340.25,15.65177321434021,0.0,0.0,69.51168823242188
7,0.012028280959156715,0.022417383564533946,0.140956850981083,0.8245974844952264,530.062744140625,3025294.75,15.545398950576782,0.0,0.0,71.12823414802551
8,0.012895532006965393,0.4861571269769093,0.23235185302556574,0.26859548799055954,477.1961669921875,3931014.0,15.3307204246521,0.0,0.0,80.68384146690369
9,0.012942374128951363,0.030776973840112402,0.5843427026872412,0.3719379493436952,497.37725830078125,3480287.25,15.003087043762207,497.4160152786605,3479645.6580639444,113.08403253555298
10,0.014256592298546776,0.0802426705757254,0.20969918925313605,0.6958015478725917,521.1583251953125,3240950.0,15.81634783744812,521.1651661317525,3240755.8338070363,122.77500653266907
11,0.014428485632214447,0.11014864182497362,0.3928510676069721,0.4825718049358398,505.0716552734375,3482987.75,15.728511095046997,505.1062305043588,3482249.941297762,143.90749263763428
12,0.016083358703376183,0.39261991267214097,0.024712802136820526,0.5665839264876623,506.7265319824219,3700394.25,15.024506092071533,506.78919218703095,3698707.8301939294,99.34172892570496
13,0.016357721945459473,0.3924992985822637,0.2473141970734991,0.3438287823987778,486.99896240234375,3851662.0,15.50933313369751,487.12477977654396,3849294.0806586854,105.73667764663696
14,0.021819015330461662,0.19080317921962062,0.3444477290466493,0.44293007640326854,500.0500793457031,3629754.5,15.231231451034546,0.0,0.0,74.8201630115509
15,0.022384425629461455,0.4353000970962592,0.18284102365881372,0.35947445361546565,487.26837158203125,3918899.0,15.73907995223999,0.0,0.0,71.06908512115479
16,0.029554038848507956,0.3165098253464523,0.548649617894408,0.1052865179106317,462.12139892578125,3813623.0,16.480407238006592,0.0,0.0,67.51288151741028
17,0.036274578022951726,0.4726835896614087,0.21458893274721583,0.2764528995684236,477.104736328125,4042377.25,14.734150409698486,0.0,0.0,71.0028624534607
18,0.03636412115609604,0.3144411265056473,0.5686579848118961,0.0805367675263605,458.62957763671875,3822490.5,15.601539611816406,0.0,0.0,48.511064291000366
19,0.03857205206120314,0.12949007102849544,0.2681989607364003,0.5637389161739009,510.3544006347656,3548227.25,15.46499228477478,0.0,0.0,71.93746709823608
20,0.050342533741852526,0.3582376329614433,0.46182642131023277,0.12959341198647156,462.4875793457031,3963306.75,15.901494979858398,0.0,0.0,51.39459204673767
