,Propane,nButane,nPentane,nHexane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.003890047241879636,0.15231823862179103,0.5873622891530367,0.2564294249832925,475.89404296875,3465205.5,15.251223802566528,0.0,0.0,72.25739574432373
1,0.004373238706562318,0.09724370687587003,0.6847451043270003,0.21363795009056735,475.79833984375,3428855.25,15.60721755027771,475.800419668787,3428825.6442847475,141.2227280139923
2,0.004674080242379418,0.3873727596051405,0.19945573535277636,0.40849742479970375,474.7615051269531,3636518.5,15.214672327041626,0.0,0.0,69.98544096946716
3,0.00693972279477719,0.21655277483077484,0.10948654595006306,0.667020956424385,490.5770263671875,3410172.75,15.489347696304321,0.0,0.0,73.69584393501282
4,0.0069612402909164355,0.7561376208782378,0.07928822999471807,0.15761290883612766,447.16552734375,3871845.5,16.291579008102417,447.1983478640003,3871598.1627221927,115.93716716766357
5,0.007789207234279409,0.014128515660895331,0.20950569675655079,0.7685765803482746,499.4693603515625,3172845.0,15.674433708190918,0.0,0.0,453.9941222667694
6,0.0087106962138886,0.009142248500896746,0.0550105525613132,0.9271365027239014,504.7889709472656,3092972.0,15.216794729232788,0.0,0.0,67.01103258132935
7,0.010741251292498224,0.14074513800433208,0.7974449166621326,0.0510686940410373,466.4423828125,3492024.0,16.276617527008057,0.0,0.0,67.35173392295837
8,0.011567797662179441,0.023533380707274426,0.14896786551495686,0.8159309561155892,500.6981201171875,3169097.75,15.678812026977539,0.0,0.0,67.12463784217834
9,0.012207583645540426,0.3019068180940682,0.3828729886150378,0.3030126096453535,472.47119140625,3599811.0,15.382744550704956,0.0,0.0,64.67493629455566
10,0.015148195308484306,0.08031949216389743,0.38589818635966233,0.518634126167956,488.343017578125,3357771.0,15.214863538742065,0.0,0.0,71.18044948577881
11,0.02080784400293374,0.41984294065425287,0.31987931152849897,0.23946990381431443,464.64581298828125,3714686.5,15.473814487457275,0.0,0.0,72.10558319091797
12,0.02385564342654416,0.049264093781310574,0.056343648956105115,0.87053661383604,501.4435119628906,3198850.75,15.236301898956299,0.0,0.0,51.06682229042053
13,0.03243873644957502,0.13941899392598886,0.6742557956147973,0.15388647400963887,470.07220458984375,3534643.5,15.633265256881714,0.0,0.0,69.65537428855896
14,0.035847202606336705,0.4316618443131463,0.06402779438269274,0.4684631586978241,474.1925964355469,3740816.75,15.57775616645813,474.21757831807287,3740351.281332206,114.92922449111938
15,0.03636955893161922,0.4663793514671138,0.17388167248923678,0.3233694171120302,466.0476989746094,3784938.25,15.236883163452148,0.0,0.0,72.5044252872467
16,0.037128938517518424,0.26160661276520725,0.310211517047957,0.3910529316693172,476.3970031738281,3611571.0,15.198429107666016,0.0,0.0,71.66621589660645
17,0.04041110691318798,0.0873830711139049,0.46030433098351087,0.41190149098939616,482.6615295410156,3461089.75,15.53570556640625,0.0,0.0,66.83038687705994
18,0.04196821644460123,0.5921900204153775,0.36407715457043,0.001764608569591175,442.7112121582031,3792761.5,15.406809091567993,442.71145093264465,3792758.8082495593,100.78893661499023
19,0.043327951527645736,0.21183504488900454,0.6898082083451877,0.055028795238161926,461.91619873046875,3611425.0,15.512542247772217,0.0,0.0,50.137771129608154
20,0.043933114314827576,0.5082929381986045,0.35458525285808024,0.0931886946284878,451.73681640625,3797950.0,15.560572385787964,0.0,0.0,70.32136535644531
21,0.04541724946839088,0.4090692726098443,0.2371293277321827,0.3083841501895821,466.8906555175781,3762627.5,15.095225811004639,0.0,0.0,75.09597039222717
22,0.05170960613713064,0.12917012936479244,0.34612484904993995,0.4729954154481369,483.3334045410156,3509061.75,15.644710779190063,0.0,0.0,64.12532305717468
23,0.052007748208764186,0.35966882255309185,0.4572881493964463,0.13103527984169755,459.4277038574219,3734789.25,15.28798222541809,0.0,0.0,66.41279339790344
24,0.054344610593736346,0.11045943571552397,0.34383257726104455,0.49136337642969524,484.5175476074219,3492788.0,15.175949811935425,0.0,0.0,47.63796138763428
25,0.05817020335650233,0.09946715165951021,0.04108210355419714,0.8012805414297903,496.4385070800781,3369681.0,15.681673765182495,0.0,0.0,76.99151730537415
26,0.059921907684454385,0.09209861665735807,0.3676678400230517,0.48031163563513585,484.3463134765625,3493360.75,15.47144627571106,0.0,0.0,46.63735389709473
27,0.059993580132419955,0.24844490814237963,0.00034652537491358345,0.6912149863502868,488.1526184082031,3568706.5,15.031206369400024,488.160130880088,3568506.552029565,113.69962072372437
28,0.06179538223315965,0.3758815263906958,0.4350706800460688,0.1272524113300756,457.90509033203125,3765534.0,15.646149635314941,0.0,0.0,70.4997923374176
29,0.06478634234305954,0.40661404646578525,0.2276126576728074,0.300986953518348,465.3988342285156,3806289.5,15.893623352050781,0.0,0.0,65.96545457839966
30,0.07175991501701842,0.09121993208672156,0.00152096505316619,0.8354991878430938,497.3051452636719,3380735.75,15.222694873809814,0.0,0.0,68.8816864490509
31,0.07193446150635514,0.10646200683947057,0.2936673342558751,0.5279361973982992,485.2538146972656,3521655.25,15.07100796699524,0.0,0.0,48.02043867111206
32,0.07236511543086858,0.7777367947166843,0.0022170453312703835,0.1476810445211767,440.20074462890625,3990414.0,15.890037298202515,440.2520201287331,3989960.5530703813,104.88666582107544
33,0.074810855128097,0.04964731304353048,0.12222773590872973,0.7533140959196428,495.3154296875,3384991.5,15.264628887176514,0.0,0.0,48.43261957168579
34,0.07894672049625825,0.5087156440878775,0.3390265662825024,0.07331106913336184,447.931640625,3858382.75,15.1461181640625,0.0,0.0,65.26605272293091
35,0.0794856753504107,0.6787593594642934,0.19512492259574304,0.04663004258955271,438.1325378417969,3906991.0,15.262718200683594,0.0,0.0,66.47897720336914
36,0.07991203533623352,0.08529708678703962,0.10340075174162287,0.7313901261351039,493.3464050292969,3443317.0,14.79891586303711,493.3488530531766,3443238.009417966,111.19481897354126
37,0.08211511672311858,0.07658990640569224,0.5400138065621662,0.3012811703090229,476.09735107421875,3580434.0,16.212435007095337,0.0,0.0,67.7934250831604
38,0.0839799117764569,0.3091671624159826,0.05805670606392066,0.54879621974364,479.18927001953125,3735510.5,15.251346349716187,0.0,0.0,68.36570501327515
39,0.08423060803941677,0.19376135839168912,0.3867409828329252,0.33526705073596885,473.54534912109375,3678904.0,15.372184038162231,0.0,0.0,68.78610897064209
40,0.0846290104574205,0.34406361767788457,0.05942145318891129,0.5118859186757836,476.3726806640625,3777960.5,6.469033241271973,476.39925042650106,3777359.030118201,82.24767231941223
41,0.08474755112169327,0.01179184006758749,0.3851141370898065,0.5183464717209129,487.04290771484375,3468469.5,6.469595193862915,0.0,0.0,50.57783246040344
42,0.08892474607104171,0.02193398488929041,0.3382862946196902,0.5508549744199779,487.8302001953125,3477068.5,6.511043310165405,0.0,0.0,51.792091369628906
43,0.08965610278580108,0.040720156458498226,0.6872737389511361,0.1823500018045646,471.5172119140625,3587090.25,6.500936985015869,0.0,0.0,54.0415461063385
44,0.09106342676370437,0.06351320049892953,0.008088992949886778,0.8373343797874793,497.285400390625,3402309.0,6.429404020309448,497.28670254838147,3402261.062751975,104.89509582519531
45,0.09269441767060696,0.49682054075044874,0.07203757873988821,0.33844746283905613,461.96600341796875,3939652.75,6.490272521972656,0.0,0.0,56.977142572402954
46,0.09644185717141907,0.5694868127298216,0.14155302932816527,0.192518300770594,450.7314453125,3966697.25,6.459701776504517,0.0,0.0,54.48456048965454
47,0.09828209594696496,0.10908216309166348,0.010985598790242477,0.7816501421711292,493.76275634765625,3493149.5,6.463833570480347,493.76604707460933,3493038.4506971687,95.9926130771637
48,0.09846925698322154,0.664313974849439,0.153637079098082,0.0835796890692574,439.5728454589844,3957772.75,6.516228199005127,439.59832525096795,3957495.909471065,97.63710236549377
49,0.1059347097245752,0.4323717981230244,0.22056931684181202,0.24112417531058852,458.5788269042969,3915079.25,6.503484487533569,0.0,0.0,54.79618263244629
50,0.10621775958442208,0.23799485121420216,0.32673442791227303,0.3290529612891027,470.4166259765625,3770100.75,6.463787794113159,0.0,0.0,58.23141574859619
51,0.1067168231308639,0.07826876914353055,0.5889223997859653,0.22609200793964038,471.2358703613281,3652477.25,6.476251840591431,0.0,0.0,52.51482653617859
52,0.11407895245552217,0.5444457049910315,0.29403942192730753,0.04743592062613872,441.8878173828125,3923135.75,6.555459022521973,0.0,0.0,53.35168647766113
53,0.11470104920354748,0.33463038092049513,0.11763653956941582,0.43303203030654147,471.345947265625,3859716.0,6.5960917472839355,0.0,0.0,54.72512245178223
54,0.11780313322585441,0.2584640776995492,0.45017380128943896,0.17355898778515735,461.2479248046875,3815424.25,6.527108192443848,0.0,0.0,57.75139355659485
55,0.12548410933836926,0.015261082553455865,0.7311037050876478,0.12815110302052715,467.7417297363281,3654795.5,6.433952331542969,0.0,0.0,59.21346712112427
56,0.1258966482839793,0.3401673666437297,0.5047760124155982,0.029159972656692696,449.3739013671875,3850035.0,6.4995152950286865,0.0,0.0,59.56782841682434
57,0.12718224071357223,0.7677357595105412,0.011540555597640998,0.09354144417824553,432.3414001464844,4030640.5,6.522990942001343,0.0,0.0,56.54742431640625
58,0.12719941386870176,0.3926759904669492,0.4507735691221662,0.029351026542182815,446.9030456542969,3877154.75,6.636614561080933,0.0,0.0,55.56068801879883
59,0.12763498797220554,0.6835575988079863,0.15887527491849682,0.02993213830131129,432.5107116699219,3964723.0,6.433186292648315,0.0,0.0,50.12864971160889
60,0.12782471655922112,0.2576296823052545,0.4151793505353432,0.19936625060018118,461.9402770996094,3839311.0,6.489080190658569,0.0,0.0,58.487908363342285
61,0.13362668595094845,0.12451890392523736,0.5647305714259286,0.17712383869788545,465.5719299316406,3754688.25,6.611642599105835,0.0,0.0,56.08905291557312
62,0.13530653232634923,0.5463803418936217,0.054675223048906825,0.2636379027311223,452.85369873046875,4056042.75,6.565833806991577,0.0,0.0,56.99748110771179
63,0.13921214535566506,0.3451937234990212,0.0053788321667790975,0.5102152989785346,473.12310791015625,3919520.75,6.749677896499634,473.1692413631996,3918420.721743621,84.14505672454834
64,0.1392493766957597,0.6159787912876291,0.18601741273693725,0.058754419279673974,436.8956604003906,3992230.0,6.493228912353516,0.0,0.0,54.190680265426636
65,0.14315292948563338,0.03988855899998271,0.14123607873480296,0.6757224327795809,489.6480407714844,3587525.25,6.486862659454346,0.0,0.0,58.24809408187866
66,0.1441413036473145,0.6868642494134399,0.052786854548079576,0.11620759239116585,436.5528869628906,4059125.75,6.563563108444214,0.0,0.0,52.424158334732056
67,0.14425771600491058,0.09316424381435708,0.5207898653310586,0.24178817484967358,469.208251953125,3752403.0,6.493805885314941,0.0,0.0,53.82411527633667
68,0.14558327156214396,0.0133799981692535,0.06267227636358526,0.7783644539050172,494.1591796875,3522883.5,6.559942960739136,494.1626874930163,3522749.5475230142,90.20148015022278
69,0.14619131811654998,0.43902265566938775,0.14125619365375627,0.27352983256030594,457.2106018066406,4014410.5,6.501033544540405,0.0,0.0,57.0495924949646
70,0.15985540260539072,0.7659065965805497,0.012416011945777553,0.061821988868281996,427.1569519042969,4040413.0,6.503626823425293,0.0,0.0,53.12478971481323
71,0.160137281401212,0.44170547353469686,0.19293829026296502,0.20521895480112615,452.3091735839844,4030911.75,6.546600818634033,0.0,0.0,51.20272946357727
72,0.16451709786965787,0.08732930695983704,0.6182093812338435,0.12994421393666147,462.6492004394531,3797164.75,6.561395883560181,0.0,0.0,53.752580642700195
73,0.17452171068032693,0.15802444322060882,0.16453312278241217,0.5029207233166522,477.2125549316406,3841939.0,6.723119258880615,0.0,0.0,32.84678030014038
74,0.17635137109691928,0.17034729097052279,0.5052303972384998,0.14807094069405802,459.4981384277344,3883208.5,6.442744016647339,0.0,0.0,33.37202072143555
75,0.1854537731665725,0.6916047393638871,0.05242826979726902,0.07051321767227117,429.44036865234375,4078289.5,6.512572526931763,0.0,0.0,260.52773118019104
76,0.19084485587323646,0.5093055337933017,0.11190931387471185,0.18794029645874993,445.8294372558594,4121804.75,6.524677753448486,0.0,0.0,55.771390199661255
77,0.1918496148584933,0.5217983559217346,0.03704780221047851,0.24930422700929344,448.8005065917969,4156139.5,6.922988414764404,0.0,0.0,56.39774298667908
78,0.20022908559004815,0.509442168925329,0.040608801591282634,0.24971994389334012,448.7340087890625,4167009.75,6.5148231983184814,0.0,0.0,52.28608536720276
79,0.20240916644414994,0.47565142182218917,0.09894763434114417,0.22299177739251674,448.5536804199219,4143337.5,6.733012437820435,0.0,0.0,58.361761808395386
80,0.20489884832120683,0.2596057354083318,0.25226785425156295,0.2832275620188984,461.0162658691406,4024844.75,6.490145206451416,0.0,0.0,58.726598501205444
81,0.20752889924978596,0.2980347117836595,0.3766181689328092,0.11781822003374544,450.13299560546875,4021181.75,6.53696608543396,0.0,0.0,54.65777015686035
82,0.22006378413442387,0.05969405862734262,0.03124881757613062,0.6889933396621027,485.88836669921875,3809462.0,6.488276243209839,485.90814260142986,3808768.9550714865,89.78637290000916
83,0.22009918962086847,0.2621619878649491,0.4125887767575997,0.10515004575658266,450.05419921875,4023143.5,6.587939977645874,0.0,0.0,57.99825096130371
84,0.22171828079522754,0.027472351046108366,0.6698257228416513,0.08098364531701274,458.65625,3879232.5,6.529696464538574,458.66713584309997,3878933.1211085245,106.7806408405304
85,0.22548132173216467,0.02342714632085217,0.10668781668796848,0.6444037152590147,484.8939208984375,3804135.75,6.579378843307495,484.913381935304,3803454.0043694973,83.66937208175659
86,0.22617333339514206,0.06476538628741144,0.13473828915774966,0.5743229911596969,480.595947265625,3870575.25,6.585415840148926,480.62422192942665,3869661.063562814,89.80249619483948
87,0.22735620770813258,0.40800573142172464,0.16344658337065265,0.20119147749949004,448.427978515625,4150446.75,6.148682117462158,0.0,0.0,53.94440960884094
88,0.22833219515922834,0.3334982786133557,0.41483393255702333,0.02333559367039262,441.14007568359375,4031488.25,6.58303689956665,0.0,0.0,52.67304849624634
89,0.23416833127048262,0.06550001563875772,0.23659681362730306,0.4637348394634567,475.2250671386719,3921259.0,6.521258354187012,0.0,0.0,50.09978485107422
90,0.23513891623605349,0.23077114184814415,0.05392199818948161,0.4801679437263207,470.0390625,4070895.5,6.48577356338501,0.0,0.0,54.83642268180847
91,0.23821111723527857,0.46670609279706526,0.21097044413486768,0.08411234583278863,437.46649169921875,4129115.75,6.590798377990723,0.0,0.0,56.63460183143616
92,0.23931039717231856,0.15689803910605152,0.08869016420023984,0.5151013995213901,474.1003112792969,4008889.0,6.4896605014801025,0.0,0.0,252.26955604553223
93,0.24467726130352205,0.6820481909579201,0.03985180839525434,0.0334227393433035,421.4485168457031,4099794.0,6.6276490688323975,0.0,0.0,54.46998119354248
94,0.24583167002737483,0.4827843812259999,0.21607965387332145,0.05530429487330373,434.05865478515625,4122048.75,6.549459457397461,0.0,0.0,52.90324831008911
95,0.2483309967014115,0.1875005373950261,0.31626891480978936,0.24789955109377304,459.10040283203125,4071008.0,6.6155407428741455,0.0,0.0,57.946725606918335
96,0.2585986908251786,0.5166019284021595,0.13776175688162828,0.08703762389103356,433.209716796875,4173664.25,6.519189119338989,0.0,0.0,57.31145000457764
