,Methane,Ethane,Propane,nButane,nPentane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.0037056456613682766,0.3754869440374674,0.18508753934045533,0.4272731502574411,0.008446720703267786,385.3384094238281,5194355.0,25.021161317825317,385.35617019862053,5193913.861194953,99.48213195800781
1,0.003717195967523268,0.3819836335415847,0.10163804996485745,0.12235602904041422,0.3903050914856205,418.12750244140625,5520561.5,24.293705940246582,418.4991179453836,5504834.525531352,98.55095148086548
2,0.008654460477406986,0.022524288034195834,0.13446523735652013,0.626327053284709,0.2080289608471681,429.4718017578125,4102258.25,24.6666898727417,0.0,0.0,71.86739134788513
3,0.009196772277573938,0.13048808636771364,0.20277434900368602,0.4496333749836385,0.20790741736738785,419.5733947753906,4600335.5,24.35629415512085,419.6331921221275,4598132.134716913,106.73774862289429
4,0.011538107609227917,0.3637829133269128,0.1614546739813445,0.3326470710563947,0.13057723402611993,397.10797119140625,5413159.5,24.10700225830078,397.3452503910295,5405405.426854737,103.69410920143127
5,0.011966638724562294,0.1735996620751044,0.305199562737159,0.4238125653446856,0.08542157111848903,402.5735168457031,4815182.0,24.13907027244568,0.0,0.0,73.08374071121216
6,0.017373018169111687,0.39585954564560627,0.3547117064748666,0.17825399441086867,0.053801735299546835,373.2687683105469,5434082.0,24.91459345817566,0.0,0.0,74.20479106903076
7,0.019516527790652237,0.3027932135602964,0.388174927855821,0.010258799431788257,0.27925653136144196,399.8680114746094,5605523.0,24.168362379074097,0.0,0.0,73.72217440605164
8,0.020852550225206223,0.014689297863505146,0.46111599583049606,0.36734881094356203,0.1359933451372305,410.0592041015625,4514855.0,24.532638549804688,0.0,0.0,75.18223738670349
9,0.02245240306623183,0.16150959138120224,0.331474450394365,0.4153566640563637,0.06920689110183717,399.9674377441406,4873835.0,24.546606063842773,0.0,0.0,75.47380948066711
10,0.02341135073520212,0.2923805168201935,0.33463505209080124,0.1747374532399352,0.1748356271138679,395.6098937988281,5446857.5,24.204408407211304,0.0,0.0,72.18336868286133
11,0.025598964863732896,0.32590411881142656,0.18596293992741483,0.38998897625890144,0.07254500013852423,393.1814880371094,5360907.0,24.291765689849854,393.3187329257341,5356032.478499107,103.01784586906433
12,0.03019133838687944,0.06929867667065844,0.4352460636800437,0.24125275743362315,0.22401116382879543,412.2980651855469,4821643.0,24.2130069732666,0.0,0.0,75.78072738647461
13,0.03609046455335805,0.1630864600097852,0.1854018369842921,0.319841615853119,0.2955796225994457,421.6558532714844,4989824.0,24.11215305328369,0.0,0.0,61.60401010513306
