,Nitrogen,Methane,Ethane,Propane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.0021169477433296267,0.014733476524206653,0.03738105180226192,0.9457685239302017,367.1084289550781,4440713.5,16.451228141784668,0.0,0.0,70.34221410751343
1,0.002373684305158451,0.049679639694399806,0.04735852725188559,0.9005881487485562,364.29400634765625,4713729.0,15.819482326507568,0.0,0.0,463.92649960517883
2,0.00482515348175178,0.29082693726515074,0.6241974252356363,0.0801504840174613,293.84136962890625,6508893.5,15.574848175048828,294.0624423242153,6497841.024300832,96.32485389709473
3,0.00951682419127331,0.015755213124678185,0.7660153944769693,0.20871256820707926,322.06475830078125,5264073.0,14.75137972831726,0.0,0.0,72.58724665641785
4,0.010467392645533573,0.3060054937240905,0.45511680181185493,0.22841031181852095,307.5310363769531,7050434.0,14.8942289352417,308.0541658460743,7018350.345681775,118.17186093330383
5,0.014225587249246205,0.17309695405250422,0.06272782730738506,0.7499496313908646,353.1033020019531,5887128.5,15.768436193466187,353.14305872016877,5882814.29442098,99.23566961288452
6,0.015577663078985712,0.7240830537843899,0.09002135983600563,0.17031792330061896,259.3951721191406,9320320.0,15.646099090576172,265.2023482882324,9205661.528230932,87.64193987846375
7,0.021559117202074127,0.054557598593632,0.8069295353834003,0.11695374882089359,311.7450866699219,5555562.5,14.930304527282715,0.0,0.0,73.16347575187683
8,0.02648611517451377,0.65014744211503,0.31990785401218097,0.0034585886982753133,244.0310516357422,7231914.0,15.000312089920044,244.14396150427592,7232369.481859159,91.96771287918091
9,0.028157784641038398,0.009513171801759495,0.12876117615227042,0.8335678674049317,361.600830078125,4897758.0,15.148429155349731,0.0,0.0,460.490061044693
10,0.02909946214482456,0.611199010965325,0.12969442513627627,0.23000710175357414,279.6310119628906,9526559.0,15.115164279937744,283.643339249913,9324127.902168538,91.39721155166626
11,0.03148295780039338,0.5064345538579269,0.3117402511612351,0.15034223718044465,280.49383544921875,8415637.0,15.655920028686523,282.35519547817887,8327144.391206525,134.61627507209778
12,0.036926698410868285,0.3091887847731535,0.3452243071406072,0.3086602096753711,313.2655029296875,7617020.0,15.278772592544556,0.0,0.0,68.34687685966492
13,0.04036659384624796,0.10309783138750053,0.48861621785595616,0.3679193569102953,329.2130126953125,6211372.5,14.84589958190918,0.0,0.0,73.22387433052063
14,0.04071295501525208,0.12233837634101237,0.6695612874572239,0.16738738118651159,311.361083984375,6254663.0,14.793923139572144,311.5221647768278,6242090.7175848,112.94333076477051
