,Ethane,iPentane,nHeptane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.0024945548323888423,0.46089099442247644,0.5366144507451348,511.4543151855469,3272081.5,8.823976039886475,511.46802637477026,3271865.3617128767,110.36221981048584
1,0.0032192063360743793,0.3894187627516206,0.607362030912305,516.5274658203125,3206730.25,9.522496938705444,516.5356293611394,3206585.7600836754,121.54750514030457
2,0.0037872966430788435,0.1215887162877101,0.8746239870692111,533.3551635742188,2908373.0,9.446590185165405,533.3552947093298,2908369.6412316896,121.42908310890198
3,0.005043620391358013,0.45102749731830616,0.5439288822903359,511.92523193359375,3277277.25,8.938720703125,0.0,0.0,259.79458451271057
4,0.007056920352936979,0.6216792623919574,0.3712638172551056,498.1331787109375,3423696.75,9.670798063278198,0.0,0.0,51.66757082939148
5,0.007801053931225829,0.0012492123268191253,0.9909497337419549,539.6321411132812,2783056.0,9.729440450668335,0.0,0.0,61.38685345649719
6,0.00879533660416052,0.39982049907228073,0.5913841643235587,515.2631225585938,3248846.25,8.867815494537354,515.2733824234206,3248640.0270628408,106.04773950576782
7,0.012370942789273198,0.5797230701685397,0.40790598704218706,501.039306640625,3425121.75,9.632651805877686,501.0699558464355,3424608.6704842895,119.15517735481262
8,0.015546988549366933,0.9215362649489414,0.06291674650169174,466.9748840332031,3501200.0,9.29019570350647,466.9864779190986,3501020.804544043,120.16543698310852
9,0.020472067811579613,0.44154840884474733,0.5379795233436732,511.0567932128906,3356212.75,10.027349472045898,0.0,0.0,466.61654019355774
10,0.022677847733598353,0.20488676963461985,0.7724353826317818,526.985595703125,3113656.5,9.117897272109985,0.0,0.0,69.31732821464539
11,0.02441500102321938,0.6661287714946206,0.3094562274821599,491.9801940917969,3541585.75,8.775119304656982,0.0,0.0,70.29187273979187
12,0.027355301114015018,0.37142559481657955,0.6012191040694055,515.4952392578125,3326520.5,9.611490964889526,515.508154213186,3326151.4075326845,101.24501967430115
13,0.029686760912634204,0.641722559399604,0.32859067968776184,493.5087585449219,3558310.75,9.6882164478302,0.0,0.0,69.46486330032349
14,0.02981495152836444,0.5351099656160951,0.4350750828555404,502.6918029785156,3490229.75,9.200448513031006,502.72645488175095,3489409.260414418,133.5116925239563
15,0.030195669076316274,0.5595957437803807,0.4102085871433031,500.60992431640625,3510555.25,9.373666286468506,500.6481919029039,3509672.4522613734,174.0955250263214
16,0.03136896002233764,0.950711753834775,0.017919286142887292,460.5728759765625,3540730.75,9.336921691894531,0.0,0.0,70.23263812065125
17,0.03657620989195758,0.053324990270743444,0.9100987998372988,534.8914184570312,3006794.0,8.846408367156982,0.0,0.0,70.43166041374207
18,0.03707436743858182,0.36101010060803046,0.6019155319533877,515.2979736328125,3372347.0,9.604978084564209,515.3130055863162,3371863.549548775,99.93518662452698
19,0.03712653061130407,0.21199421304798885,0.7508792563407071,525.360107421875,3205246.0,9.629897832870483,525.3638136187552,3205094.999088861,131.87478923797607
20,0.03760060179993921,0.5529849286703151,0.4094144695297456,500.28076171875,3547773.75,9.621776342391968,500.32283390730356,3546707.3961437047,166.46814823150635
21,0.039728858272136125,0.6265164902708023,0.3337546514570615,493.57183837890625,3605491.5,9.400429010391235,0.0,0.0,65.82794308662415
22,0.04697493526869199,0.37450360329404225,0.5785214614372658,513.3379516601562,3444644.0,9.56580638885498,513.3584688413561,3443938.0335413776,106.16828060150146
23,0.04738881915032314,0.21229057740144794,0.7403206034482288,524.481689453125,3265580.5,9.211822032928467,0.0,0.0,66.6701352596283
24,0.05050398858693171,0.60043111765914,0.3490648937539282,494.5234069824219,3651246.0,9.312664031982422,0.0,0.0,65.53938174247742
25,0.05359041121836769,0.014334148764253905,0.9320754400173784,535.8880615234375,3053525.25,9.341480016708374,0.0,0.0,445.61462450027466
26,0.055323304017336865,0.8977856691434449,0.046891026839218225,462.5895690917969,3671989.75,9.245092153549194,0.0,0.0,70.36158776283264
27,0.05787782846849794,0.2772156248678899,0.6649065466636123,519.2218627929688,3403828.25,9.600624322891235,519.2346857224582,3403283.1073432975,101.45893263816833
28,0.058553735030731524,0.03453168845479611,0.9069145765144724,534.39892578125,3108274.5,9.332383632659912,534.3994660996657,3108234.7581702583,131.92114901542664
29,0.058693221401354495,0.17291607603176662,0.7683907025668789,526.05712890625,3284602.0,9.833133459091187,0.0,0.0,458.74483919143677
30,0.06293964610325006,0.886444152318079,0.05061620157867084,462.55340576171875,3709991.5,9.244189500808716,0.0,0.0,66.70482039451599
31,0.06875561488966107,0.06533884068686796,0.8659055444234709,531.8610229492188,3207857.5,9.567568063735962,0.0,0.0,205.83113718032837
32,0.07736097812312077,0.6245570610534209,0.29808196082345834,488.63348388671875,3813335.0,9.365848779678345,0.0,0.0,65.51465177536011
33,0.09128026350692238,0.3799191958527623,0.5288005406403155,508.2603454589844,3718099.75,8.871504545211792,508.3090141943531,3715996.560180273,96.08917665481567
34,0.09797599211563784,0.7260690190677708,0.17595498881659147,475.00732421875,3937719.75,9.569591760635376,0.0,0.0,70.39777278900146
35,0.098595033581259,0.8204594787841171,0.08094548763462393,463.9511413574219,3901795.0,9.207101821899414,464.0003643198252,3899884.9662127793,122.91885805130005
36,0.10011756890043681,0.6551743689969747,0.24470806210258847,482.22772216796875,3947606.5,9.09238052368164,0.0,0.0,65.40875792503357
37,0.10557436708590237,0.4105692566744384,0.4838563762396592,504.15008544921875,3836111.75,9.22571349143982,0.0,0.0,450.31658029556274
38,0.10963845607056019,0.8442604250342969,0.04610111889514295,458.8515930175781,3925951.0,8.952483177185059,0.0,0.0,70.82333421707153
39,0.11135203055433206,0.27113970254105557,0.6175082669046125,514.4781494140625,3726662.75,9.128129959106445,0.0,0.0,66.89594626426697
40,0.11220601548976028,0.15965765566341203,0.7281363288468278,522.3109741210938,3595658.25,3.5578150749206543,522.3289050830472,3594564.9934138283,84.03018808364868
