,C30+,C25-C29,C20-C24,C16-C19,C13-C14-C15,C10-C11-C12,C7-C8-C9,C6,n-C5-i-C5,n-C4-i-C4,C3,C2,C1-CO2-N2,Tc_NR,Vc_NR,Pc_NR
245,0.024255961,0.018298877,0.033898333,0.023851842,0.080204279,0.004649249,0.059587791,0.039386357,0.140876042,0.009200143,0.160547535,0.399193138,0.006050452,613.8734131,0.000336446,10627705
246,0.024271556,0.093282427,0.071601098,0.033445229,0.08994487,0.046135106,0.011184108,0.007325999,0.081883617,0.139044878,0.189220546,0.161534815,0.051125749,696.4082642,0.000532695,7459748
247,0.024285435,0.027805351,0.108377213,0.007498259,0.265261143,0.015129907,0.024969723,0.250644262,0.006713909,0.140324126,0.010506222,0.113017337,0.005467113,681.8603516,0.000609472,4989665
248,0.024330668,0.17124951,0.009034709,0.035005488,0.078089913,0.01925587,0.028265254,0.065022456,0.09918789,0.189702011,0.013517365,0.024851099,0.242487766,718.4328613,0.000570132,7626782
249,0.024393561,0.097509432,0.116202967,0.073114508,0.108548091,0.166747984,0.053828678,0.183283601,0.102837941,0.022915092,0.0131216,0.026032504,0.011464042,712.5239258,0.000762283,3830781.5
250,0.024540171,0.066460023,0.026842808,0.109139982,0.163585167,0.167677339,0.158608848,0.019562447,0.120439986,0.020118087,0.005607308,0.033739892,0.083677941,690.2468872,0.000663852,4450945.5
251,0.02475038,0.17065276,0.014554974,0.059388534,0.005032074,0.042732082,0.037952627,0.044729192,0.010210791,0.27227628,0.096617877,0.102824373,0.118278057,715.3331299,0.000560165,7659978.5
252,0.025044736,0.040277746,0.052579273,0.079167164,0.08360397,0.043149902,0.041252753,0.230006687,0.00268785,0.094092671,0.195668002,0.01763158,0.094837667,667.7609863,0.000500591,6877205
253,0.025107888,0.05466772,0.112380289,0.009045404,0.082186169,0.027231343,0.003156001,0.039453186,0.198587901,0.214305426,0.140229597,0.017573021,0.076076055,680.6470947,0.00051464,7124414
254,0.025242941,0.133891222,0.002488638,0.136137153,0.060286414,0.004893436,0.169453095,0.06552898,0.025271947,0.048774803,0.05880494,0.245926612,0.02329982,708.1444092,0.00060962,6162361.5
255,0.025415864,0.017118024,0.079632573,0.005207382,0.006177909,0.043269536,0.337407391,0.011644508,0.044505385,0.016269123,0.07335568,0.06922723,0.270769394,644.2333984,0.000398256,9534515
256,0.025530066,0.064664582,0.028484813,0.193549504,0.01026738,0.086703096,0.245607528,0.008813804,0.077503205,0.077669438,0.004115086,0.006436835,0.170654664,692.9283447,0.000612433,5547990
257,0.025692219,0.069270781,0.0491909,0.003676595,0.089610229,0.05065816,0.060425804,0.04146672,0.192066891,0.063180091,0.141192263,0.14215515,0.071414196,667.8358154,0.000465059,7985543
258,0.025812799,0.006212769,0.197445803,0.089560834,0.049203534,0.307667432,0.024555108,0.104392751,0.008859933,0.007349699,0.022533601,0.146064444,0.010341292,703.0360107,0.000733477,4042009.5
259,0.025903036,0.054111182,0.172138259,0.026330641,0.124929892,0.02954912,0.159289095,0.002202892,0.071518669,0.091934377,0.150835881,0.044610934,0.046646023,707.0603027,0.000665136,5150661.5
260,0.026194687,0.022075558,0.247504218,0.267764612,0.017267236,0.053897876,0.088419562,0.012135548,0.003746501,0.039707196,0.092463963,0.029324219,0.099498823,732.9533081,0.000868072,3703651
261,0.026195344,0.053517886,0.402928004,0.002988112,0.052064553,0.032799296,0.081838451,0.105270145,0.022870801,0.016254319,0.047339785,0.012522976,0.143410328,747.6676636,0.000899584,3868727.5
262,0.026231236,0.101681802,0.147309739,0.036294505,0.075248235,0.126571091,0.110141772,0.00933887,0.076628896,0.042221714,0.053143507,0.172151129,0.023037503,720.1360474,0.000713511,4914779
263,0.026348263,0.092166012,0.023965721,0.095536018,0.11446067,0.164155019,0.071939922,0.075040827,0.161988708,0.071911425,0.031308122,0.023002416,0.048176877,693.4916382,0.000650627,4718975
264,0.026521439,0.059164181,0.126935483,0.224742336,0.161433975,0.135527297,0.100117351,0.005788479,0.019234929,0.116937502,0.008671939,0.014099341,0.000825747,719.7831421,0.000879748,2988065
265,0.026584078,0.009157862,0.127572697,0.196186245,0.112251738,0.013543062,0.077841832,0.116730628,0.064809221,0.069154971,0.010270007,0.040585239,0.13531242,701.7318115,0.000678782,4888094
266,0.026646105,0.089885012,0.003894212,0.089280718,0.056812923,0.003592176,0.074404062,0.218033182,0.015110215,0.006864264,0.2576567,0.08111614,0.076704291,677.3943481,0.000490347,7650028
267,0.026665793,0.001198427,0.025357213,0.058864385,0.126415978,0.030461185,0.401018104,0.001776877,0.032167986,0.156383868,0.102171531,0.000444249,0.037074402,632.3369751,0.000501697,5221159
268,0.026934531,0.047938801,0.044116298,0.03771608,0.058632564,0.036992264,0.050469608,0.167374753,0.001150352,0.003046135,0.091839109,0.085717182,0.348072324,670.4934692,0.0004041,10999446
269,0.027102871,0.094799031,0.0269627,0.116984495,0.145601194,0.04749963,0.130646615,0.016040893,0.010118594,0.068278651,0.014403768,0.110712128,0.190849429,708.2851563,0.000620937,6141650.5
270,0.027162401,0.065811936,0.00133664,0.121801811,0.202366371,0.075227583,0.25163026,0.054133452,0.042651524,0.116971627,0.015722514,0.011238766,0.013945114,683.4674683,0.000667785,4048644.5
271,0.027241918,0.00213497,0.244044392,0.34611791,0.062214355,0.014638438,0.130669767,0.017118865,0.037493155,0.003093584,0.014176984,0.084833077,0.016222585,730.6556396,0.000947421,2902961.5
272,0.027384566,0.013184959,0.139701988,0.094930789,0.050013814,0.032697008,0.0827199,0.011722101,0.059430416,0.15061666,0.234676077,0.001545915,0.101375808,686.4597168,0.000554006,6582474
273,0.02756197,0.115807214,0.125479034,0.08694026,0.0838888,0.017580208,0.090598329,0.010423939,0.155176158,0.039900595,0.118789244,0.000916002,0.126938247,726.4038696,0.000721613,5110861
274,0.027596245,0.015851669,0.064143268,0.201798801,0.035764804,0.059722249,0.016719397,0.024242722,0.176785573,0.100873971,0.24641799,0.022950059,0.007133252,676.5571899,0.000571019,5667995
275,0.027883407,0.021466075,0.028256672,0.058535263,0.019081086,0.191752306,0.170098416,0.047411243,0.229050806,0.058927541,0.022970724,0.00690716,0.117659302,641.8876953,0.000486642,6068933
276,0.027912657,0.031606,0.03551448,0.217602369,0.146072622,0.064022513,0.061276664,0.004078145,0.02914586,0.100363028,0.057454971,0.016579001,0.20837169,697.1589355,0.000631673,5595297.5
277,0.02819619,0.052708784,0.154940753,0.013677336,0.150289647,0.034856164,0.251547805,0.096952867,0.052074003,0.016811406,0.026449941,0.05833695,0.063158154,703.152832,0.000687182,4627034
278,0.028337248,0.092768203,0.19468035,0.132541004,0.135857943,0.000342273,0.007572774,0.151652072,0.218070058,0.005910015,0.013339615,0.017056178,0.001872267,730.9164429,0.00087609,3365892.5
279,0.028441439,0.020848565,0.10501811,0.054434336,0.082987998,0.305208207,0.041054614,0.113882325,0.020086887,0.067643581,0.112369719,0.019595568,0.028428651,681.4443359,0.000642658,4480745
280,0.028621185,0.114873711,0.102249551,0.005905269,0.082530484,0.041938242,0.022008436,0.20744437,0.086441368,0.061251349,0.044568504,0.178281466,0.023886065,710.3382568,0.000625042,5959386
281,0.028677561,0.020535603,0.016468259,0.003052766,0.112753102,0.023864983,0.18799395,0.094635821,0.045494799,0.020407563,0.056830373,0.352329557,0.036955663,620.0475464,0.000379023,8835290
282,0.028807799,0.103081774,0.019912664,0.098503772,0.018408574,0.060002011,0.070628535,0.328221411,0.01921043,0.019147651,0.036144359,0.00723706,0.190693959,695.1533813,0.000563137,6642554.5
283,0.028811326,0.060101217,0.071882426,0.228711685,0.113357677,0.069814479,0.095346536,0.052573092,0.011709693,0.011015491,0.241878848,0.013093826,0.001703704,709.4528198,0.000746917,4089523.5
284,0.028834906,0.068655159,0.009817119,0.110442358,0.006448856,0.259110961,0.086695442,0.039647215,0.037941293,0.158324144,0.025331653,0.06874472,0.100006174,678.9725342,0.000563652,5892824
285,0.029018332,0.03913222,0.1396833,0.061614907,0.047517232,0.22685847,0.032729816,0.000415065,0.032837191,0.032779546,0.189607908,0.056093109,0.111712904,701.6679688,0.00063019,5686244
286,0.029060197,0.019223126,0.07483815,0.038913183,0.021596797,0.160705267,0.165301526,0.116203416,0.039777574,0.135213703,0.015325908,0.161720209,0.022120944,655.338623,0.000504189,6191161
287,0.029155154,0.273609246,0.083558684,0.005862307,0.103718419,0.016649955,0.027439433,0.098777578,0.02276121,0.093636888,0.079666415,0.004032695,0.161132015,759.5081177,0.000861576,4592839.5
288,0.029171304,0.054639016,0.101995979,0.04739947,0.17004688,0.067191464,0.045782901,0.036016553,0.162907922,0.078728535,0.050180357,0.030337219,0.1256024,698.9677734,0.000631189,5502175.5
289,0.029277765,0.010344256,0.01106021,0.226350157,0.005242333,0.067893387,0.089812965,0.033400941,0.134991247,0.183965797,0.027042887,0.092567418,0.088050637,660.5977173,0.000515962,6363683
290,0.02930018,0.001076324,0.195712266,0.09507428,0.123880122,0.158427123,0.111353047,0.122944271,0.012232442,0.012788805,0.116452955,0.004362044,0.016396142,702.348999,0.000756103,3733572
291,0.029378541,0.017440225,0.053491039,0.016417604,0.125342623,0.032554234,0.057035469,0.164462888,0.02911638,0.276200376,0.066816354,0.018920801,0.112823467,643.9213257,0.000449024,7351044
292,0.029612356,0.04306065,0.195932837,0.12611819,0.047762481,0.047469433,0.137648177,0.023687904,0.038988666,0.081786224,0.122732494,0.052685517,0.052515071,718.1586914,0.000738474,4586274.5
293,0.02993365,0.061836971,0.09799664,0.122348589,0.041677327,0.117524386,0.02616948,0.131086879,0.020752016,0.303135418,0.020839889,0.009343471,0.017355284,698.7533569,0.000661786,4810957.5
294,0.0299501,0.018387881,0.065223268,0.004921808,0.30401879,0.128342289,0.046617611,0.057199687,0.038496361,0.046086523,0.131079716,0.128746326,0.000929642,674.4161377,0.00060766,4905942.5
295,0.030043237,0.058108963,0.02782354,0.012783541,0.031009695,0.197572951,0.076572629,0.014271529,0.019791704,0.062356442,0.007658774,0.113587964,0.34841903,671.9472656,0.000424927,10216250
296,0.030167393,0.197815629,0.024172779,0.059975225,0.172340767,0.037509993,0.031749273,0.13769486,0.012305669,0.005367098,0.050452492,0.211592645,0.028856177,735.0670166,0.000758604,4875427.5
297,0.030381442,0.059226371,0.232984763,0.000349912,0.258342472,0.115278519,0.049487953,0.010237968,0.030289471,0.091549011,0.050983218,0.013518219,0.057370682,727.0178833,0.000853744,3549524
298,0.030407206,0.095465526,0.129528146,0.118758162,0.023314275,0.12767206,0.161748831,0.100545433,0.044350916,0.006169719,0.043580103,0.018763156,0.099696467,721.4263306,0.000761882,4343937
299,0.030585672,0.127300537,0.016205002,0.116086431,0.025920699,0.031355165,0.165745566,0.148684316,0.042742543,0.048140951,0.019055235,0.210681075,0.017496809,705.1903687,0.000618175,5869894
300,0.030826386,0.097799105,0.032147511,0.055203106,0.033706948,0.036487184,0.158477909,0.027618576,0.132695681,0.032241635,0.114238869,0.217293872,0.031263217,687.4075317,0.00052342,7291485
301,0.030833642,0.094074017,0.051210406,0.028819165,0.129815172,0.12292137,0.002322237,0.189624704,0.010419122,0.032843578,0.090668393,0.155986826,0.060461369,698.9142456,0.000600253,6023627.5
302,0.030840437,0.090635989,0.152547491,0.012601132,0.103164625,0.061788373,0.017125498,0.043033333,0.233619849,0.069791401,0.058468069,0.009754177,0.116629625,717.1408081,0.000683147,5340325.5
303,0.031172796,0.166795851,0.045506257,0.084112024,0.041982112,0.009169399,0.100412612,0.207963803,0.089684849,0.040552577,0.159315829,0.023309327,2.26E-05,720.071106,0.000705422,4927809
304,0.031207033,0.008427359,0.136350943,0.153490946,0.175314164,0.063868986,0.018558501,0.208315525,0.052193801,0.042121393,0.018675113,0.019673447,0.07180279,701.7668457,0.000734618,4059858.5
305,0.031431056,0.111974964,0.029455349,0.05369766,0.162284968,0.001394601,0.070561356,0.002973704,0.018044453,0.085872641,0.086090764,0.282527487,0.063690995,708.1394653,0.000577485,7059542
306,0.031450962,0.038107433,0.009205256,0.034174838,0.038710235,0.033562363,0.024683674,0.198766507,0.188872034,0.029782481,0.191812014,0.057941428,0.122930776,625.2689209,0.00037959,9103274
307,0.0315096,0.026596379,0.018445146,0.041100687,0.290031436,0.091637903,0.032231701,0.073298805,0.017289226,0.235821402,0.026149652,0.043602621,0.072285442,667.7731323,0.000576113,5268315
308,0.031648865,0.014089312,0.067457422,0.097281049,0.112476255,0.001453072,0.056243127,0.022899367,0.157956121,0.129799135,0.093703204,0.069401762,0.145591309,670.3724976,0.000502639,7285072
309,0.031926558,0.09662449,0.001654379,0.06427628,0.046886063,0.144788196,0.050337852,0.011201464,0.111478785,0.131376069,0.07680478,0.171053847,0.061591236,683.4771729,0.000523987,7115510
310,0.031926664,0.148564429,0.002257255,0.028281347,0.0847107,0.04379839,0.085993156,0.080492317,0.017482033,0.015361724,0.284284032,0.009272708,0.167575246,708.5494385,0.000557509,7526498.5
311,0.031946513,0.106583369,0.087343699,0.023936368,0.353044142,0.03219413,0.037913402,0.068867038,0.037984482,0.098011148,0.007305936,0.046129868,0.068739904,720.8273315,0.000792203,3966410.5
312,0.032024931,0.078500879,0.187484717,0.072205171,0.02684717,0.07779555,0.193648367,0.061357555,0.140286272,0.025385228,0.03168737,0.029786102,0.042990689,720.2901001,0.000769892,4175440
313,0.032107881,0.007013421,0.075701358,0.160710498,0.0998528,0.278090076,0.065267656,0.012269511,0.050851766,0.02442197,0.183936401,0.00341722,0.006359442,685.0499268,0.000694681,3964688.5
314,0.03227017,0.017561224,0.085395981,0.00154986,0.114338773,0.075595797,0.004811154,0.0033534,0.017840261,0.054490227,0.358876558,0.187421528,0.046495066,659.3265991,0.000436003,8887902
315,0.03230354,0.008138748,0.011729646,0.111277779,0.126077597,0.07155698,0.067301824,0.160459156,0.05583914,0.019727313,0.106690419,0.011398497,0.21749936,655.2945557,0.000487609,7083475
316,0.032321821,0.157381669,0.077134321,0.070873156,0.082526314,0.014035258,0.08000517,0.147728419,0.108992924,0.002345738,0.040427497,0.085413333,0.100814381,730.1306152,0.000731154,5105776.5
317,0.032354735,0.177584993,0.076082218,0.006495231,0.195269523,0.123906101,0.007500752,0.019177533,0.052878051,0.038501003,0.159505556,0.080132234,0.03061207,734.2463989,0.00079259,4425494.5
318,0.032356641,0.000195985,0.012513223,0.275523492,0.027603466,0.049872222,0.109522042,0.013427823,0.075545755,0.001238986,0.220360567,0.136471479,0.045368321,670.920166,0.000554259,6048859
319,0.032392608,0.223837837,0.003738365,0.005238966,0.01457936,0.046708674,0.03346957,0.063995709,0.222255786,0.077782253,0.087113673,0.048843576,0.140043622,729.682373,0.000633479,6742127.5
320,0.032480055,0.050956709,0.011354036,0.023782612,0.175379977,0.051422444,0.059428192,0.169173966,0.094508862,0.150466965,0.088246382,0.083416228,0.009383571,658.1087036,0.000514013,6036682
321,0.032527617,0.141388005,0.103123812,0.030376456,0.070836241,0.241819574,0.137044773,0.038573546,0.033562011,0.061296703,0.011487978,0.03305637,0.064906914,725.0963135,0.000794259,4029300.5
322,0.03255952,0.199418038,0.013642011,0.275025914,0.045426718,0.050497907,0.042714883,0.050570072,0.019384053,0.205473532,0.001176339,0.005479471,0.058631543,742.8270264,0.000894984,3635096.5
323,0.032903174,0.045554354,0.010149819,0.055719595,0.100946626,0.081070352,0.073810201,0.036097198,0.073532165,0.006648814,0.074093299,0.207485904,0.2019885,665.6865845,0.000442776,9103712
324,0.032916799,0.082912598,0.017052396,0.246378676,0.038767722,0.025686025,0.057397178,0.051355526,0.057111355,0.00842413,0.115535086,0.057654841,0.208807668,713.9223022,0.000638049,6184857.5
325,0.032971656,0.006951354,0.02654053,0.011419245,0.086457307,0.036494875,0.017240587,0.195591305,0.137094814,0.022167306,0.222552773,0.10482936,0.099688888,610.4657593,0.000368368,8913125
326,0.033015813,0.008550826,0.199364196,0.059388683,0.182191351,0.006379394,0.002897595,0.070846617,0.066804894,0.04338746,0.032281437,0.142859215,0.152032519,712.949585,0.000668312,5647842.5
327,0.033116623,0.020065422,0.259522467,0.006423042,0.022386936,0.059834813,0.07692575,0.024688182,0.088573134,0.016251603,0.056374627,0.094377768,0.241459634,721.269043,0.000634329,6647853
328,0.033130881,0.00260032,0.066389358,0.021459086,0.084701659,0.058896312,0.084509278,0.026067372,0.496463034,0.003260053,0.041354277,0.026462318,0.054706052,636.4289551,0.000477268,6129812
329,0.033298009,0.069853563,0.080406575,0.006897196,0.015721856,0.024800762,0.550992465,0.070635476,0.048732821,0.010152321,0.05611588,0.009441316,0.022951761,677.5699463,0.000598052,4922829
330,0.033372992,0.008490214,0.129030088,0.087948379,0.287580396,0.010091684,0.010116903,0.062077585,0.017198851,0.263792693,0.004864961,0.049007893,0.036427363,697.9251099,0.000703373,4364980
331,0.033519572,0.045054113,0.045475358,0.020304262,0.144992432,0.264080803,0.012340334,0.119045125,0.008671631,0.004973909,0.150720765,0.028575128,0.122246569,679.6937256,0.000583793,5645587.5
332,0.033558221,0.131828756,0.007051166,0.159249115,0.287240558,0.050728305,0.035655345,0.039780241,0.174549128,0.042860965,0.004428651,0.008423418,0.024646132,720.4916992,0.000839115,3389874.5
333,0.033731198,0.245388312,0.128796568,0.019319493,0.08086188,0.026421619,0.075248938,0.051329508,0.092034419,0.030521834,0.094714544,0.068287542,0.053344146,756.3768921,0.000905756,4020498.5
334,0.033807718,0.078189915,0.141019099,0.05012354,0.136883214,0.214475606,0.123807904,0.022675602,0.10319298,0.010368808,0.066800769,0.007743612,0.010911233,714.774292,0.000806026,3540485.5
335,0.033881804,0.140874585,0.030905012,0.337721248,0.056014008,0.209532721,0.034625617,0.000989872,0.086890708,0.029887598,0.012368956,0.019591855,0.006716016,733.9846191,0.000960998,2780042
336,0.034062966,0.289994512,0.122790253,0.200552547,0.106646729,0.020842558,0.005656862,0.034749786,0.014102653,0.052477719,0.004280421,0.020814035,0.093028961,771.145752,0.001149836,2696870
337,0.034372435,0.123446525,0.041015726,0.102271665,0.063593416,0.049361783,0.056598315,0.083933848,0.119315391,0.001363031,0.148052551,0.00788484,0.168790473,716.8238525,0.000644372,6072285
338,0.034411727,0.016957237,0.077199923,0.262416984,0.062920477,0.003029115,0.01387809,0.062598195,0.012247325,0.250286515,0.095673798,0.039851491,0.068529123,698.8084106,0.000653252,5237431
339,0.034487079,0.357257291,0.053657472,0.005089189,0.004074195,0.102974246,0.165167113,0.082929778,0.002247274,0.098969853,0.022653204,0.060478226,0.010015081,764.7327271,0.00099197,3461326.5
340,0.034572605,0.008030506,0.396924735,0.077245703,0.066111164,0.086859707,0.021314509,0.077819111,0.05699561,0.013847667,0.038464303,0.075443545,0.046370833,740.59021,0.000938315,3331906
341,0.034680307,0.032352468,0.082785012,0.192426062,0.00077459,0.001184484,0.247494859,0.192733953,0.071606539,0.01768471,0.070581972,0.017940682,0.037754362,690.053772,0.000652322,4708524
342,0.034935589,0.027045829,0.035046147,0.036264958,0.035417565,0.035643973,0.052450742,0.194402802,0.119280026,0.06835494,0.027523917,0.080806505,0.252827006,644.4121704,0.000395958,9844003
343,0.035124845,0.021638136,0.143195282,0.038467936,0.197224232,0.023706128,0.133465986,0.118923935,0.108053856,0.075133358,0.005938194,0.092421373,0.006706737,694.5029907,0.000682028,4454958.5
344,0.035508227,0.159878301,0.014048919,0.00703497,0.002411922,0.013080653,0.087569293,0.14548503,0.188749258,0.309744196,0.004243988,0.021829688,0.010415554,695.8466187,0.000567922,6411455
345,0.035517295,0.268240739,0.033545127,0.13159179,0.020876492,0.114101845,0.048089698,0.077981822,0.031625522,0.106890369,0.044880129,0.041500047,0.045159123,753.3803711,0.000921913,3735494.5
346,0.036317321,0.073351809,0.026362651,0.14161097,0.237149906,0.034340057,0.148319569,0.003303773,0.13688507,0.032934205,0.023253577,0.105798759,0.000372334,702.7203979,0.000732464,4061119.5
347,0.036327288,0.016263904,0.017105042,0.275014456,0.013192456,0.129722657,0.200256773,0.033775134,0.06153831,0.079570731,0.021433834,0.091680257,0.024119157,682.5895386,0.000660991,4423899
348,0.036355943,0.154852988,0.201625106,0.023423231,0.03544553,0.076504421,0.026605444,0.06326788,0.151094505,0.008102931,0.138744381,0.054512105,0.029465534,744.2376099,0.000848899,4200164.5
349,0.036473082,0.144938269,0.022062487,0.198442495,0.148354947,0.0141193,0.170090165,0.000945662,0.177686582,0.017680749,0.050952816,0.014549666,0.00370378,725.0703735,0.00084168,3522615
350,0.036646326,0.205173565,0.009090685,0.039745267,0.05313393,0.075014505,0.017461692,0.252884129,0.130664791,0.04539556,0.001039767,0.064106295,0.069643489,727.1272583,0.000715161,5149071
351,0.03689602,0.054409958,0.107406333,0.040599469,0.074694986,0.014095987,0.098957093,0.051776596,0.027495229,0.004996861,0.070294013,0.150625917,0.267751539,706.9031372,0.000537674,8285286.5
352,0.037069037,0.031826202,0.146659803,0.169537087,0.070834822,0.038017618,0.120321672,0.046982906,0.028437557,0.10514127,0.084159334,0.06345251,0.05756018,712.3695068,0.000729125,4585398
353,0.03709388,0.224084091,0.002731516,0.272031829,0.094735078,0.010985305,0.020306926,0.02725281,0.126735036,0.000921505,0.120428656,0.012203241,0.050490126,749.4763184,0.000943284,3471877
354,0.037156424,0.096997873,0.139682533,0.043312694,0.010849721,0.008559778,0.067002579,0.013614306,0.09636312,0.044005305,0.068304245,0.211242643,0.16290878,726.4400024,0.000612698,7279230
355,0.037462091,0.020532845,0.132724318,0.358758321,0.061737535,0.09392935,0.05608859,0.180247916,0.021098224,0.018993192,0.007879682,0.007851474,0.002696463,719.8687744,0.000915511,2807663
356,0.037553769,0.03248936,0.206886911,0.018004342,0.035368661,0.032454456,0.065947738,0.132894345,0.191983311,0.016013498,0.003595357,0.052823634,0.173984619,710.3848267,0.000637622,6023231.5
357,0.037602526,0.059315181,0.022797549,0.178780467,0.003524619,0.067941235,0.115086221,0.025939243,0.16352524,0.12487458,0.04968529,0.095317429,0.05561042,687.3383789,0.000588484,5873182
358,0.037863056,0.03232134,0.142215803,0.04694476,0.064390242,0.101554952,0.06108941,0.056140484,0.010907712,0.101778491,0.294829509,0.0492777,0.000686539,694.8864746,0.000613575,5700580.5
359,0.037893204,0.027663787,0.099437971,0.007489338,0.080224086,0.000914733,0.017988053,0.089019046,0.01624762,0.109690986,0.026744774,0.366758513,0.119927891,677.3457642,0.000439201,9981903
360,0.03789972,0.030386585,0.067858891,0.130623823,0.24391937,0.160035697,0.072690887,0.016878339,0.028019589,0.043657413,0.057965055,0.046093782,0.06397085,700.7492065,0.000748294,3929377.5
361,0.037945699,0.066757189,0.003911172,0.315140475,0.038945517,0.002559058,0.090497143,0.056497953,0.141962078,0.096799943,0.031598104,0.105415107,0.011970563,704.972168,0.000707499,4550610.5
362,0.038063012,0.014639354,0.109226529,0.12901331,0.047497214,0.005666672,0.076917995,0.123200556,0.059063979,0.050123017,0.185080542,0.043693538,0.117814283,689.9708862,0.000574869,6435338
363,0.038108561,0.124823285,0.033140081,0.164247357,0.009495994,0.207805459,0.179892656,0.106271124,0.011098852,0.062959022,0.029633918,0.000558423,0.031965268,715.7085571,0.000784618,3804482
364,0.038427571,0.097336041,0.053118459,0.001688542,0.083877756,0.006577317,0.123323984,0.071028007,0.157456992,0.063984683,0.09749029,0.048357052,0.157333305,695.4187622,0.000543238,7341611
365,0.038590256,0.228292389,0.071459102,0.063719391,0.065034018,0.04089849,0.104662837,0.010751914,0.014900202,0.112542517,0.027485439,0.058910321,0.162753125,753.3092651,0.000837058,4734664.5
366,0.03868835,0.023746313,0.039324896,0.038762615,0.014272559,0.005938305,0.123558686,0.01521287,0.183267221,0.122697997,0.11955293,0.00189401,0.273083248,641.0307007,0.000380754,10553866
367,0.038948358,0.082395839,0.050295318,0.099475134,0.073421557,0.343969138,0.054279977,0.076446761,0.092467123,0.017923052,0.005797794,0.000272776,0.064307173,704.4117432,0.000753964,3835030.5
368,0.039074115,0.058742175,0.244705634,0.059072808,0.131891833,0.022387908,0.037146474,0.00702183,0.091057866,0.066914826,0.033357354,0.194353784,0.014273393,733.7122192,0.000817125,4295010
369,0.039094853,0.062877816,0.040019764,0.081449068,0.054364159,0.053716429,0.016622992,0.02554728,0.038871416,0.101842137,0.106561327,0.129833682,0.249199078,694.4785767,0.000491837,9056404
370,0.039313148,0.010415993,0.076048381,0.096786273,0.028148706,0.011304887,0.080975645,0.071401492,0.117635267,0.165066373,0.05858181,0.043714115,0.200607909,669.4599609,0.000480996,8051399
371,0.03952986,0.00119546,0.207130752,0.152202313,0.023281242,0.023670931,0.106330315,0.145763193,0.008674899,0.026192929,0.14405511,0.013403783,0.108569213,712.8704224,0.000715189,4882112.5
372,0.039828467,0.083810612,0.025904195,0.037680634,0.015250219,0.060362297,0.031909566,0.146916724,0.008377045,0.011903394,0.075501499,0.142647726,0.319907621,693.2651978,0.000448476,10595325
373,0.039948305,0.068666928,0.032138346,0.063893155,0.057857549,0.021045762,0.122816531,0.330473152,0.008591719,0.000817954,0.137572954,0.068225991,0.047951653,679.1038208,0.000552999,6184732
374,0.040134517,0.027822993,0.114170322,0.026352462,0.098253272,0.008706895,0.014029661,0.065463536,0.079212559,0.036385861,0.075360416,0.206633552,0.207473953,693.767395,0.000502238,8720151
375,0.040141143,0.14841758,0.009401361,0.026697893,0.019236001,0.048186527,0.12394154,0.139073338,0.020321807,0.12278543,0.067793536,0.011618928,0.222384915,710.9494019,0.000567303,7500607.5
376,0.040228441,0.096554,0.109600515,0.052976241,0.145389533,0.082901237,0.060989236,0.077058642,0.069275891,0.09868417,0.018095081,0.024686937,0.123560077,721.3509521,0.000741471,4737533.5
377,0.040286608,0.010430988,0.244800349,0.112231265,0.046711598,0.079925223,0.036664845,0.003169924,0.082625962,0.04836945,0.273513267,0.000676264,0.020594259,719.3019409,0.000763493,4428507.5
378,0.040665356,0.067834322,0.38482383,0.015609912,0.044242834,0.119919635,0.023331055,0.054253786,0.030302186,0.003231804,0.024628894,0.051320832,0.139835555,753.5444946,0.000967041,3572001.5
379,0.04067572,0.142668092,0.081946665,0.108841132,0.048668401,0.068224875,0.041154687,0.051991484,0.015427409,0.154418839,0.144085058,0.016985796,0.084911843,731.9370728,0.000752966,4967739.5
380,0.040694851,0.169781069,0.111915611,0.004708719,0.007577236,0.137176336,0.146055303,0.09792856,0.053948413,0.16842135,0.021770748,0.026674165,0.01334764,729.8964233,0.000784443,4330834
381,0.04078984,0.030589556,0.003023139,0.028880074,0.05602003,0.096212257,0.023974999,0.049340252,0.070318574,0.395251643,0.028429826,0.098221312,0.078948498,629.7213135,0.000407965,8327611
382,0.040984005,0.082317388,0.060696981,0.012140344,0.23448821,0.013582703,0.012566306,0.085896917,0.159024585,0.071667045,0.069184216,0.149725164,0.007726134,700.7561646,0.000642486,5404306.5
383,0.041087083,0.012510997,0.004283498,0.105833188,0.076536117,0.024848124,0.050569154,0.150365271,0.111820001,0.100763183,0.004034465,0.19542963,0.121919289,646.7392578,0.000446918,8009340
384,0.041361753,0.087542525,0.169196793,0.001752772,0.019905232,0.189840816,0.061365073,0.031032012,0.067375086,0.039187314,0.008203102,0.169225551,0.114011972,724.7533569,0.000703631,5488613.5
385,0.041369573,0.028706217,0.060030932,0.109981328,0.120288515,0.167751124,0.173650087,0.0102006,0.019113795,0.043183029,0.153872639,0.047834789,0.024017372,687.5917358,0.000664442,4572236
386,0.041374979,0.044365635,0.183998469,0.130516111,0.016984224,0.082958618,0.051852768,0.224014862,0.001755951,0.002517225,0.16953107,0.001223583,0.048906507,718.8636475,0.000762957,4356385
387,0.042056341,0.01508499,0.029949616,0.042878957,0.06909236,0.153044483,0.038834761,0.125648725,0.029747378,0.062736146,0.062636088,0.24460652,0.083683635,651.9568481,0.000461834,7749823
