,C30+,C25-C29,C20-C24,C16-C19,C13-C14-C15,C10-C11-C12,C7-C8-C9,C6,n-C5-i-C5,n-C4-i-C4,C3,C2,C1-CO2-N2,Tc_NR,Pc_NR,Vc_NR
47,0.0396712529915471,0.0443777220109481,0.025587828402372,0.0812226406505555,0.0576650491817152,0.0136809009201145,0.0411874862434843,0.120235839421954,0.2385585990801564,0.1375847517831555,0.0401802020267866,0.0502152486565462,0.1098324786306638,664.2274780273438,7220969.0,0.0004921230138279
48,0.0398860248343797,0.011760585919139,0.0134596193053849,0.1333609827130551,0.1067792134497493,0.0476928034246299,0.0521346071452978,0.0391997006871102,0.0410525457003098,0.1183524646743075,0.0743888653163561,0.0841102568894737,0.2378223299408065,667.906982421875,8044780.0,0.0004835660511162
49,0.0405441264130974,0.0194587221095969,0.1625903367745337,0.0105051213604964,0.0870461226749034,0.0824482890217737,0.1950062699390715,0.1559513616638499,0.0527386122914814,0.0824928526235318,0.0373230444229124,0.0575983076598875,0.0162968330448635,691.13818359375,4730891.0,0.0006568907410837
50,0.0430193019349397,0.0091682713175866,0.0495262741460354,0.0227833366609593,0.0668071646539391,0.0935606089729245,0.1166685668971445,0.359440113088577,0.0930270877493653,0.0770844761450965,0.0213033674181154,0.010817279370408,0.0367941516449082,644.6007080078125,5401882.0,0.0005212445394136
51,0.0440496576336599,0.0599623910693595,0.156107093158874,0.056285051466079,0.0186617794280688,0.0397686908654684,0.0739754592817603,0.0102856778232734,0.0565075455333044,0.0557255309993625,0.0795015686193011,0.1950162055893428,0.1541533485321453,720.82177734375,6867584.5,0.000624950742349
52,0.0446051879936554,0.2702107889511032,0.0120396487125815,0.0468182193657045,0.0304203481796817,0.0277140933710324,0.0371386454647885,0.119836571315933,0.093212030695101,0.1108855817793129,0.1032651545476364,0.0714528696840102,0.0324008599394588,749.3129272460938,4769273.0,0.0008149210480041
53,0.0473989224942501,0.0833911709301884,0.2226737778794992,0.0067298828870141,0.1110494804745008,0.0051302622494552,0.1104956847258891,0.0034330068200421,0.1288907269512337,0.0551767342089527,0.0036170245898641,0.1430281463622852,0.0789851794268247,735.7089233398438,4664870.5,0.0007967405836097
54,0.0474450536715379,0.0560551472565144,0.0021631530354303,0.1494385684682993,0.022352503619135,0.019133780284724,0.0407978253164611,0.1704905190863703,0.0303337475745478,0.1848986586273919,0.0648203134002422,0.1376139010320313,0.0744568286273139,680.8286743164062,7085493.5,0.0005312081193551
55,0.0479957965360348,0.052065990824296,0.0341734326982216,0.1175785494181276,0.0991054761158364,0.1607354840284434,0.087265355759332,0.0163271280426355,0.0158027233634508,0.0072699677343865,0.0360177583816362,0.2226070943698419,0.1030552427277566,700.1699829101562,5840953.5,0.0006322987028397
56,0.0502178593098369,0.0253678425955364,0.0332635547561227,0.0892263837701048,0.0164423576295606,0.0427253302262265,0.0859021488438403,0.1588698670219988,0.1782776162281065,0.036268104157111,0.0355314969271173,0.1644290915948216,0.083478346939616,663.912841796875,7270917.0,0.0004977853968739
57,0.0509098419412882,0.2172148209047668,0.0176104515954859,0.0697565445285669,0.0303593766794965,0.0086348560252257,0.0802118186069191,0.040727653336022,0.1548263543941477,0.0732618842121484,0.0280624103755526,0.2111882434264422,0.0172357439739373,741.40380859375,5270623.0,0.0007603510748594
58,0.0516690990279288,0.0053829641175091,0.0838345694118481,0.2031688998683938,0.0872615352948762,0.0095460303996199,0.286978006200153,0.0648474109296442,0.0548405789791353,0.0173727916759182,0.0005410787258918,0.0872298994007392,0.0473271359683417,697.1722412109375,4222932.0,0.0007244393345899
59,0.0522142829074446,0.0518129770247639,0.0087589122807393,0.0799622554628436,0.0185826872127666,0.0857945292667462,0.0111616321188144,0.0527147616647428,0.0936720559290559,0.1486942101199086,0.0177556469004049,0.0138219922576089,0.3650540568541597,684.1875610351562,9749713.0,0.0004644704458769
60,0.0522145512195469,0.2108730430650982,0.0512179254049049,0.005479583802817,0.2053692467972463,0.0424615671657512,0.0521064300307209,0.0449855159090361,0.0003486028957344,0.2144809512948791,0.0029115802689137,0.0452245281530478,0.0723264739923029,744.8479614257812,4156149.0,0.0008631967357359
61,0.0528823364082959,0.2463483636380352,0.0270144535902137,0.0692662477271058,0.0020667926391346,0.0706458158981438,0.0255181544785817,0.1027178525869306,0.1486474783462928,0.1046724538288205,0.106469530696388,0.0073856489008423,0.0363648712612146,747.123291015625,4403987.0,0.0008438491495326
62,0.0531995187481428,0.0902363029041086,0.0340428639719881,0.138735975495498,0.2303797892573476,0.085124048250682,0.0288571062355035,0.0119886839197894,0.083053858011242,0.0305723485098331,0.0659445513359108,0.0392432445181308,0.1086217088418228,721.4805908203125,4229671.5,0.0007939637289382
63,0.0539039615308119,0.0260680470022878,0.1067809103594021,0.0278796684751504,0.203139380419677,0.02269376116357,0.1579339459934589,0.0081822727703056,0.0437724381213869,0.0676248949681672,0.045974105272154,0.0883696652700657,0.1476769486535619,702.323974609375,5607952.5,0.000654199568089
64,0.0539507719148147,0.2447559705554716,0.0552602297727889,0.0732044056788043,0.0796552027038261,0.0683638251896566,0.072495607591713,0.0083355688794643,0.0276348905137341,0.0147719498809241,0.0323875627059106,0.0508789674315045,0.2183050471813867,762.0123291015625,4430364.0,0.000907925714273
65,0.0540773209810608,0.1501649351097372,0.0492679278997302,0.1243419952693756,0.0957724003330797,0.1317345963626007,0.0380955758358725,0.0304098145958268,0.1001035797302476,0.1355231095617529,0.013582077942829,0.0592801007207632,0.0176465656571233,732.2503662109375,3870166.0,0.0008483654819428
66,0.0544255730683753,0.0115927237004819,0.0754130048452427,0.0068341369470645,0.0025741349317468,0.0233596573607779,0.1818801872753857,0.0350521947381075,0.0859699281615879,0.3498262591252636,0.1013801319972505,0.0301037380761333,0.0415883297725819,647.1137084960938,7435929.0,0.000462997413706
67,0.0553858040764649,0.1122327780843772,0.0019698958817764,0.0044300388506044,0.0353094264769742,0.0426976570292546,0.1021952581830043,0.0648676111679952,0.074251799895274,0.1302497601821041,0.1467775959460746,0.2290937639774065,0.0005386102486891,689.6649780273438,7789449.0,0.0005217459984123
68,0.0556025203069963,0.0395988216951417,0.0455355338849605,0.0070678558547964,0.0684007424033098,0.0138031444364955,0.0047881548043819,0.4292693519214265,0.0946966870576365,0.0556958209176524,0.1114471315205768,0.0360051614674524,0.0380890737291727,663.1517944335938,6522015.0,0.0005176290287636
69,0.0561224374664351,0.0632044394956608,0.0417612879740876,0.0002106053498935,0.0192256386350756,0.1319265445568047,0.1249234022537059,0.0379421329662984,0.0296008694009113,0.0991778937236757,0.1036012061006816,0.2539642291517753,0.0383393129249939,681.1160278320312,7669841.5,0.0005148806958459
70,0.0562517621555814,0.0429739437367607,0.1293050851339897,0.0634528198504216,0.1837404851132991,0.0495174778797818,0.0598325714947493,0.019914199110127,0.2236065488272708,0.1017260459116955,0.0117111153206222,0.030458723807645,0.0275092216580552,711.134521484375,4123637.5,0.0007678784313611
71,0.058587185929292,0.0176225707073856,0.1678097779365308,0.0166201731241728,0.0233257597268594,0.1583271396676179,0.0623189412342592,0.1227534657139721,0.0688336596679907,0.0217699246278833,0.0109245388051361,0.0278420282887695,0.2432648345701299,709.6473388671875,6085889.5,0.0006490735104307
72,0.0587331864208317,0.1451432265746061,0.0799127316394732,0.0332825356914118,0.0175663087632135,0.1451944067557898,0.1383587737782257,0.0399032088272763,0.1372305482067188,0.0247895999092401,0.0183880906826987,0.1021159564427974,0.0593814263077165,729.7111206054688,4693255.0,0.0007746905903331
73,0.0595118888663549,0.1570642113959319,0.001513945410623,0.0113944316504667,0.0790122366903817,0.0275658391800168,0.004541009371675,0.1300629900148216,0.1322718364599185,0.2328664946493519,0.078005533629541,0.0365439153420018,0.0496456673389146,714.7406616210938,6057868.5,0.0006460198201239
74,0.060860562957139,0.2694509513216834,0.0299825736339995,0.023206669062968,0.0584603609658367,0.0018571577819856,0.0717128380652861,0.0228874631167952,0.0810342284427348,0.0084586375868209,0.1556710466894063,0.1702664452163161,0.0461510651590277,759.7046508789062,4864820.5,0.0008560636779293
75,0.060893697217148,0.0244438551044772,0.0422492593060033,0.0089930988761716,0.2108781595432046,0.0138093656214712,0.0660329200645555,0.0709392953706777,0.0117466053271361,0.1999677125350895,0.1486421064915793,0.1149624035207718,0.0264415210217136,676.5437622070312,6314093.0,0.0005626151687465
76,0.0609182634510937,0.0550895962453557,0.0484905331179015,0.0325002118479786,0.0304633601496755,0.1395572431422525,0.076669001287357,0.156142281689346,0.0074361515502967,0.0103497852469393,0.1464441315111764,0.1163046315197305,0.119634809240896,691.9603881835938,6873110.0,0.0005694570136256
77,0.0622718623051978,0.2263031708200379,0.1079723586273593,0.0341610833987639,0.0627973788632478,0.0009258602602997,0.0076951766935096,0.1667680419664837,0.0831998332037543,0.0711375659704035,0.09650214498554,0.0396460634671788,0.0406194594382229,756.2178344726562,3998755.0,0.00092491612304
78,0.0649122495808511,0.0473595098774339,0.0169621035910806,0.1948792212300875,0.0399574243932867,0.0334760172022848,0.1365763679995003,0.0525944520260728,0.0554305676803273,0.1960233056989661,0.0036061213151949,0.1393682110389524,0.0188544483659611,699.3626708984375,5180799.0,0.0006705641280859
79,0.0675202948994811,0.1059612149170976,0.0881770071683818,0.1821276208392788,0.1413044973461169,0.0241123053401412,0.0300441033468482,0.0017708233553707,0.0704544362612983,0.1669090798870864,0.082867629236825,0.0218283094204342,0.016922677981639,736.289794921875,3617592.0,0.0009035642724484
80,0.0677999744055635,0.0734734274717192,0.0734378878169517,0.0179018242914018,0.2066345007938863,0.0453153617646386,0.1946188720933581,0.0034247115588126,0.1290171867524607,0.0674802895447526,0.0030029404493646,0.0921173489435641,0.0257756741135256,711.9443359375,4327633.0,0.0007591956527903
81,0.0678574650683602,0.0446212296040608,0.1435485732753879,0.0465089077887818,0.0356546842146102,0.0023053490969483,0.0354166973881087,0.0430541621535716,0.0139945641774755,0.0329788834653467,0.2431492728108011,0.2349730927773073,0.0559371181792397,719.9776611328125,6928729.0,0.0006310767494142
82,0.0684839861740547,0.0487182064079933,0.3645419780436679,0.0747112580140283,0.0102590815902778,0.0034695227681536,0.02994769997794,0.0416692558551756,0.0354279216683591,0.1763451527133783,0.0591659346199048,0.0427295652698883,0.0445304368971779,753.0914916992188,3500898.0,0.0009888848289847
83,0.0702738272038726,0.0335484938579731,0.0711531410817582,0.0481500996618567,0.0655014008647635,0.1142303473342231,0.1278977189638286,0.0425148770623327,0.0111081431863276,0.0130954462645531,0.2483800636786071,0.1480347365223863,0.006111704317517,695.3146362304688,5894396.0,0.0006259372457861
84,0.070303463646674,0.0978551992046146,0.0257311437881469,0.0004385638885944,0.1037793133485197,0.0201243289794664,0.0924431802354117,0.1622235184922903,0.1800423405532561,0.0116430515072821,0.1113350686839736,0.0227593013072836,0.1013215263644864,703.8587646484375,6032702.5,0.0006326265865936
85,0.0705566662966035,0.0389297645550052,0.0275195706319957,0.195334460983412,0.0378258540905277,0.0529592465633389,0.0121059915287286,0.0132682738934671,0.2438352183999552,0.0593614594194165,0.1227913420161117,0.1163975394787825,0.009114612142655,701.016845703125,5301700.5,0.0006726962164975
86,0.0709328820222899,0.0139291428967063,0.178842350125691,0.0367119939793254,0.0381528070558278,0.0464152792997882,0.0076196236579912,0.3352931105038765,0.0086079974000261,0.1262537270936418,0.0243599753748224,0.0652686410948868,0.0476124694951262,709.2652587890625,5034833.0,0.0007065850659273
87,0.0712826745657014,0.1144164698318057,0.0155687391351033,0.0289250668354295,0.0440723561328167,0.0052504566527823,0.0070248251050433,0.0514654873476441,0.1997309995338708,0.0886221239745021,0.2949521323284954,0.0254707838277338,0.053217884729071,707.8460693359375,7004831.5,0.0005963244475424
88,0.071730691606768,0.0640064527970347,0.0745889489436055,0.0283349511971715,0.1064638191251392,0.1075443723111309,0.0054751956402526,0.1040606842308409,0.0815883650318048,0.016092677817076,4.71027002085024e-05,0.2301146740224959,0.1099520645764711,715.194580078125,6043754.5,0.0006669397698715
89,0.0729307097768287,0.0884951230639892,0.1181876826256226,0.0654671141776577,0.0150847540519173,0.0202431468427184,0.2110587216470661,0.0101379417447759,0.0075713124728469,0.0199018069957787,0.1284643925493566,0.2274116006630856,0.015045693388356,729.3471069335938,5330049.5,0.0007424036157317
90,0.073471440798137,0.0833734633516616,0.0207971282291535,0.1051164094963296,0.0065752784024735,0.1051459610521549,0.1377056875452356,0.0021008518483393,0.2196799398010464,0.1553029766585393,0.0124442927177021,0.0458362219758552,0.0324503481233714,704.4757690429688,5045026.5,0.0006904797628521
91,0.0742906362192258,0.1257815133304176,0.0156393397341436,0.2830029321991569,0.0263024973097273,0.0115262485231083,0.0701887951811463,0.0396572108044949,0.2004903142026426,0.0676435900734206,0.0482674453035291,0.0104873933002503,0.0267220838187363,734.80908203125,3662179.5,0.0008951006457209
92,0.0766025563856358,0.0394183371089552,0.0418975505434373,0.1862824192263595,0.0053370919305988,0.1777563999734356,0.0570262694661394,0.1291611921006671,0.0493146986077773,0.0247003584712351,0.1221142608802417,0.0675591358963853,0.0228297294091311,707.3115234375,4465851.5,0.0007459096959792
93,0.0798677134682549,0.0039164673338926,0.009831394024766,0.0343232378057875,0.0075718772588022,0.0292321064371975,1.7604089590039145e-06,0.0765756738542566,0.0906663392639329,0.4974599417402706,0.0326643698259233,0.0734886865624787,0.0644004320154777,635.70654296875,8717707.0,0.0004270524659659
94,0.0830144029067176,0.060789868907358,0.0185953249873588,0.0314724398889857,0.0302819014510409,0.0314043510151501,0.2830414483100606,0.1336107877221689,0.0429509013768453,0.0376348071027646,0.1531580926915771,0.0617982887816349,0.032247384858337,689.5424194335938,5859446.5,0.0006153579452075
95,0.083091841439837,0.0713314027172742,0.0681964229476094,0.1650799163160296,0.0254768041952,0.1065511079340953,0.0980300233164982,0.2185579886932499,0.0004531442961012,0.0004925837008631,0.0404172953691281,0.1073540628550525,0.0149674062190608,723.9769287109375,4017471.5,0.0008318618056364
96,0.0835727912247717,0.0142607478338577,0.0656554954707002,0.1290548535526447,0.0085095831211658,0.0339281005166261,0.0127150604537928,0.0174927941948075,0.3454210337014616,0.0801572098174527,0.1037934899840484,0.0456393111481262,0.0597995289805441,695.4341430664062,5855240.5,0.0006372613715939
