,CO2,CH4,C2,C3,C4,C5,C6,C7+(1),C7+(2),C7+(3),C7+(4),C7+(5),Tc_NR,Pc_NR,Vc_NR
42,0.0310777903919174,0.0001310847353944,0.0375239173861333,0.1670973051324485,0.1261742183785945,0.0091559825220214,0.0208012339503337,0.2709246457642829,0.1655458008614408,0.1007840880765771,0.0516668876416377,0.0191170451592179,697.6698608398438,6709975.0,0.0004592440382111
43,0.0316672024176927,0.0140191851040103,0.2423903527697513,0.0457078816452824,0.0071463178316842,0.1200130043852074,0.0059662692388773,0.0710256923987219,0.2482127747514151,0.01474782709413,0.1159418980038147,0.0831615943594121,774.4969482421875,9048742.0,0.0004792102263309
44,0.0319661351752715,0.3955984722303887,0.2246316838318579,0.0379949135127223,0.1161493788982523,0.0110707555562589,0.0067284312504446,0.0472593927321616,0.0040631476414187,0.012302107118436,0.0222514225937922,0.0899841594589947,748.3733520507812,36716584.0,0.0002010486932704
45,0.0331064218424643,0.0072539045175351,0.0070117358460378,0.1709271067368543,0.0781326719074678,0.1265415036165966,0.0182771748289034,0.0040259255313089,0.1812838140616068,0.0171976624459471,0.1395828608754875,0.21665921778979,859.6380615234375,6970362.0,0.0006588249234482
46,0.0343644745258194,0.231727492400629,0.1039528659473713,0.0156752163513154,0.1158061882965858,0.0323734063382323,0.0357334022822635,0.0446213141207394,0.1301220318948873,0.0213016644920508,0.1689526166493643,0.0653693267007411,788.041748046875,11371512.0,0.0004514672909863
47,0.03519989793223,0.2742462958431601,0.1157729424405172,0.1316543553742223,0.1806649860309152,0.0046855854031544,0.01869591527957,0.0793769133985147,0.0911005725600354,0.0029279140876068,0.0432254508603734,0.0224491707896998,612.7169799804688,23085054.0,0.0001978082873392
48,0.0374933398701817,0.1353541518410634,0.3029477658844502,0.0925568844028296,0.176207718621702,0.0667960632814992,0.0953614658105854,0.0602447401428787,0.0074262453950545,0.0002834186373372,0.0207470038565538,0.0045812022558637,387.4984130859375,11543708.0,0.0001152091062976
49,0.0377483803107383,0.0097218136896148,0.2150212431744703,0.1943340305240167,0.0622848482620784,0.0229926657781215,0.0631794679675732,0.1230835081360423,0.0998429454802917,0.0157139665391427,0.0357345486026598,0.1203425815352496,769.5613403320312,14691783.0,0.0003533789422363
50,0.0388617847852987,0.2774913879294539,0.0548193238664331,0.0868440288693563,0.002161113635121,0.1291285098432992,0.135212277803523,0.0558004306591419,0.1379877749256686,0.0079433843147929,0.0130109003331444,0.0607390830347663,664.5253295898438,20254720.0,0.0002411714376648
51,0.039646607812979,0.0488007824094194,0.0757819052090222,0.1151273440668289,0.3197431959872817,0.0722383069905736,0.0286453926761956,0.0477573608745401,0.0192507611795773,0.0995201168831353,0.0933222543365712,0.0401659715738753,717.2472534179688,12644153.0,0.0003481214807834
52,0.0409749457646128,0.2174304369200798,0.0950325904686229,0.0456411504992019,0.0688268392979674,0.0128287122647861,0.1172645102970691,0.0346078465167325,0.1329427663127786,0.0518171370965245,0.0765225996981582,0.1061104648634656,790.8518676757812,12946046.0,0.000413742265664
53,0.0419708062472024,0.224513011256531,0.0873499876246833,0.0374829030380283,0.0868836980898891,0.1128334303126058,0.0053456906579726,0.0183237933627712,0.053947565149253,0.0501276870626253,0.153580635321833,0.1276407918766045,834.400634765625,11427752.0,0.0004923588130623
54,0.0425529968505944,0.0312588173007813,0.0244783192353699,0.0441243859231214,0.3120821480044738,0.2440929615117294,0.0436097042055235,0.0558502797426246,0.0093585219054671,0.0063671348993118,0.0787127287102585,0.1075120017107438,756.5020141601562,14606988.0,0.0003403932496439
55,0.0426299886406599,0.1795705359853286,0.1123449214047292,0.0134346552033361,0.0113473956739946,0.0839967077319578,0.0221123797499343,0.026225418627709,0.1651041040810699,0.1221259652449613,0.2149091834742983,0.0061987441820205,767.271484375,7064422.0,0.0005937950336374
56,0.0427382028922935,0.0065230802437761,0.000127261984769,0.0791946626813483,0.1005976603083805,0.2023567682815937,0.1166295979762278,0.1548356481468594,0.1367371139890634,0.073684106596977,0.0362848010407512,0.0502910958579596,695.3027954101562,8452682.0,0.0003842088044621
57,0.0445500269552802,0.0194178944040631,0.0664692777240055,0.0662936768005934,0.1043481975641043,0.1934117609335989,0.015009916290813,0.082182611230896,0.0095675034897722,0.0920494562123041,0.265491292205216,0.0412083861893527,789.1502075195312,7045062.0,0.0005859073717147
58,0.0468930503433818,0.0035451748919602,0.1385143170258041,0.0274177490994747,0.0486674308469427,0.0678297250825568,0.0016761531114473,0.2351350444074902,0.0543908470441554,0.0230364863687003,0.0864345843458326,0.2664594374322534,880.6463012695312,7303937.0,0.0006623534718528
59,0.0471764108280933,0.0032853738237281,0.064285274359,0.0393177393441181,0.177221337533491,0.1280288414110124,0.0998397221133172,0.0402114099471646,0.0823916962694176,0.1912747736223255,0.0367665606806496,0.0902008600676821,760.8915405273438,8740241.0,0.0004639932303689
60,0.0479915629669023,0.0054124799726564,0.0029419133192154,0.1586249613712918,0.0833779896864823,0.112496277826717,0.0534446842392451,0.0335948302800021,0.1298978514157768,0.0771045917009929,0.0200084299856371,0.2751044272350801,874.6368408203125,7728069.0,0.0006359404651448
61,0.0480770022415288,0.0537601262943705,0.0069224086422349,0.0143635291686567,0.1490913770149747,0.1649234245868946,0.1061312692591062,0.1328312501256383,0.1609553328806131,0.0766621633669999,0.0725693062807498,0.013712810138232,690.3828735351562,7411124.0,0.0004339640727266
62,0.048767733049736,0.106489321804709,0.0625555511259695,0.0721065102782006,0.2659823657237554,0.003092196721395,0.0118104999163334,0.0356761789154141,0.1520387159659337,0.0683695600338712,0.0243431439852167,0.148768222479465,805.1455078125,12226835.0,0.0004312728997319
63,0.049823455088545,0.0363304450689626,0.0329669336716012,0.2136955669989426,0.0924072886715703,0.1180715918110124,0.1016320163522233,0.2024314319247871,0.070589260559312,0.0355754000651461,0.039578487849049,0.0068981219388478,620.3760375976562,9717496.0,0.0003012917004525
64,0.0508188030931628,0.0438148507771916,0.0843310360172623,0.1232319523653661,0.1098924775019674,0.2200111955400555,0.0028984785949298,0.0316566090729996,0.2159786061980788,0.0237728592606219,0.0911822412638403,0.0024108903145236,677.3184814453125,9059442.0,0.0003908797516487
65,0.0512344357434901,0.1941250206308947,0.0598799436952837,0.1720485972238578,0.0509162487357037,0.0093925183849647,0.0466115977724509,0.0319032684937111,0.0102740899655973,0.0725244235398939,0.1793456517565141,0.1217442040576376,837.7705688476562,10798102.0,0.0005151004297658
66,0.0520724821093073,0.0495620177993543,0.2997099244921054,0.0313905728224381,0.0930616647837656,0.0169137121344257,0.0458938460233126,0.0785200923735416,0.2020617781631396,0.0035015816047275,0.0636109411880188,0.063701386505863,727.4342041015625,13632234.0,0.0003429296484682
67,0.0522797241011428,0.165181290973436,0.0036279307259582,0.0385997130820085,0.0054798495700831,0.0054352712867392,0.3334814104955358,0.2723915099818935,0.0499873608130888,0.0249853331363384,0.031684607029372,0.0168659988044031,627.7102661132812,10090462.0,0.000298167753499
68,0.0535295137469037,0.004663522539604,0.0737108036841893,0.0588801726044869,0.0354783868956117,0.1237365074687388,0.1153690206182207,0.3025299955180134,0.1644030953560392,0.0041990847223879,0.060574135405236,0.0029257614405678,655.1520385742188,6617118.0,0.0004118669021409
69,0.0538693624787357,0.0417204047633128,0.1588583870832909,0.1139685796056659,0.1437921485521801,0.1633644445743264,0.0068308514183451,0.0343134631033386,0.0062428496462498,0.1920343818339289,0.0279461565713218,0.0570589703693037,724.1653442382812,13005146.0,0.0003508350346237
70,0.0541951446832889,0.0520949981038975,0.1531080961024028,0.1184943794915661,0.213001112579645,0.0174133110237504,0.0013482486040745,0.0228600250593555,0.0199264893363786,0.0543120021105649,0.2824314803979867,0.0108147125070888,776.8051147460938,9075273.0,0.0005134844686836
71,0.054918070790504,0.0066359463011868,0.0899664560177197,0.0977522992840886,0.0184803698052483,0.0220262385407344,0.1359873007858172,0.0600426971773303,0.1650340672994631,0.0220872835764602,0.1869910910141909,0.1400781794072559,828.2880249023438,7040176.0,0.0006181354401633
72,0.0552138158148822,0.0645865195930159,0.1535850052862578,0.096419613627811,0.1423768114725455,0.2111283861128355,0.0631169225598946,0.1237350984413807,0.0207615100856757,0.0087662093786816,0.0377351920207862,0.0225749156062327,564.4949951171875,16159456.0,0.000194940395886
73,0.0557500181101229,0.048916140942984,0.1433048349697528,0.04487387283022,0.1178083036173185,0.0416582828185558,0.0436123376318708,0.1131070464281332,0.0285499875711061,0.1409127345707697,0.1901218667128396,0.0313845737963261,771.0193481445312,7907263.0,0.0005342494114302
74,0.0560847813028758,0.0452483803785254,0.0978610253862228,0.0056420781301643,0.0148593094584743,0.0927876038949861,0.181455966547495,0.1546843837766998,0.2387148387918516,0.0267987758255274,0.0223748384155301,0.0634880180916468,705.0908813476562,9073219.0,0.0003851320361718
75,0.0585425208057758,0.2068490139596628,0.1307620015993076,0.2110630312322469,0.0178591505129735,0.0185764569439456,0.0520647000522767,0.064885966574045,0.0328521044831545,0.0947978556655451,0.0998229994095667,0.0119241987614994,707.0643920898438,15109329.0,0.0003226893895771
76,0.0585687621324211,0.0787134992002634,0.144205240679918,0.2153008596039176,0.0182821013128197,0.0406685936352223,0.0878556568093529,0.0535136249808662,0.0427823517659492,0.0828033061845378,0.1037995375905049,0.0735064661042263,767.6433715820312,13092290.0,0.0003890028165187
77,0.0594998527750701,0.0360225200527565,0.0554560885387124,0.1454361523173499,0.0206278537574955,0.1594075888748116,0.067073002006334,0.005170932266356,0.196434292028944,0.0437897085436565,0.0927719653321546,0.1183100435063586,793.3126220703125,9514791.0,0.0004837262968067
78,0.0596979693859978,0.0989080113086748,0.1843489364938764,0.0046233132476283,0.1439527498938949,0.0203980597590341,0.1132508053317679,0.0611077893347114,0.0834882771974839,0.0944347880169146,0.0754774350642977,0.060311864965718,743.58935546875,12473527.0,0.0003781957202591
79,0.0602337111408263,0.2968551806076692,0.0072684441587212,0.0754623819659086,0.0232093096495437,0.0106949237070297,0.0352654687545905,0.0424929838028076,0.1072188588962306,0.1546457390165144,0.103322765432213,0.0833302328679445,800.153076171875,10473316.0,0.0004920968203805
80,0.063935393522771,0.0066691511652613,0.098478885817881,0.0648461470354872,0.1032100315394279,0.062417257798768,0.104114659089482,0.3198530732561772,0.0586016073561451,0.0404583432410213,0.0384474184929426,0.0389680316846348,670.7388305664062,9995774.0,0.0003273975453339
81,0.0658770601788225,0.2469379607330016,0.0671643442852097,0.0026618031411721,0.0250820267635128,0.1879241511373988,0.0109321526130396,0.0246754292955804,0.0088567925574364,0.2116983301553472,0.0039936633685233,0.1441962857709551,819.0905151367188,12896677.0,0.000442159071099
82,0.0664326543798421,0.0263080372837057,0.3387835937668306,0.060003391566382,0.0102375312743381,0.0379399255912079,0.0504141710760979,0.0070634326844152,0.0124169708788539,0.0153885543221873,0.0429834464035519,0.3320282907725866,927.5161743164062,9610217.0,0.0006420248537324
83,0.0679404241820128,0.0147867175891792,0.1585518346860659,0.0308826418628581,0.0278268569947586,0.1228954521077121,0.0258745835481648,0.0245514847984023,0.3825947477311963,0.0517317561694609,0.0227572044321438,0.0696062958980448,734.4505004882812,8285290.0,0.0004520294023677
85,0.071569116882338,0.0518147472557508,0.0498514282772106,0.176682633717876,0.0841549185781825,0.091709814693811,0.0342038462649948,0.0897604850256896,0.1582277982669211,0.1017679885195528,0.0441043515835876,0.0461528709340848,715.52685546875,10345696.0,0.0003870077780447
86,0.0748190130171206,0.0413057383480017,0.0343448144085859,0.0547207952047384,0.0052491963758222,0.1828081528374539,0.1769148765923168,0.2380070240856618,0.0910297162766878,0.0063931733502096,0.0738679810054041,0.0205395184979968,664.6170043945312,9182668.0,0.0003447717172093
87,0.0777197049392311,0.0848550634052962,0.0315723119799387,0.0362495113140567,0.0934614845826068,0.1708507104968284,0.0378352081080548,0.0290803637870521,0.0888878993195734,0.071829814807738,0.0564534635466588,0.2212044637129645,860.7975463867188,9335812.0,0.0005658131558448
88,0.0780253481353936,0.0427803363303207,0.0031281927479464,0.0252608191148544,0.0150215389124911,0.0594437677709067,0.3685961128544165,0.0140883812413115,0.1426004193623994,0.0379176870268678,0.0766262394774922,0.1365111570255994,792.7908935546875,9163924.0,0.0004831909900531
89,0.0786247387388264,0.1076539142351414,0.0076095239799838,0.0823397596135427,0.0075337587612778,0.2226800733546184,0.0545431572779887,0.020665267942471,0.1944694447317475,0.0994578826551839,0.0469598787598022,0.0774625999494158,750.56103515625,10124652.0,0.0004274135280866
90,0.0787805771029317,0.0760453647170944,0.0975060975978882,0.0960369548358848,0.0003377940158779,0.2739981017730776,0.1305488681880777,0.094495547233116,0.0245647121292302,0.0034179691013826,0.0413750899083648,0.0828929233970736,700.1033325195312,18314182.0,0.0002671254624146
91,0.0819764916162478,0.080090918824647,0.1547676129827692,0.2442466131541945,0.0027791199151076,0.0182629395684305,0.0032796458439107,0.0331086853391194,0.1636199637190918,0.0191844128394237,0.1378344107373717,0.0608491854596856,770.4642944335938,12316293.0,0.0004117484204471
92,0.0827596755111021,0.1089569829568673,0.1343848652522638,0.0406281877554572,0.0129367753011979,0.1110559413115096,0.0267097883616764,0.0915321607342852,0.0257678956394734,0.1020194429649201,0.1480974330196239,0.1151508511916229,821.799560546875,9819956.0,0.0005199552397243
93,0.0829470554978783,0.0442334697239809,0.0376772102642508,0.0241779238349721,0.1076499385954101,0.0374771508144322,0.1212346403185033,0.2058192145477687,0.14497289087982,0.0658318419921077,0.0846244126856752,0.0433542508452001,727.19189453125,8260297.0,0.0004418163443915
94,0.0843205022334381,0.0233012630552953,0.0249540447221029,0.0366976605175704,0.1111699152361467,0.0492251745931733,0.1378512297625135,0.0726217159662505,0.0059556355797225,0.2246298992354656,0.1501664672233356,0.0791064918749851,795.74560546875,6758865.0,0.0005988577613607
95,0.0870944143827113,0.0123757207621759,0.1986798296002034,0.0351895619907723,0.2822159709338868,0.128588448251829,0.0157534845630935,0.0448055346477391,0.0377898774220307,0.0148065422890773,0.0939003737753728,0.0488002413811076,701.0706176757812,17033776.0,0.0002816518826875
96,0.0878181188412613,0.0531038029306424,0.0066114110318666,0.2571825865605872,0.0809643459190895,0.0257427364693653,0.034969759305193,0.0137246048267871,0.1767761109054148,0.092991271671411,0.1281221827933814,0.0419930687450001,755.31103515625,9120936.0,0.0004724534228444
97,0.0887131532451593,0.0318709989297588,0.1301414052819981,0.0034612402143631,0.063437398265968,0.118922044098576,0.1761681689510074,0.0524198679900131,0.0706897646277345,0.1292088147043027,0.0492917787281392,0.0856753649629792,755.3629150390625,10882933.0,0.0004112824681214
98,0.0900229031112147,0.1424203881029502,0.1044893521649442,0.0507348472434141,0.1835024170339837,0.0527596227615277,0.0563172364953534,0.0143040837096355,0.0007324421028121,0.0466595052074527,0.0954956528089914,0.16256154925772,846.1038818359375,13654203.0,0.0004454268200788
99,0.0904318992156626,0.0876366248056788,0.0139389342048999,0.1864471036714404,0.050068475232976,0.0345021381770812,0.0932309669657216,0.0438931462764791,0.1162129324836057,0.181944322028652,0.0377885638945052,0.0639048930432969,748.7012939453125,10067325.0,0.0004334957338869
100,0.0907052124734518,0.1030901105278105,0.0977948367253389,0.0396174328772208,0.0491626795303067,0.1361085331253731,0.0477522539252979,0.0219754981891978,0.1154265596669718,0.1145589906039394,0.1256082268792636,0.0581996654758273,771.4237670898438,9763434.0,0.0004721644800156
101,0.0924825192881959,0.0367511966298059,0.0575587282407854,0.0471778419998638,0.0092191222636362,0.0861238296048164,0.0864811323018403,0.2496858066426432,0.0397023682879866,0.0098810113541729,0.2158796375623612,0.0690568058238916,789.777099609375,8005311.0,0.0005294351140037
102,0.0941619017730834,0.0690990177081419,0.1360863387289509,0.0921990189802621,0.1014357330498247,0.100700577870472,0.0255980919803705,0.0191322187036524,0.0007594406014816,0.2092095955976531,0.0466423828939075,0.1049756821121994,792.4552612304688,11874713.0,0.0004365646163932
103,0.0948478100939066,0.10655583260903,0.0200899761576668,0.0080965185366708,0.0036181859127062,0.0200653025382558,0.0069467795377483,0.067900834889088,0.0637725716449766,0.1505161676207375,0.4256254565495585,0.0319645639096545,823.65185546875,4314644.0,0.0008688458474352
104,0.0955823556613102,0.1980712530913161,0.0974666299928627,0.0879300334959864,0.0855772836842335,0.1082577870116921,0.0646424320764635,0.0269195540991648,0.0070140153329864,0.120730170510871,0.1003697402552986,0.0074387447878141,704.0437622070312,14358494.0,0.0003319130919408
