,CO2,CH4,C2,C3,C4,C5,C6,C7+(1),C7+(2),C7+(3),C7+(4),C7+(5),Tc_NR,Vc_NR,Pc_NR
307,0.030387982,0.102670184,0.181626196,0.061353974,0.13489482,0.071144821,0.177523179,0.007266202,0.035475863,0.022776784,0.10230476,0.072575235,744.8551025,0.000328198,15823055
308,0.030546148,0.01961476,0.010111663,0.0285194,0.016389556,0.26502381,0.156227052,0.10508554,0.159311036,0.000646796,0.037542948,0.17098129,800.8880615,0.000476673,9218963
309,0.030737872,9.78E-05,0.034234918,0.189524196,0.066722312,0.072018316,0.129794947,0.066012962,0.037052633,0.133556339,0.019256963,0.220990736,847.9785156,0.000558769,8768747
310,0.030741517,0.118659558,0.20208751,0.003410267,0.029338279,0.046193059,0.006634791,0.098849176,0.239559269,0.071229646,0.076669311,0.076627617,768.5758667,0.000468659,9445191
311,0.031118209,0.02054864,0.104965779,0.179263871,0.122272715,0.031565039,0.049775996,0.037694241,0.128477562,0.113037484,0.067504473,0.113775991,789.1744995,0.000470249,9850856
312,0.031390041,0.034189357,0.011895803,0.148553184,0.080093502,0.047385299,0.048284074,0.145371508,0.121397004,0.210258677,0.104244431,0.016937119,738.7406006,0.000573905,5903210
313,0.031399342,0.071696866,0.007709936,0.078979187,0.050847268,0.004397027,0.050244032,0.057043485,0.063365844,0.345495388,0.013140567,0.225681059,855.4788208,0.0007361,5590363
314,0.031415397,0.097567129,0.005964598,0.163796801,0.062436924,0.02434839,0.066233047,0.050039939,0.060515166,0.280198584,0.031911473,0.125572553,804.9147339,0.000558325,7863327
315,0.031698288,0.128881613,0.048670978,0.242549956,0.051379629,0.044548695,0.060991495,0.005623555,0.14548349,0.162127178,0.020863314,0.057181808,729.9979858,0.000386814,11483034
316,0.031754657,0.012671048,0.099499223,0.189615238,0.126447511,0.108246546,0.104434211,0.096402279,0.142791052,0.010613547,0.005766386,0.071758301,661.6231689,0.000271835,14208486
317,0.031769291,0.027590806,0.111929911,0.027953592,0.065008059,0.050359008,0.023903225,0.12988162,0.135887147,0.097321168,0.064528177,0.233867998,860.8931885,0.000658358,6909359
318,0.032079372,0.024771547,0.11511445,0.260408159,0.006769208,0.05729425,0.019862143,0.269559599,0.152534559,0.003221113,0.016939324,0.041446275,650.5853882,0.000290942,11449432
319,0.032092233,0.133823989,0.220136276,0.063504675,0.037968307,0.316179651,0.01981601,0.050109329,0.062815134,0.032506364,0.011623819,0.019424211,545.5848999,0.000183844,17336736
320,0.032134091,0.015516113,0.006865037,0.051344255,0.277239995,0.061904215,0.062602575,0.003977397,0.061703315,0.052948743,0.073615789,0.300148475,893.090271,0.000689594,7231255
321,0.032350154,0.092841737,0.205263269,0.028651659,0.079279685,0.085846234,0.033548902,0.104416019,0.115470011,0.049547686,0.035753787,0.137030857,797.18573,0.000410558,12829645
322,0.032357334,0.0729346,0.098207864,0.016655852,0.08555131,0.038571729,0.091053662,0.020739841,0.27333239,0.195479936,0.04733775,0.027777733,732.7987671,0.000554619,6224500
323,0.032417557,0.079742162,0.054651861,0.140429246,0.016616378,0.00922942,0.033647017,0.041238392,0.006719064,0.422004323,0.039717109,0.123587473,816.3143921,0.000662115,6199175
324,0.032572025,0.022594014,0.016589881,0.110280615,0.037381202,0.043877317,0.07284114,0.136462907,0.158746477,0.141241494,0.124183831,0.103229097,797.1745605,0.000613209,6095878
325,0.032871973,0.051114015,0.030114653,0.03638259,0.354042501,0.053229585,0.052219647,0.039146071,0.079231042,0.009266928,0.249189801,0.013191194,754.0467529,0.00049009,8452753
326,0.032908655,0.161732916,0.045264453,0.091090452,0.116930097,0.004712496,0.040865939,0.096982014,0.017232064,0.028866312,0.275250598,0.088164004,827.0029907,0.000583495,8375239
327,0.032913895,0.124420372,0.001453027,0.064764681,0.391211637,0.026080955,0.058965595,0.141440791,0.023173411,0.048195826,0.009988119,0.077391692,680.9396362,0.000259923,17370982
328,0.032919884,0.10200531,0.209069525,0.102944774,0.126566826,0.031989349,0.022441105,0.072187919,0.110433755,0.053925808,0.100257902,0.035257842,724.1119995,0.0003563,12971412
329,0.033252102,0.125780836,0.160691353,0.11979874,0.084136736,0.010987968,0.050715689,0.045131185,0.160476894,0.012937875,0.109516287,0.086574335,778.2453613,0.000408956,12499947
330,0.033272138,0.071603986,0.151764929,0.02599596,0.051409502,0.096564893,0.237809593,0.001096213,0.212077235,0.076072701,0.001434334,0.040898518,667.8994141,0.000334297,10564000
331,0.033357548,0.067023221,0.059607357,0.052886531,0.1480549,0.143658357,0.097161034,0.045237225,0.024092926,0.022932375,0.192026816,0.113961711,815.3477783,0.000511765,9494588
332,0.033402813,0.185412381,0.083821034,0.059026447,0.001565629,0.056471466,0.066536855,0.022483247,0.118248944,0.09460685,0.195079971,0.083344362,811.4918213,0.000571747,8289364
333,0.033487721,0.153791631,0.015163011,0.031565099,0.026538674,0.022230251,0.093360122,0.112215984,0.239644561,0.113076779,0.128784696,0.030141472,753.6322021,0.000571688,6431990
334,0.033552524,0.265455606,0.036703292,0.09795959,0.033803227,0.046430411,0.099437374,0.173886623,0.000487199,0.035091783,0.052308591,0.124883781,797.177063,0.000359669,16180879
335,0.033581547,0.106251043,0.42019612,0.10889919,0.037110643,0.029630878,0.019881453,0.028337916,0.09043041,0.011134529,0.012800327,0.101745946,742.7650146,0.000249571,25305838
336,0.033588946,0.054545538,0.095560884,0.04020772,0.149295763,0.03299241,0.087860426,0.072902741,0.082338302,0.067386667,0.204551922,0.078768682,799.2863159,0.000557251,7828988
337,0.033631622,0.218662211,0.046220329,0.045922568,0.066761886,0.206780612,0.029960698,0.119974351,0.160924881,0.001840975,0.01845078,0.050869087,659.1563721,0.000264203,15863280
338,0.033637057,0.057868934,0.037704141,0.060699361,0.032846808,0.107726702,0.306465,0.001549148,0.025626684,0.055725349,0.116632322,0.163518494,827.3157959,0.000523172,9304095
339,0.034150433,0.026058313,0.00841595,0.053446367,0.113548358,0.185413156,0.015218122,0.109898522,0.125301627,0.11895106,0.064095819,0.145502273,806.0092163,0.000542795,7737450
340,0.034400433,0.067461065,0.009677204,0.036005771,0.010926608,0.059421777,0.001045675,0.041665324,0.166942379,0.169514953,0.346178899,0.056759913,818.758667,0.000869075,3862005
341,0.035119547,0.019906481,0.022197762,0.025977531,0.222697838,0.009079387,0.016015157,0.036966476,0.163339716,0.116246735,0.178490084,0.153963287,836.4344482,0.000699693,5749847
342,0.035171289,0.040089964,0.148769361,0.042214258,0.164433169,0.086275855,0.044596838,0.027384568,0.12305516,0.129278046,0.040446997,0.118284493,785.6289063,0.00045179,10420635
343,0.035254332,0.216543914,0.047102272,0.003804941,0.095133243,0.00091115,0.184516905,0.118991724,0.029388753,0.027822307,0.066649881,0.173880578,837.7275391,0.000460317,12268025
344,0.035345303,0.10323341,0.043282162,0.069503001,0.123958887,0.019637943,0.048885398,0.115864159,0.054593614,0.267421461,0.013779893,0.104494768,783.5985718,0.000509067,8420624
345,0.035370405,0.136414558,0.043888094,0.213044303,0.026317669,0.00735504,0.072748391,0.045268636,0.0856544,0.103574026,0.117353452,0.113011027,810.4859009,0.000499609,10036599
346,0.035471407,0.045400374,0.16670073,0.211113333,0.028818956,0.011554306,0.193751913,0.062842374,0.070143404,0.000256025,0.092192325,0.081754851,746.0685425,0.000338122,14779421
347,0.035737204,0.098313396,0.072792335,0.061018219,0.08046902,0.363837939,0.068259166,0.054168338,0.030292059,0.054458099,0.074056662,0.006597562,637.9741821,0.000288378,12240032
348,0.035888932,0.072688474,0.161853942,0.053687026,0.154295242,0.112299781,0.076239329,0.048616052,0.063375221,0.017411177,0.051728757,0.151916068,809.383606,0.000396443,14128997
349,0.035912009,0.020546479,0.036736583,0.017263542,0.009708207,0.107567037,0.284283901,0.010696467,0.196292007,0.117526027,0.124110836,0.039356904,745.5730591,0.00055114,6102994
350,0.036036568,0.078526629,0.004011405,0.063042587,0.267296325,0.076736458,0.100933521,0.070122206,0.033388287,0.028058532,0.077563832,0.164283651,821.9686279,0.000455098,11513780
351,0.036079733,0.063708549,0.129745143,0.151315669,0.033403288,0.12122596,0.031978264,0.122246465,0.108438766,0.034473077,0.112297049,0.055088037,743.2974243,0.000395112,11224176
352,0.036349346,0.039826884,0.16492452,0.035044732,0.116986931,0.021702457,1.60E-05,0.00521784,0.054817616,0.059983901,0.456699109,0.008430619,813.458313,0.000775614,5220761.5
353,0.03635672,0.016321485,0.084052645,0.173831737,0.06576973,0.015477162,0.064269482,0.149604937,0.019127849,0.171209145,0.005930629,0.198048478,837.173584,0.000535791,9121834
354,0.036442899,0.037829127,0.065304534,0.12731931,0.003209813,0.152759414,0.036767347,0.304245794,0.002977134,0.010974932,0.196243404,0.025926293,743.3738403,0.000454645,8550034
355,0.036454097,0.072426322,0.080650974,0.042531386,0.119533636,0.288581873,0.07253734,0.014337956,0.049961498,0.059903352,0.022298247,0.140783322,783.079895,0.000372317,14172790
356,0.036509418,0.02796418,0.330373815,0.106556868,0.019598202,0.013717522,0.123434543,0.054132467,0.084090602,0.030230141,0.172339744,0.001052497,718.9106445,0.000395015,11081769
357,0.036665486,0.076895172,0.014298128,0.003651727,0.013738184,0.155188288,0.052246751,0.165194705,0.048582445,0.160739617,0.093028623,0.179770874,838.0800171,0.000638643,6671361
358,0.036666145,0.022451791,0.099719026,0.308618847,0.064246095,0.295742491,0.001638153,0.019001917,0.025824652,0.005944976,0.077076383,0.043069524,651.9537354,0.000235675,18723362
359,0.036834587,0.005962722,0.035630674,0.022755865,0.296238783,0.117212861,0.135915914,0.022332336,0.041121457,0.075951807,0.204188422,0.005854571,733.762207,0.000482989,7845342
360,0.0368819,0.166798219,0.162504361,0.050716528,0.055168054,0.012052583,0.23650632,0.025426177,0.011315258,0.0045743,0.15878253,0.079273772,784.3448486,0.00038572,14191185
361,0.036886623,0.22007853,0.156249532,0.027820663,0.055485676,0.037260115,0.059007609,0.211760468,0.040230098,0.008626656,0.074417314,0.072176715,742.2976074,0.000313782,16742113
362,0.037070505,0.064871232,0.216658043,0.00835257,0.130356293,0.019832184,0.087695187,0.15613361,0.06681875,0.012552509,0.01135652,0.188302598,829.9822998,0.000423526,13318310
363,0.037126801,0.031530595,0.036896126,0.119744593,0.01738632,0.30142007,0.102111488,0.01301086,0.088296564,0.043847241,0.151589903,0.05703944,753.8799438,0.000442023,9521122
364,0.037160206,0.076520754,0.150052882,0.034336599,0.208153974,0.116991005,0.029410363,0.127522375,0.103232376,0.033676086,0.06011279,0.022830591,662.8405151,0.000302146,12482262
365,0.037274752,0.00282566,0.133173968,0.170881325,0.051266935,0.221303715,0.021046523,0.062826183,0.107885082,0.076140517,0.07765258,0.03772276,707.1162109,0.000366317,10862732
366,0.03749841,0.027973269,0.067490719,0.051999397,0.073613286,0.086163993,0.00354502,0.245186206,0.022406496,0.105598809,0.205676042,0.072848353,796.1865845,0.000596777,6602075
367,0.037506994,0.055246895,0.024114985,0.086030485,0.126500681,0.087824261,0.003171725,0.087160376,0.03863017,0.129869116,0.207290428,0.116653886,826.5787964,0.000641161,6729786
368,0.037685797,0.044173096,0.189018502,0.015637797,6.97E-05,0.081288341,0.138282632,0.160913528,0.132595063,0.104327415,0.020595756,0.075412342,731.3640747,0.000396742,10103019
369,0.038230348,0.024010157,0.024210021,0.073308974,0.042649615,0.002541089,0.31291762,0.038431777,0.267833752,0.043106323,0.015936624,0.116823702,754.6738281,0.000448975,8505910
370,0.038303642,0.010849119,0.063263752,0.128937897,0.089187284,0.041320069,0.035808048,0.132386201,0.056772491,0.085919568,0.189767662,0.127484267,825.6705933,0.000614087,7060246
371,0.038502711,0.083617153,0.019262204,0.055062385,0.138247475,0.024205226,0.026461959,0.202007591,0.081593885,0.060673315,0.170028483,0.100337614,804.3989258,0.000559178,7646271
372,0.038954508,0.02723751,0.052843656,0.072867563,0.024597724,0.114872494,0.215872372,0.093552574,0.061244671,0.228396601,0.017075036,0.05248529,724.9127808,0.00045333,7775803
373,0.038980019,0.021465602,0.090677415,0.068963916,0.297311141,0.11264742,0.032130852,0.046354811,0.001962236,0.084411931,0.195906305,0.009188352,736.9679565,0.000442755,9437392
374,0.039008538,0.043761282,0.103046705,0.010606022,0.045867369,0.098210383,0.057909989,0.011182577,0.127924747,0.01022535,0.298386604,0.153870432,854.2540283,0.000738705,5847797.5
375,0.03902296,0.134576397,0.140793689,0.085203194,0.143197768,0.030366822,0.049054007,0.01635091,0.144287113,0.137985972,0.018322274,0.060838893,727.5419922,0.000361691,12778328
376,0.039037686,0.352000153,0.039084174,0.018425777,0.070198618,0.007666015,0.05424795,0.055367293,0.085734015,0.02998878,0.023943729,0.224305812,880.5109253,0.000486849,13252036
377,0.039165079,0.125984338,0.014743369,0.132374162,0.067246625,0.035381086,0.334182897,0.144368184,0.002153044,0.035307397,0.022452346,0.046641473,618.2990723,0.00023588,15081712
378,0.039223339,0.011703427,0.075905198,0.032104038,0.078257983,5.23E-06,0.113550652,0.071880264,0.381114425,0.0582979,0.106247256,0.031710293,738.8821411,0.000581281,5433723
379,0.039455098,0.04601752,0.017820858,0.038942689,0.014759083,0.396252688,0.090471081,0.127235077,0.006082359,0.158190559,0.059315946,0.005457043,675.1959839,0.000407271,7843539
380,0.039518062,0.044520218,0.229708638,0.033898445,0.003975833,0.145352618,0.0184511,0.002063469,0.119995509,0.187022734,0.13607337,0.039420002,768.6508789,0.0005401,7802718
381,0.039614886,0.320342227,0.069018038,0.135461929,0.021341279,0.092999677,0.134975716,0.03607524,0.042893318,0.01505501,0.007676282,0.084546398,694.9422607,0.000212582,29034258
382,0.039651756,0.218155399,0.008841293,0.020910029,0.018367897,0.013308263,0.013059844,0.198788234,0.103563997,0.059643741,0.03072351,0.274986037,887.0880127,0.000644583,8156429
383,0.039728484,0.299710892,0.082836908,0.062949504,0.03396129,0.117044731,0.060507261,0.084683145,0.073935275,0.051439304,0.068271504,0.024931704,687.8407593,0.000284267,16965978
384,0.04012581,0.072085495,0.100852775,0.060426334,0.021414433,0.181605356,0.045325557,0.067562741,0.117129576,0.001636526,0.053295546,0.238539851,867.0126343,0.000556946,9644773
385,0.040175652,0.014500459,0.256972432,0.107310875,0.39817076,0.019595911,0.0198114,0.010708618,0.04014634,0.045884583,0.044683653,0.002039317,570.227356,0.000207175,15892842
386,0.040296231,0.008320173,0.129821151,0.270477507,0.051833732,0.156192369,0.059844463,0.025794288,0.073096374,0.014731497,0.002433391,0.167158824,802.4345703,0.000357228,16228525
387,0.040554539,0.045795869,0.030620713,0.066252401,0.257589817,0.050247072,0.054582244,0.038517285,0.254819905,0.033054605,0.095787945,0.032177606,717.8501587,0.000436705,8393662
388,0.040885178,0.037880983,0.055938114,0.052418555,0.020923304,0.333048235,0.211886877,0.091651254,0.033684293,0.060840443,0.028636895,0.032205869,624.6222534,0.000274766,11052828
389,0.040965266,0.032731352,0.019481308,0.079300175,0.070649006,0.071434467,0.175074104,0.040456501,0.023804416,0.41630046,0.015921358,0.013881586,728.8103027,0.000606053,5367820
390,0.041421809,0.04027176,0.004121902,0.04396405,0.15953894,0.141905896,0.048459963,0.068332109,0.37405778,0.047906848,0.024459177,0.005559767,672.2680054,0.000499674,5632878
391,0.041446729,0.175429759,0.161351962,0.037733391,0.073338757,0.069239433,0.155352702,0.104115648,0.037467067,0.02028957,0.046809561,0.077425422,718.892395,0.00027867,18877040
392,0.042115279,0.004291653,0.320749235,0.027659018,0.004339842,0.123897432,0.086554992,0.048555839,0.02707502,0.095109858,0.106134827,0.113517006,802.9996948,0.000452586,11333944
393,0.042257235,0.194019047,0.17776888,0.025001899,0.0519628,0.045786873,0.100787063,0.101902219,0.098549823,0.052003682,0.024071736,0.085888741,737.8959351,0.000312934,16828122
394,0.042276752,0.11360281,0.005582668,0.215307211,0.062518344,0.075489753,0.033274185,0.053445023,0.341070542,0.012712156,0.032970997,0.01174956,669.2121582,0.000399951,8415454
395,0.042403865,0.038184735,0.031684408,0.1527388,0.032448408,0.08953782,0.017590996,0.071330455,0.157341698,0.058014491,0.041816785,0.26690754,875.0701294,0.000648792,7546929
396,0.04254145,0.06055004,0.023928784,0.000971221,0.042264715,0.049549918,0.252215355,0.141592149,0.038091045,0.081561576,0.239749179,0.02698457,768.6472168,0.000585641,6318193
397,0.042722378,0.000150731,0.04665598,0.149465732,0.07652801,0.209406911,0.065295684,0.069928537,0.043261827,0.270177407,0.018359526,0.008047277,693.0859985,0.000471863,6985081
398,0.042793802,0.002616445,0.039298521,0.028099517,0.146871819,0.005615862,0.126721496,0.004566561,0.16342404,0.261511281,0.09083945,0.087641206,788.6487427,0.000643108,5538224
399,0.042813451,0.033321974,0.281620346,0.046565253,0.001793722,0.001669911,0.185618522,0.103710043,0.133988634,0.019730117,0.145248696,0.00391933,708.7181396,0.000412888,9581863
400,0.042906024,0.056709627,0.054116024,0.032128509,0.042406958,0.114896453,0.013543766,0.100001671,0.003631403,0.019590843,0.295348301,0.224720421,884.505188,0.000802761,5556840
401,0.043057808,0.018098102,0.096625088,0.005131772,0.060891986,0.001004196,0.042060729,0.084798485,0.255983645,0.01110513,0.29862509,0.082617969,816.5969238,0.000739204,4957178
402,0.043112886,0.015232011,0.028840723,0.000820745,0.038121502,0.346803375,0.247286494,0.161815384,0.022060219,0.016549086,0.049908107,0.029449468,619.2564697,0.000279161,9571728
403,0.043354681,0.038690166,0.185591696,0.094992755,0.025666595,0.055953407,0.202603417,0.006042034,0.159306447,0.066906669,0.019544048,0.101348086,746.5603638,0.000367581,12773224
404,0.043672005,0.025084284,0.065334357,0.050917872,0.125952936,0.100580392,0.373150506,0.095348148,0.022615575,0.021351805,0.00687973,0.069112391,619.2138672,0.00023914,14104434
405,0.043672722,0.049930015,0.090530734,0.070411046,0.003315843,0.091260036,0.459909953,0.012014171,0.149951628,0.016415482,0.00945899,0.003129381,584.744873,0.000321181,7555285
406,0.043761851,0.008957132,0.00646108,0.183841534,0.078651446,0.046922395,0.0601139,0.001653783,0.323328121,0.000547174,0.232906414,0.01285517,756.9642944,0.000612146,5767546
407,0.043781466,0.073284819,0.054956898,0.017707051,0.230927571,0.073109953,0.024340837,0.139091452,0.091906847,0.046657467,0.004796175,0.199439465,832.5839844,0.000471015,11131240
408,0.043785879,0.016205706,0.10236002,0.254221777,0.06195882,0.032018053,0.148311587,0.018837862,0.160709581,0.028846852,0.079754799,0.052989065,716.100708,0.000355704,11969474
409,0.044184984,0.104348242,0.0213024,0.038674891,0.244523273,0.088969901,0.215710595,0.018419212,0.020747981,0.048588814,0.008482909,0.1460468,779.291748,0.00034627,15807728
410,0.044356332,0.018190915,0.104132779,0.151185844,0.149541791,0.130989045,0.07119672,0.14752109,0.025154171,0.060403047,0.086438882,0.010889384,665.8496704,0.000323968,11125847
411,0.044635699,0.176065534,0.062554884,0.031867192,0.039931377,0.126160114,0.195816605,0.035072663,0.027086003,0.174215615,0.058688401,0.027905913,712.8688965,0.000384705,10996355
412,0.04467553,0.14064676,0.304419237,0.103698612,0.031325582,0.023393402,0.068002692,0.093516546,0.010743206,0.079974495,0.043692621,0.055911316,708.9983521,0.000265509,20196414
413,0.044848728,0.199544605,0.061809489,0.136216735,0.124953415,0.147963836,0.039282401,0.032782781,0.002024359,0.047485314,0.141544226,0.021544112,719.5795288,0.000320671,15550435
414,0.044999105,0.019068526,0.067705047,0.002495788,0.051456231,0.05336858,0.07289788,0.314935196,0.003173431,0.169757039,0.135119714,0.065023462,775.3168945,0.000571958,6292197
415,0.045062301,0.034602358,0.009031683,0.16588764,0.13387781,0.022079326,0.036751029,0.053737128,0.248030202,0.067561683,0.005509985,0.177868856,814.1846313,0.000509942,9072821
416,0.045467743,0.018685434,0.1509744,0.010534206,0.115999113,0.092294828,0.010326449,0.06862357,0.244202699,0.001892707,0.117398649,0.1236002,802.4221191,0.000521615,8528441
417,0.045477885,0.00940291,0.112910945,0.157737662,0.032067315,0.197485734,0.216473532,0.05491303,0.016094425,0.000487048,0.142435936,0.014513578,679.4730225,0.000318715,12248702
418,0.045747899,0.21922535,0.047620717,0.063584354,0.080012339,0.004985292,0.067436513,0.165415375,0.000442638,0.011126141,0.21741616,0.076987221,808.1013794,0.000481736,10727495
419,0.045754043,0.020045778,0.08228394,0.033730907,0.052352323,0.028187304,0.327370597,0.048280389,0.217336766,0.09208376,0.037652947,0.014921246,679.1278687,0.000441282,6859237
420,0.045780046,0.130199848,0.044266431,0.038009257,0.153070256,0.028582682,0.089511173,0.223180152,0.111475601,0.046151423,0.018431282,0.071341849,707.9140625,0.000331481,12469956
421,0.045828786,0.078495262,0.022470536,0.072518327,0.053247571,0.089225256,0.067950494,0.033912125,0.21681499,0.27975938,0.036438187,0.003339088,719.4963989,0.000615382,5276348
422,0.045842599,0.166459183,0.044945433,0.007131124,0.072418783,0.079775133,0.032190719,0.037502813,0.124822213,0.042532193,0.212047459,0.134332349,840.1550903,0.000622227,7721638
423,0.045857733,0.002074307,0.094824781,0.21317772,0.014996178,0.081874609,0.057852108,0.005217181,0.021677725,0.238948266,0.063795264,0.159704127,830.3974609,0.000577548,8165742
424,0.045967266,0.067019067,0.040484739,0.453434109,0.011965541,0.006062432,0.087661158,0.022612749,0.051469962,0.040827616,0.026604923,0.145890438,800.701416,0.000354056,16761724
425,0.046620948,0.359358372,0.074971997,0.069747591,0.046627276,0.002166155,0.065784007,0.09692592,0.111623414,0.05601258,0.05904718,0.01111456,678.9432373,0.000291879,16199656
426,0.046883789,0.101943194,0.009683466,0.002230027,0.110593209,0.181764812,0.225963792,0.120717416,0.001842822,0.037361774,0.072429929,0.088585769,739.9780273,0.00035266,12863872
427,0.047015857,0.15133705,0.024052013,0.023131156,0.270552913,0.123234443,0.041583257,0.00151305,0.006622631,0.135019131,0.077299801,0.098638696,784.1349487,0.000409591,12669429
428,0.047034393,0.136412481,0.210246721,0.120128669,0.00834741,0.199764237,0.051288434,0.080425021,0.046217014,0.025917216,0.063261212,0.010957192,622.7078247,0.000233152,17323736
429,0.047090042,0.025735762,0.337422184,0.039451324,0.222535703,0.144387825,0.107321298,0.000961178,0.000568662,0.021259416,0.018227234,0.035039371,476.7533569,0.000139606,21266784
430,0.047145509,0.333743056,0.010075831,0.015421298,0.092489335,0.044781227,0.061637237,0.013758878,0.02833346,0.09590224,0.01587531,0.240836621,888.6971436,0.000523523,12143617
431,0.047438187,0.286261838,0.045973103,0.010940043,0.003015935,0.007717452,0.031147246,0.172736606,0.07617946,0.189765801,0.050243307,0.078581022,780.2776489,0.000466924,10311819
432,0.04752747,0.171423075,0.125731608,0.042208902,0.012589619,0.04887926,0.011580818,0.058844401,0.00558288,0.163256028,0.268124722,0.044251217,810.0081177,0.000630297,7325305.5
433,0.047852275,0.066033865,0.310208748,0.013526501,0.052746937,0.014420328,0.174024244,0.166000603,0.025852634,0.07393954,0.002510062,0.052884262,652.289856,0.000247547,17026704
434,0.047981722,0.065956067,0.173071786,0.114861139,0.006596543,0.143631042,0.008454435,0.022604792,0.146353491,0.016433949,0.220883151,0.033171883,772.0415039,0.000495258,9159893
435,0.048041758,0.043806878,0.040023562,0.133895643,0.016927148,0.058533495,0.226465013,0.017451535,0.128724729,0.040505688,0.159750377,0.085874174,785.423645,0.000506025,8585670
436,0.048132119,0.089122036,0.017295753,0.005243716,0.114569144,0.069868347,0.154966648,0.071057495,0.208081169,0.031124117,0.089612353,0.100927104,775.0484619,0.000477282,8838361
437,0.048524026,0.016804747,0.061906597,0.112918721,0.43476712,0.010080678,0.078881203,0.028333574,0.113039693,0.064099065,0.010786859,0.019857719,604.9146118,0.000258037,11906958
438,0.048788498,0.268926856,0.005811215,0.0589837,0.012453791,0.039298678,0.128741244,0.026889989,0.191098168,0.029774567,0.096741409,0.092491887,785.4067993,0.0004351,11777797
439,0.049064828,0.058898182,0.040471242,0.036595906,0.166523808,0.044101874,0.023727878,0.108383955,0.339721628,0.102828614,0.028363191,0.001318892,686.1951904,0.000539585,5581084
440,0.049264083,0.178785753,0.0231629,0.081364926,0.03016558,0.055560545,0.19324045,0.031415918,0.01526051,0.154998103,0.183251918,0.003529312,748.2779541,0.000506696,8418280
441,0.049306944,0.01606418,0.190335495,0.128823035,0.022302399,0.022425464,0.019019333,0.299721025,0.066627222,0.145223166,0.032078471,0.008073267,681.2144775,0.000415147,8094668
442,0.049316561,0.083554274,0.101232425,0.00307739,0.009340414,0.041214522,0.044388146,0.302113275,0.162487673,0.022470632,0.044122823,0.136681865,792.5422363,0.000474093,9254020
443,0.049428094,0.075866581,0.091618801,0.094501252,0.114343892,0.25396735,0.056585728,0.057186668,0.046635877,0.057355898,0.066693705,0.035816154,676.8453979,0.000294046,14077936
444,0.049617628,0.082938278,0.075179962,0.002504769,0.228929772,0.185556311,0.068605239,0.00693466,0.072032126,0.115489624,0.100100442,0.01211119,702.918396,0.000393076,10070186
445,0.049673905,0.026127964,0.005050581,0.023778925,0.220215451,0.058364743,0.151783822,0.04392504,0.006463495,0.058670232,0.307054966,0.048890876,799.0194092,0.000616866,6626410
446,0.049738573,0.067161369,0.188667805,0.025822625,0.220646315,0.046045167,0.019124843,0.078702494,0.046473043,0.018631667,0.125321905,0.113664195,804.5062256,0.000422962,12698555
447,0.049794325,0.136710439,0.100797574,0.005050778,0.055837487,0.037504789,0.002251167,0.229747649,0.090306304,0.00923169,0.040763586,0.242004211,871.9385376,0.00056524,9543825
448,0.049934674,0.222382895,0.158056383,0.0449857,0.008692429,0.010375822,0.089401934,0.045434168,0.1224184,0.049675557,0.120742283,0.077899754,786.8758545,0.00042316,12601432
449,0.049940226,0.091940694,0.183768272,0.066168555,0.048256946,0.175219502,0.176770478,0.004097991,0.098106871,0.06354251,0.004692707,0.037495247,617.151001,0.000237675,15855182
450,0.05000912,0.018530948,0.22982769,0.023026188,0.039295914,0.202658992,0.002836935,0.009580579,0.095249428,0.132254759,0.067218498,0.129510948,806.3794556,0.000483019,10225838
451,0.050064898,0.008008028,0.013131652,0.168528887,0.006024225,0.169129175,0.078089667,0.058010933,0.011457992,0.033468718,0.360222606,0.043863222,807.350769,0.00065847,6209286
452,0.050091034,0.028932053,0.010718649,0.068545311,0.022821586,0.299976939,0.057110553,0.180486649,0.056689832,0.056380945,0.113990202,0.054256248,736.5047607,0.000426235,8938935
453,0.050201886,0.037093307,0.005376857,0.06733176,0.485879923,0.104162484,0.030111939,0.025258239,0.079084047,0.052221679,0.035042543,0.028235336,622.4338989,0.000255201,13319398
454,0.050465249,0.018892733,0.102372501,0.18374751,0.041458354,0.027339141,0.043202565,0.058370203,0.243446839,0.026201537,0.156281921,0.048221446,761.9273071,0.00050655,8013409
455,0.050603276,0.05524414,0.050156205,0.024615238,0.020757705,0.006735667,0.272409575,0.008948458,0.237061071,0.022115827,0.240742577,0.01061026,757.1115112,0.000608721,5871401
456,0.050707849,0.253102345,0.030129527,0.166031342,0.119223742,0.100178317,0.029712229,0.024197904,0.032629202,0.017212893,0.125678538,0.05119611,745.9487915,0.000309777,18128900
457,0.05171292,0.057832833,0.137422738,0.032533953,0.13294974,0.013066079,0.087297703,0.355761731,0.04132581,0.049479904,0.025295391,0.015321198,637.2167969,0.000310943,9736504
458,0.051930832,0.001536378,0.05991739,0.179355269,0.171554911,0.07303423,0.011450403,0.146812572,0.034240554,0.04660699,0.115595872,0.107964599,789.972168,0.000443365,10694371
459,0.052028161,0.102458811,0.067836013,0.015320245,0.211379102,0.138881686,0.033127712,0.016146325,0.149020615,0.109502127,0.022909262,0.081389941,739.0700073,0.000376457,12008076
460,0.052478977,0.021257946,0.073097589,0.075127985,0.025619061,0.331029924,0.027930477,0.151967207,0.012816451,0.125082075,0.074413356,0.029178951,702.1629028,0.000383477,9588088
