,CO2,CH4,C2,C3,C4,C5,C6,C7+(1),C7+(2),C7+(3),C7+(4),C7+(5),Tc_NR,Vc_NR,Pc_NR
153,0.014268643,0.039303754,0.041115478,0.294690421,0.057842854,0.032429438,0.243200797,0.087146266,0.03881641,0.134520183,0.014852452,0.001813305,628.8502197,0.000342173,8850939
154,0.014269871,0.050533826,0.207465264,0.042379796,0.16636136,0.027697691,0.153666625,0.014559576,0.02930149,0.086656913,0.116133969,0.090973619,782.2184448,0.000427275,11557015
155,0.014409945,0.002821282,0.010693593,0.065658369,0.234909025,0.00198027,0.066103338,0.180861738,0.242323938,0.044988383,0.112672612,0.022577507,720.3650513,0.000513084,6014162
156,0.014511898,0.141422681,0.013011157,0.0599853,0.106500534,0.119312823,0.011741233,0.048998907,0.026851195,0.294992728,0.123047406,0.039624139,773.5715942,0.000592979,6724630
157,0.014770526,0.075152569,0.029821692,0.105706436,0.116488,0.268611715,0.018338194,0.102980783,0.189339249,0.004968593,0.059195158,0.014627084,653.7368774,0.000340606,9361201
158,0.014809823,0.029605934,0.311154459,0.044929803,0.045587952,0.082833154,0.072668319,0.041310879,0.242172522,0.081662771,0.024450008,0.008814377,667.8665161,0.000389867,8926535
159,0.014820472,0.115542105,0.037138747,0.233645588,0.034522735,0.196162628,0.233583149,0.105496451,0.009117006,0.00820761,0.005654971,0.006108538,479.6255798,0.000183383,8410260
160,0.014914375,0.017839767,0.329687366,0.073852077,0.060842804,0.119746059,0.088766817,0.047249715,0.19982299,0.003640041,0.029797041,0.01384095,619.7786255,0.000277763,11928450
161,0.014948592,0.053990441,0.041024022,0.109011684,0.135802101,0.248507263,0.123670494,0.014863111,0.005883674,0.048467249,0.105815078,0.098016291,768.4258423,0.000389675,12377046
162,0.015027482,0.040332436,0.082641521,0.018311815,0.040619399,0.207929013,0.129705248,0.302985343,0.12942405,0.007502907,0.012872536,0.012648249,616.9085083,0.000338102,6951520
163,0.015088033,0.050791663,0.028254066,0.022831991,0.23776742,0.119930098,0.153532151,0.095396964,0.06386177,0.150274675,0.017454483,0.044816688,690.3466797,0.000368692,9359495
164,0.01519125,0.085248572,0.024750407,0.002133616,0.002430133,0.037376361,0.197556742,0.129071338,0.143441498,0.082430872,0.255110165,0.025259046,775.5042725,0.000665941,5190129
165,0.015216841,0.024541394,0.00809748,0.014303069,0.227263228,0.10822987,0.051008919,0.11190086,0.000302168,0.005867602,0.230949338,0.202319232,864.7897949,0.000685858,6570331
166,0.015288335,0.12703148,0.250751643,0.082948677,0.006553469,0.007960286,0.041040688,0.011186143,0.037421593,0.239381763,0.068825009,0.111610912,812.3416138,0.000513157,9934846
167,0.015594451,0.019033707,0.109456463,0.049529591,0.10511174,0.279385574,0.002817027,0.108230543,0.088660688,0.153619538,0.030432972,0.038127706,700.0267944,0.000393958,8935021
168,0.015839969,0.108912901,0.021007795,0.022431693,0.005938202,0.026429362,0.015328975,0.007788635,0.207271255,0.251872028,0.239042863,0.078136322,817.0529175,0.000838687,4052174.5
169,0.015947682,0.160118509,0.027449996,0.029117005,0.101178218,0.006501868,0.161897241,0.082092734,0.100544473,0.183458536,0.119402178,0.01229156,738.0648804,0.000533799,7072847
170,0.015962313,0.041392517,0.087995783,0.018134365,0.04600974,0.126180127,0.011793671,0.071482067,0.179007471,0.039887768,0.27939061,0.082763568,814.4165649,0.000693994,5549295
171,0.016019543,0.059061348,0.032666785,0.003638139,0.023282141,0.001966649,0.217679342,0.068030499,0.170277549,0.016713532,0.234009471,0.156655001,839.9065552,0.000715424,5506864
172,0.016033118,0.016521519,0.054114517,0.019213152,0.0851398,0.012335893,0.118878015,0.015152857,0.094408553,0.115281605,0.132511946,0.320409026,897.281189,0.000861479,4836241
173,0.016078404,0.053497411,0.004656312,0.310100878,0.055718162,0.059686615,0.144790235,0.090481127,0.077155193,0.021279383,0.148408277,0.018148004,711.2652588,0.000386706,10237376
174,0.016129914,0.010534111,0.071846004,0.023842502,0.183187058,0.032663138,0.039543557,0.215341699,0.008638147,0.179406152,0.210147363,0.008720356,758.4302368,0.000621196,5559450
175,0.016140651,0.097795938,0.049837628,0.034638247,0.192363118,0.087036317,0.168155389,0.042391692,0.079278984,0.082770151,0.023417645,0.126174242,772.1027222,0.000393777,12271469
176,0.016160974,0.035145077,0.072415858,0.000965738,0.039722391,0.14384914,0.057637797,0.024922541,0.139347101,0.044908738,0.133395618,0.291529028,889.1987915,0.000781887,5662735.5
177,0.01628007,0.284835074,0.039963592,0.067411618,0.109494394,0.06039633,0.025765934,0.065311471,0.043585382,0.032912747,0.174178223,0.079865165,803.1930542,0.000442566,12338186
178,0.01630906,0.024417366,0.165098899,0.057533215,0.019664246,0.034010467,0.058102683,0.075407264,0.204372671,0.020932419,0.12365896,0.200492751,851.3344727,0.000639723,7138181
179,0.016315514,0.206000724,0.018092621,0.080831576,0.242836144,0.027474534,0.09255941,0.016481557,0.160692586,0.055595024,0.056524185,0.026596126,684.4174805,0.000326324,12785790
180,0.016319883,0.00756819,0.039466028,0.030699935,0.126491512,0.151146574,0.102719213,0.169582026,0.007306366,0.020539936,0.119364452,0.208795887,850.824707,0.000588566,7898423
181,0.016342569,0.116308256,0.080687045,0.019451981,0.007207537,0.192289608,0.004246068,0.091475467,0.158175449,0.03974458,0.091331345,0.182740095,839.6848145,0.000568644,8477677
182,0.016482877,0.014565647,0.045361099,0.075288552,0.192688181,0.102759082,0.004783343,0.014343884,0.050737714,0.066266349,0.157820682,0.258902589,884.0115356,0.000727625,6454403
183,0.016579904,0.028463727,0.031803575,0.196959402,0.071459326,0.226693462,0.015313935,0.024058649,0.109528942,0.119115844,0.048043323,0.111979911,775.0358276,0.000442566,10124502
184,0.016596658,0.043702261,0.059245669,0.345066692,0.019247294,0.016707018,0.015065325,0.074439775,0.192019854,0.073755719,0.020812103,0.123341633,777.7944946,0.000422463,11211901
185,0.016617707,0.037246926,0.223493761,0.115842803,0.042643579,0.168098442,0.005656095,0.023262064,0.060160893,0.200795508,0.055530708,0.050651514,741.9976196,0.000420734,10377676
186,0.016635738,0.214442706,0.079141892,0.076436444,0.057329988,0.241938681,0.057830756,0.011179549,0.02530119,0.01767027,0.064266048,0.137826738,807.729126,0.000362624,16662351
187,0.016784428,0.003611522,0.161265501,0.054815193,0.081339839,0.143133226,0.045319556,0.193977848,0.150971337,0.120475073,0.021655166,0.006651312,667.7108765,0.000432762,6914261
188,0.016832067,0.028821628,0.072051189,0.032661393,0.117182348,0.067882954,0.16918224,0.193553049,0.15915856,0.059451986,0.074999572,0.008223014,682.7878418,0.00044324,6776128
189,0.016932254,0.0639244,0.147220358,0.117843481,0.277497469,0.179752881,0.032991478,0.040319178,0.019625965,0.068036763,0.015312359,0.020543412,563.6858521,0.000200256,15531918
190,0.017321698,0.202303964,0.189168771,0.051224729,0.098802375,0.093791449,0.038494797,0.006311805,0.014108715,0.202011663,0.039273794,0.04718624,734.8017578,0.000353521,14180396
191,0.017401497,0.020580388,0.093696201,0.022050032,0.150730877,0.072576457,0.099859376,0.017435823,0.005550229,0.253308269,0.034688394,0.212122456,850.0723877,0.000634926,7186422
192,0.017413399,0.004880804,0.277433543,0.171175087,0.096421049,0.152645998,0.031452047,0.016563616,0.032105015,0.071848942,0.099604797,0.028455702,698.7144775,0.000311918,14422154
193,0.017553833,0.042215472,0.003365615,0.04281027,0.020613346,0.132037442,0.237574259,0.041481474,0.191930734,0.185322846,0.082874641,0.002220068,712.0493774,0.000584307,5105358
194,0.01758464,0.070918622,0.029336195,0.040237128,0.147438751,0.092207561,0.055243038,0.12897986,0.213532156,0.00660305,0.108015713,0.089903286,769.0140381,0.000477506,8463024
195,0.017619126,0.105046029,0.140112406,0.005505448,0.014849605,0.031711593,0.16841234,0.053019959,0.258646384,0.029517931,0.000761667,0.174797512,809.9078369,0.000478659,10108845
196,0.017696921,0.058404089,0.220161683,0.000371611,0.140440264,0.007784024,0.140745166,0.007221755,0.124317707,0.192391762,0.020832029,0.06963299,744.5875244,0.000426881,10002303
197,0.017873733,0.033179991,0.22561812,0.022095024,0.170292926,0.081261736,0.051279494,0.044109199,0.017581989,0.19723947,0.135613155,0.003855164,732.7526245,0.000486007,8274390
198,0.017894462,0.012553992,0.018478056,0.106393791,0.107830816,0.316330066,0.038630352,0.038861121,0.108178166,0.065276532,0.027362787,0.14220986,780.8071289,0.000424253,10769489
199,0.017995652,0.079064782,0.115298156,0.094503367,0.023459917,0.142177263,0.135195629,0.016499066,0.014023446,0.2022211,0.042482824,0.1170788,791.0375977,0.000464874,10242426
200,0.018110979,0.148348839,0.010713081,0.037107224,0.053620077,0.126672621,0.073052381,0.156428353,0.109273425,0.024838451,0.223410187,0.018424381,757.5212402,0.000528912,7475227
201,0.018124776,0.056712507,0.060230655,0.149308796,0.096819152,0.03220855,0.099353156,0.036961744,0.045957562,0.272444061,0.058817072,0.073061969,771.6521606,0.000522363,7835621
202,0.018157346,0.051676934,0.006647026,0.032393306,0.034975402,0.24866937,0.002207247,0.20204871,0.016926317,0.057783084,0.103672232,0.224843027,859.1847534,0.000630161,7261880
203,0.018803693,0.111223122,0.030484214,0.245570967,0.004132395,0.001834449,0.12782696,0.15058875,0.169191806,0.118895452,0.020094273,0.00135392,665.0889282,0.000429881,7565566
204,0.018971309,0.087512383,0.008158173,0.03879887,0.065214831,0.051982965,0.169386666,0.00307333,0.116403171,0.32537813,0.108923731,0.00619644,747.1889648,0.000674241,4905613
205,0.019023801,0.012432101,0.148875611,0.029550802,0.172362022,0.055413778,0.173345964,0.133990739,0.208376392,0.037284765,0.007022802,0.002321222,623.1257935,0.000391174,6759026
206,0.019054234,0.002849714,0.016724332,0.073503488,0.103600278,0.008978124,0.248011154,0.139113904,0.019534307,0.054068708,0.304230551,0.010331204,769.0571289,0.000623271,5662165
207,0.019157899,0.164438931,0.121181808,0.137118249,0.1466412,0.007093389,0.134548098,0.05716341,0.012586797,0.132372292,0.052526005,0.015171921,674.980835,0.000307969,13789485
208,0.0192944,0.114703039,0.08944021,0.017528557,0.189726054,0.207049589,0.176437986,0.010782163,0.011852559,0.083416599,0.052641335,0.027127511,648.4881592,0.00027299,14153802
209,0.019729669,0.150776651,0.085483564,0.165505482,0.182634822,0.017647018,0.056393126,0.196059742,0.008188327,0.039153317,0.020235846,0.058192435,658.4284668,0.000236065,18968460
210,0.019773032,0.0175222,0.230396764,0.011864616,0.095775392,0.0081701,0.004983233,0.136612086,0.219497303,0.020632916,0.118429216,0.116343142,801.0004883,0.000527232,8325681
211,0.019788151,0.071670799,0.04417125,0.034183919,0.074639881,0.337683665,0.072630153,0.152291987,0.062831717,0.007184754,0.114455305,0.00846842,669.8030396,0.00034883,9686366
212,0.019848322,0.00507248,0.078650644,0.059755344,0.26798612,0.244654906,0.02227348,0.034224605,0.126462642,0.056629866,0.000119523,0.084322069,689.0917969,0.000303075,13202266
213,0.019900875,0.099478189,0.139881916,0.067013451,0.046726042,0.081509812,0.000732703,0.025878645,0.226028831,0.010653231,0.240579942,0.041616363,785.4796753,0.0005748,7419456
214,0.019946534,0.248723615,0.080784086,0.026555176,0.275834895,0.000735969,0.03802928,0.052766667,0.009760925,0.057639741,0.016379612,0.172843499,837.1669312,0.000383481,16658323
215,0.020002523,0.05550072,0.016347631,0.037485251,0.152868327,0.239582062,0.137021579,0.011696738,0.092175912,0.184587767,0.02835574,0.024375749,690.4515381,0.000413031,8143044
216,0.02007982,0.220346483,0.056936541,0.012088334,0.051202742,0.091157636,0.060266552,0.005263117,0.033979982,0.253474329,0.148299987,0.046904478,787.2062378,0.000575631,7738411
217,0.020167779,0.069459256,0.002314111,0.204957025,0.016908519,0.073873836,0.072133357,0.010074404,0.094152447,0.077263978,0.031185735,0.327509554,902.6838379,0.000712485,7166603
218,0.02026483,0.009499503,0.021263932,0.111436768,0.012647414,0.092822739,0.105055005,0.086455996,0.159935495,0.110366557,0.09565283,0.174598932,829.0744019,0.000634098,6381845
219,0.0202962,0.003601265,0.018033678,0.023121999,0.194353532,0.11229655,0.027639049,0.023399047,0.053850725,0.135029488,0.181592314,0.206786154,860.8724365,0.000742243,5615708
220,0.020340763,0.025128388,0.028744707,0.008011965,0.036406779,0.058571121,0.116343711,0.192316514,0.128240202,0.008856031,0.132653265,0.244386554,865.600708,0.000712503,5852101
221,0.020447808,0.035400816,0.064644199,0.247918141,0.18079549,0.034954796,0.091211913,0.03364739,0.073148799,0.041188281,0.142404103,0.034238263,729.1661987,0.000383204,11324622
222,0.020554921,0.042981474,0.003521696,0.051346655,0.06581041,0.001536056,0.009831641,0.098357849,0.304776076,0.08021156,0.294934676,0.026136986,788.3120117,0.000796559,3911835
223,0.020693028,0.374696159,0.084695943,0.001633187,0.005502033,0.006497296,0.152716249,0.00052787,0.003196178,0.04197468,0.270462731,0.037404648,805.9338379,0.000491396,11195399
224,0.020911409,0.431413453,0.10267351,0.093924214,0.028562088,0.052553801,0.109872998,0.03272141,0.036848365,0.002483716,0.052458151,0.035576885,637.4578857,0.000176945,33093100
225,0.020958607,0.04063109,0.133339576,0.088170084,0.16018059,0.021089781,0.124290315,0.036363634,0.049832947,0.154471848,0.134810951,0.035860577,752.2998657,0.000479181,8659205
226,0.020995698,0.05094632,0.08649126,0.151082177,0.058889845,0.073129158,0.030302498,0.064565275,0.087287691,0.184491926,0.007212568,0.184605584,830.4038086,0.000540459,8929198
227,0.021142523,0.044852461,0.011996457,0.297613827,0.138723133,0.037374792,0.04828648,0.082584378,0.002618776,0.105870416,0.206131414,0.002805342,742.4247437,0.000480527,8562811
228,0.021407932,0.130022321,0.02035694,0.002614513,0.0232546,0.02619694,0.162249568,0.165715239,0.035389507,0.343762377,0.05850759,0.010522472,736.0748291,0.000619482,5357195
229,0.021456313,0.26406074,0.058752967,0.147049483,0.161926983,0.019458279,0.018994378,0.008027986,0.051181075,0.059153026,0.123321838,0.066616933,775.6150513,0.000366692,15376482
230,0.021950218,0.214122208,0.036811363,0.011771088,0.009302204,0.048137535,0.103230825,0.12906471,0.153485382,0.165882222,0.079889842,0.026352403,738.5733032,0.000505996,7682210
231,0.02198218,0.09264669,0.079505098,0.433350795,0.043877962,0.046030061,0.06017037,0.008820724,0.033752484,0.017278478,0.036190704,0.126394455,779.2998657,0.00030353,20154984
232,0.022133935,0.009689075,0.195664534,0.001156376,0.143211533,0.029704324,0.031490699,0.139796879,0.004969123,0.214385469,0.050394068,0.157403984,823.5529175,0.000557609,8202356
233,0.022221635,0.04468965,0.244068006,0.045707617,0.255789493,0.00658426,0.001231989,0.088405827,0.185611991,0.051067557,0.025749553,0.028872421,664.477356,0.00031016,12160200
234,0.022301749,0.096744475,0.109676497,0.189394381,0.013255847,0.086013759,0.098214334,0.008667773,0.206432583,0.057935415,0.072024858,0.039338328,716.2009888,0.000384724,10828070
235,0.022575346,0.07189237,0.154981297,0.083526141,0.004529857,0.071899378,0.098306467,0.21646002,0.128562706,0.086402463,0.003067126,0.05779683,695.3580322,0.000346747,10780648
236,0.022575869,0.132375339,0.126970168,0.217991515,0.053047006,0.020937935,0.038870765,0.042952628,0.039731987,0.13877564,0.064038138,0.10173301,789.5090942,0.000413763,12826191
237,0.022593256,0.03089775,0.011584542,0.04942899,0.077542279,0.330595286,0.127665758,0.042394815,0.030157513,0.06390481,0.094170056,0.119064945,782.7744141,0.000445221,10085666
238,0.022618431,0.108324133,0.183660679,0.053310598,0.035173412,0.031171466,0.050917937,0.13024208,0.079438356,0.201227123,0.099771341,0.004144444,728.5491333,0.000508936,7636567
239,0.022623441,0.450718122,0.006247063,0.00223629,0.038133508,0.004630993,0.023996588,0.14615487,0.117620263,0.023061848,0.096511266,0.068065748,773.8376465,0.000366229,15409614
240,0.022794507,0.027048139,0.194927473,0.010226852,0.044869212,0.007416502,0.001746303,0.260199322,0.041059158,0.004827467,0.234301982,0.150583084,845.4414063,0.000648323,6890381
241,0.02283998,0.253815544,0.032068782,0.128687911,0.249154495,0.049141618,0.044012415,0.059893248,0.009250277,0.028992874,0.037365315,0.08477754,724.1074829,0.000250378,23390430
242,0.022857198,0.003988499,0.053151114,0.045979229,0.069614546,0.230083099,0.124178761,0.195782311,0.091531043,0.029061874,0.075337333,0.058434994,710.7478027,0.000382735,9117304
243,0.022878837,0.064665015,0.059309047,0.097115292,0.07782843,0.105870503,0.027423888,0.184975394,0.194845115,0.039881156,0.064740482,0.06046684,729.7319336,0.000419036,9003877
244,0.023041968,0.241336869,0.110393907,0.162782822,0.134974929,0.079836073,0.161808753,0.012253493,0.01704323,0.01582843,0.028296339,0.012403186,472.8628235,0.000139177,21181632
245,0.023089238,0.104935143,0.01435639,0.027320925,0.125802588,0.180999281,0.050259556,0.194617747,0.079747563,0.034380336,0.155198339,0.009292895,716.2313232,0.000442525,8266941
246,0.023244369,0.129715223,0.040978826,0.00010494,0.035551826,0.241083303,0.087015832,0.070929636,0.02377767,0.0019351,0.008523512,0.337139765,911.7133789,0.000638442,8836017
247,0.02325357,0.127061284,0.040359738,0.055080501,0.044066936,0.003317751,0.098960518,0.001002415,0.002607437,0.056852826,0.20712945,0.340307575,919.607605,0.000886105,5357227
248,0.02329103,0.02005601,0.013228132,0.170742508,0.116488999,0.04236918,0.028831441,0.09549926,0.287220287,0.008500031,0.012684719,0.181088402,810.5875244,0.000505892,8820629
249,0.02330903,0.045426609,0.12187567,0.256695241,0.180404778,0.068808735,0.000101369,0.098418568,0.081871962,0.015558725,0.101983251,0.005546063,660.6876831,0.000301208,12827578
250,0.024015387,0.012895606,0.124591644,0.112886771,0.083352897,0.023075978,0.20587635,0.111269966,0.026536002,0.046460756,0.217564435,0.011474208,743.0435791,0.000481531,8185682
251,0.02427134,0.027433784,0.159828237,0.038830196,0.024382715,0.105649143,0.237021204,0.154928877,0.013627015,0.083575398,0.065055612,0.065396478,722.956604,0.000367428,11035320
252,0.024307695,0.161702596,0.001372048,0.098969839,0.013111348,0.096063568,0.100963632,0.112946423,0.060839261,0.073724151,0.1958799,0.06011954,786.8658447,0.000528936,8327437
253,0.024324693,0.151132136,0.204472424,0.136130885,0.090014066,0.029645318,0.057777653,0.000340324,0.025983582,0.009796177,0.236764041,0.033618701,779.8748779,0.000421187,12620438
254,0.024404626,0.041951292,0.078633824,0.02704964,0.055220494,0.471901286,0.038331038,0.017287223,0.052962819,0.058365206,0.029664309,0.104228242,734.3123169,0.000335029,13774732
255,0.02448335,0.04602086,0.039419655,0.031685208,0.054104519,0.217254249,0.017954835,0.19459404,0.026774439,0.001473852,0.19561556,0.15061943,833.7503052,0.000587936,7628665
256,0.024520205,0.008901728,0.148914376,0.02272106,0.132982308,0.06107418,0.17486649,0.048183984,0.004796074,0.016438077,0.039244571,0.317356949,902.9525757,0.000639405,8515727
257,0.024679487,0.160412571,0.06410989,0.020271269,0.018986852,0.044130313,0.048099852,0.177855785,0.006865908,0.16979696,0.072893545,0.191897571,851.2311401,0.000607634,7994949
258,0.024714293,0.187378486,0.014246822,0.000597172,0.108737436,0.043558369,0.112147277,0.137010162,0.230606754,0.055482932,0.039124799,0.046395498,712.5958862,0.000402401,9430159
259,0.024978412,0.045318707,0.039095262,0.095746015,0.137698367,0.03121112,0.095759171,0.196320659,0.003209769,0.03697267,0.161006753,0.132683096,818.8431396,0.000533241,8601605
260,0.025236219,0.093303696,0.144921185,0.019260327,0.108678382,0.017447036,0.059880451,0.076886277,0.147363246,0.155080084,0.078263449,0.073679649,771.1617432,0.000497858,8547614
261,0.025257958,0.042170864,0.029184855,0.258811666,0.181554143,0.103954528,0.03824135,0.040004564,0.00946202,0.022919748,0.16362704,0.084811264,783.8865967,0.000415485,12058668
262,0.025429462,0.040768821,0.051549757,0.07228513,0.098723735,0.080937448,0.043369255,0.075500923,0.114326322,0.050252284,0.174981825,0.171875039,844.9909668,0.00064654,6885772
263,0.02562787,0.026558555,0.067667459,0.029454935,0.157885281,0.153761416,0.047828055,0.326721824,0.018912593,0.011250573,0.130277527,0.004053911,682.4336548,0.000387849,8307790
264,0.025638886,0.025722101,0.055125774,0.133980589,0.03221426,0.008242634,0.009617117,0.237934401,0.02611506,0.017971635,0.369211077,0.058226464,817.2002563,0.00071348,5427217.5
265,0.025679014,0.092092122,0.049506387,0.048338512,0.033949231,0.040108257,0.041229131,0.258389897,0.183555712,0.014099933,0.002042618,0.211009186,834.0005493,0.000528415,8918026
266,0.025912229,0.20473014,0.146192324,0.174105595,0.089138695,0.121863103,0.017173908,0.085935566,0.018046819,0.020995495,0.076345201,0.019560925,642.2879639,0.000221799,20955424
267,0.025966882,0.055550462,0.167294339,0.244959894,0.083002932,0.137974603,0.012850962,0.030222909,0.106664649,0.017847474,0.030550106,0.087114788,716.3299561,0.000280429,18329188
268,0.026014555,0.067420817,0.043448329,0.094041645,0.234911183,0.140328672,0.010817544,0.187824438,0.06848468,0.01053774,0.050663549,0.065506849,694.8707886,0.000302466,13601664
269,0.026132662,0.000552454,0.036334648,0.018919149,0.070759208,0.138676987,0.023849879,0.290985015,0.210053875,0.109389027,0.01422377,0.060123325,720.2670288,0.000474973,6177197
270,0.026190104,0.007848606,0.034359484,0.080214462,0.036089478,0.057380533,0.032011531,0.066279482,0.120136026,0.043952207,0.33156531,0.163972775,857.6785889,0.000837163,4517216
271,0.026243927,0.33682283,0.029391194,0.112827522,0.001257116,0.142656207,0.001085319,0.04205703,0.061524743,0.031177722,0.005905992,0.209050398,869.0532227,0.000427722,15598097
272,0.026596606,0.001644909,0.006048698,0.12109453,0.036410077,0.137336313,0.108091637,0.052442943,0.134803977,0.067798932,0.151237089,0.15649429,827.6008911,0.000624885,6632330
273,0.026847741,0.003537197,0.004800959,0.082499621,0.322721112,0.141691225,0.033305891,0.08078072,0.173340824,0.013231235,0.108187776,0.009055699,681.5270996,0.000396103,8232666
274,0.026953546,0.001616378,0.004333848,0.020239721,0.181437304,0.080583318,0.112355289,0.237115126,0.15231571,0.011389172,0.061451683,0.110208905,759.3387451,0.000449574,8283025
275,0.027277772,0.058352177,0.010628662,0.081098853,0.274542919,0.142646847,0.223590572,0.069388429,0.062728282,0.024030865,0.016864734,0.008849888,554.6210327,0.000239673,9210556
276,0.027478075,0.212358673,0.058597198,0.126727362,0.086183528,0.170319425,0.031971178,0.141980498,0.075120276,0.006265097,0.009952381,0.053046309,621.2600098,0.000210498,20377920
277,0.027580445,0.057841241,0.023292583,0.191983153,0.112072461,0.047138414,0.006644998,0.094626528,0.05034096,0.239593244,0.085622143,0.06326383,770.9788818,0.000527098,7722544
278,0.027799846,0.029556994,0.122363954,0.003002498,0.167916868,0.015233488,0.013624493,0.30290829,0.039364719,0.051409757,0.148159857,0.078659237,778.862854,0.000496274,8254177
279,0.027858078,9.45E-05,0.072073718,0.038474471,0.234623206,0.152758528,0.040957208,0.028365272,0.092373996,0.042165373,0.16409123,0.106164409,799.6256714,0.000514756,8641380
280,0.02790787,0.080093727,0.041310345,0.090751857,0.160200419,0.045740406,0.027430402,0.187463796,0.148252108,0.005920281,0.017120322,0.167808467,805.954834,0.000439114,11250812
281,0.028002708,0.153509057,0.136390136,0.065272809,0.008872582,0.019982287,0.025948402,0.160636734,0.132171294,0.064601013,0.164455994,0.040156984,767.9030762,0.000498503,8773882
282,0.028324772,0.016193368,0.024658118,0.21193431,0.006509048,0.010006436,0.16439616,0.001359867,0.186705681,0.002976177,0.29212583,0.054810233,797.7827148,0.00063952,6158021
283,0.028484052,0.03364118,0.12002804,0.01271688,0.013090297,0.037938907,0.270782587,0.026149447,0.282210363,0.06282335,0.091396428,0.02073847,714.9139404,0.000500697,6556667
284,0.028542578,0.071646087,0.040361972,0.018813932,0.172132102,0.067355411,0.033821414,0.048822159,0.184688318,0.269047078,0.055715138,0.009053812,727.5012817,0.000597459,5558181
285,0.028604762,0.085682796,0.016177789,0.035257878,0.189434479,0.040967007,0.037913361,0.151118635,0.221480702,0.004035695,0.028340627,0.160986269,801.9437256,0.000472191,9732162
286,0.028751413,0.043698758,0.032348359,0.162584703,0.063432691,0.043896776,0.060737967,0.138400088,0.246594617,0.069016279,0.08418399,0.026354358,719.177124,0.000481494,7070794
287,0.028761112,0.042528308,0.070961868,0.126119459,0.06736167,0.040619911,0.027183237,0.144603055,0.217013038,0.04460173,0.012268339,0.177978273,814.9348755,0.000503526,9190893
288,0.029134161,0.118437801,0.016630706,0.327895726,0.002217083,0.093820588,0.160927923,0.074823756,0.021894081,0.029319086,0.023606478,0.101292611,727.5810547,0.000280809,18931386
289,0.029227136,0.242901162,0.267950231,0.015946218,0.00646616,0.045386555,0.107784831,0.017264402,0.101585041,0.04301953,0.090620128,0.031848606,715.9384155,0.000304804,17101754
290,0.029230751,0.117788143,0.105013895,0.028187402,0.124456711,0.14747723,0.044130729,0.02956509,0.149090088,0.13839963,0.081561939,0.005098392,706.0651855,0.000449598,8453840
291,0.029256019,0.296865897,0.091617075,0.013153827,0.09927268,0.1306118,0.00489477,0.096784938,0.077742591,0.032093968,0.033307923,0.094398513,754.6636963,0.00030137,19226056
292,0.029291017,0.440993979,0.041646962,0.083045848,0.013913195,0.04041281,0.058355666,0.004578985,0.141458489,0.048341134,0.070291629,0.027670285,711.7849121,0.000291556,18727830
293,0.029325112,0.010448692,0.072142722,0.00308881,0.138861288,0.009474362,0.06069686,0.227828024,0.148982896,0.134643395,0.05321436,0.111293481,781.0830688,0.00053812,6885157
294,0.029342121,0.025861556,0.189274975,0.027904628,0.026028874,0.038806617,0.048674533,0.022627818,0.056871694,0.275943846,0.065184222,0.193479115,849.9983521,0.000681134,6540434
295,0.029629696,0.217615508,0.041043941,0.033789758,0.026511926,0.030502598,0.08509627,0.019708035,0.365915622,0.017691131,0.109823476,0.02267204,733.3569336,0.000495067,7941025
296,0.029630602,0.179756329,0.130898826,0.086776098,0.014474139,0.027636834,0.053174745,0.092938098,0.096999543,0.06294758,0.015766379,0.209000828,856.3509521,0.000494159,11709605
297,0.029742784,0.124794797,0.031810458,0.052918072,0.040749192,0.163491513,0.157709801,0.024992182,0.04755741,0.137716745,0.055807218,0.132709829,800.9653931,0.000471724,10282365
298,0.029778177,0.007299315,0.026318972,0.156379569,0.073937088,0.167334216,0.100931441,0.094838601,0.161435565,0.002935589,0.159856662,0.018954804,720.5236206,0.000450255,7937772
299,0.029830049,0.219125379,0.014677855,0.092743499,0.009890138,0.038035242,0.014722085,0.111600526,0.162833089,0.053449384,0.141629222,0.111463533,814.470459,0.000539929,8923554
300,0.029842075,0.114436712,0.075741102,0.192453221,0.015714506,0.200866311,0.103185521,0.012795739,0.103625736,0.022248694,0.097311884,0.031778499,694.3381958,0.000317436,13712436
301,0.029938382,0.092214417,0.217375892,0.102155666,0.062175661,0.014295801,0.054078391,0.273911631,0.054558604,0.02729013,0.03065226,0.041353165,659.1960449,0.000266865,14836436
302,0.029985726,0.064292996,0.022871114,0.091230141,0.049225551,0.016615586,0.021329397,0.196710211,0.267643405,0.061332836,0.09223591,0.086527127,773.7364502,0.000547319,6724543
303,0.03005088,0.014474817,0.035121014,0.007048783,0.138628133,0.340338488,0.084234272,0.090188968,0.141861774,0.037480615,0.052644357,0.027927898,662.635437,0.000347628,8778772
304,0.030328391,0.12549189,0.014471908,0.120433459,0.055022817,0.227471906,0.017402518,0.070906991,0.067204314,0.072324845,0.080702989,0.118237973,793.1640625,0.000437196,11369929
305,0.030336375,0.106423994,0.13074338,0.057595673,0.034572563,0.013549654,0.011573481,0.124801927,0.08254475,0.111361192,0.229589963,0.066907048,806.9949341,0.000619242,6987763
306,0.030345511,0.002462208,0.052550832,0.008452233,0.099627017,0.015753384,0.277608354,0.072125648,0.045800642,0.107983844,0.013583143,0.273707183,868.8549194,0.000636195,7362196
