,nButane,nPentane,nHexane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.001853397260558967,0.8491909505605162,0.1489556521789247,476.3204345703125,3353076.5,9.020318508148193,0.0,0.0,71.91704368591309
1,0.004978236622944973,0.9916295041499363,0.003392259227118594,469.6728210449219,3373143.25,9.972394466400146,0.0,0.0,457.9828851222992
2,0.007080583184929883,0.2357964351999826,0.7571229816150875,499.55462646484375,3151971.0,9.52134370803833,0.0,0.0,59.857850074768066
3,0.00903581235989602,0.2533339631290027,0.7376302245111014,498.8417663574219,3162812.75,9.931628704071045,0.0,0.0,62.14251112937927
4,0.014341486424609366,0.028427533782344104,0.9572309797930466,505.9376220703125,3061036.25,9.53568983078003,0.0,0.0,62.61473727226257
5,0.015148743267571377,0.676151404850232,0.3086998518821966,482.63433837890625,3328334.75,9.362536430358887,0.0,0.0,65.47157382965088
6,0.023116722686292702,0.5113466633883917,0.4655366139253154,488.6077880859375,3286643.0,9.264594793319702,0.0,0.0,83.23654365539551
7,0.029794354122026755,0.7312488748234146,0.23895677105455865,479.2870788574219,3358002.0,9.197326421737671,0.0,0.0,67.32375931739807
8,0.0332128547804352,0.5631260404492641,0.40366110477030065,485.91156005859375,3316335.5,9.677577495574951,0.0,0.0,64.00134539604187
9,0.03467367103520335,0.1312388803193045,0.8340874486454921,501.4794006347656,3142330.0,9.022088050842285,0.0,0.0,59.28651738166809
10,0.041831841004007796,0.5105690052364452,0.44759915375954706,487.3851623535156,3309770.0,9.745738506317139,0.0,0.0,68.60096788406372
11,0.047736856843043206,0.4938631264619432,0.4584000166950136,487.63641357421875,3311478.75,9.20444107055664,0.0,0.0,62.982962131500244
12,0.049606884244722343,0.0929626952102888,0.857430420544989,501.90093994140625,3145590.25,9.355673789978027,0.0,0.0,59.62145185470581
13,0.05055375257818917,0.1076401302518604,0.8418061171699506,501.35894775390625,3154091.5,9.578400135040283,0.0,0.0,62.13438010215759
14,0.05192631614123412,0.6755561286894796,0.2725175551692862,480.0082702636719,3368920.0,10.406769514083862,0.0,0.0,66.31709265708923
15,0.05438636702430769,0.9375407694738411,0.008072863501851267,468.1497802734375,3408436.5,10.409320831298828,0.0,0.0,62.65456938743591
