,Carbon Dioxide,Nitrogen,Methane,Ethane,Propane,iButane,nButane,iPentane,nPentane,nHexane,nHeptane,Tc_NR,Vc_NR,Pc_NR
163,0.019236759,0.272438666,0.062704704,0.065139263,0.252130417,0.000766573,0.089492675,0.113842758,0.028972204,0.022103332,0.073172648,412.663208,0.000170386,12236814
164,0.019424795,0.296180069,0.017699854,0.00466702,0.088525909,0.011914033,0.097158366,0.072381625,0.1794299,0.115500101,0.097118327,458.1403809,0.000225684,10138815
165,0.019430685,0.130600049,0.004884214,0.057406134,0.054146604,0.121302665,0.252960901,0.077804741,0.115713799,0.13188713,0.033863077,444.9116821,0.000256426,6473892
166,0.019909323,0.043868895,0.065124251,0.187272914,0.007838618,0.074483034,0.084940258,0.125623056,0.215855982,0.026548723,0.148534945,456.2169495,0.000264806,6329317
167,0.019963054,0.25955676,0.141766379,0.115005534,0.081875557,0.065765966,2.15E-05,0.00369466,0.004503622,0.268245593,0.039601406,436.1863708,0.000177386,13747556
168,0.019996325,0.060605958,0.029425258,0.167866572,0.241030326,0.195619163,0.008341432,0.016985907,0.002100129,0.139992923,0.118036009,439.3360291,0.000236678,6894018
169,0.020084738,0.033707301,0.126805492,0.024410857,0.310151012,0.029903193,0.017118287,0.042555425,0.041869113,0.213305727,0.140088855,459.394043,0.000260113,6743221
170,0.020199889,0.053363866,0.061143136,0.028961531,0.026225651,0.107727138,0.121745204,0.267286306,0.078681362,0.080329882,0.154336035,467.3019409,0.000296581,5473566
171,0.020207762,0.042340932,0.103997655,0.224856606,0.015122058,0.029199114,0.079965518,0.043107261,0.040257755,0.329985768,0.07095957,460.947937,0.000258491,7029163
172,0.02037253,0.292983833,0.015622712,0.082969974,0.011905855,0.001847283,0.024509108,0.224694097,0.001127005,0.087161588,0.236806014,477.9319153,0.00024194,10224482
173,0.02053945,0.003167157,0.04736918,0.012817771,0.064469416,0.295523764,0.199725372,0.122710079,0.019711109,0.212399644,0.001567058,445.3948975,0.000289496,4611496
174,0.020818033,0.022795976,0.301035609,0.004102469,0.102240351,0.047708383,0.079247578,0.101155344,0.173649313,0.118170888,0.029076056,435.0782776,0.000220539,8198686
175,0.021325433,0.000171285,0.040921461,0.072255661,0.419924988,0.132112097,0.011183292,0.043255496,0.083995163,0.02437255,0.150482575,438.1165771,0.000250837,5683136
176,0.021485622,0.032215603,0.097552121,0.023546457,0.272847564,0.06344487,0.037508114,0.007132725,0.298749035,0.126394007,0.019123882,440.4045715,0.000254707,6017756
177,0.02165045,0.013085507,0.009707621,0.018335905,0.057619097,0.198961957,0.182275581,0.302375002,0.134491349,0.039571065,0.021926467,444.8805237,0.000298267,4283282
178,0.021912479,0.168964399,0.261868193,0.011601684,0.043901517,0.064863776,0.020606135,0.090002756,0.117237719,0.187769288,0.011272054,434.5601196,0.000192211,11519552
179,0.021981986,0.094587792,0.150059241,0.016039662,0.054300503,0.280431725,0.107222491,0.021063912,0.005932619,0.051399422,0.196980647,452.7445984,0.000239763,7979281
180,0.02204259,0.075821405,0.221923405,0.023930794,0.153553845,0.005912392,0.001578425,0.029963406,0.022778445,0.211796478,0.230698815,475.8092651,0.000255092,8482314
181,0.022059636,0.058525413,0.025657197,0.015264018,0.038879059,0.036234107,0.186556569,0.3565592,0.025663256,0.184563151,0.050038394,463.1607361,0.000303191,5015109
182,0.022081734,0.034455804,0.098728385,0.004267256,0.041107449,0.079104556,0.365565072,0.014141871,0.155312694,0.137564756,0.047670424,449.5329285,0.000272386,5623491
183,0.022146213,0.142698228,0.075478267,0.081173019,0.089179806,0.073635727,0.068568485,0.264093695,0.012322275,0.047344877,0.123359408,448.495697,0.000235709,8102938
184,0.022420982,0.099759015,0.155814684,0.051953264,0.100977147,0.062505707,0.032465851,0.079196013,0.315389168,0.05731818,0.02219999,435.7446594,0.000226928,7917344
185,0.022760325,0.005413094,0.221808913,0.010928721,0.031872133,0.069308558,0.290885147,0.079004448,0.220517952,0.028616068,0.018884641,430.7550354,0.000239903,6483334
186,0.022925375,0.058439039,0.200797714,0.03755626,0.139000722,0.021440578,0.061394255,0.148600121,0.025660352,0.058354483,0.225831102,463.1393738,0.00024681,8057903
187,0.023104172,0.216971403,0.079268033,0.029326123,0.327510965,0.092430698,0.069534862,0.075654311,0.035200062,0.014667248,0.036332123,397.3527527,0.000174569,10217946
188,0.023713823,0.003359587,0.050028442,0.09502068,0.058038756,0.017055085,0.125499707,0.077799085,0.095015952,0.220069444,0.234399439,484.2460327,0.00032621,4897306
189,0.023910255,0.013107217,0.069020435,0.074037012,0.163776935,0.016798843,0.484235557,0.022894644,0.013891782,0.025235886,0.093091434,431.8326721,0.000246743,5707218
190,0.023940782,0.342639572,0.044431197,0.02870105,0.194827921,0.039007277,0.016477008,0.059259526,0.122814661,0.059711692,0.068189314,425.3788452,0.000171471,13789348
191,0.024467697,0.019483704,0.160309031,0.003398633,0.049935702,0.204939942,0.203763726,0.095147186,0.133156486,0.067816505,0.037581387,436.1434937,0.000251925,6081148
192,0.024703766,0.1817833,0.136822385,0.224679596,0.000711807,0.087232058,0.005680213,0.177509188,0.00804675,0.114017264,0.038813674,418.9346008,0.000178857,11501832
193,0.02474704,0.012736931,0.101690708,0.054244326,0.359828206,0.030415166,0.008917115,0.096478191,0.081422081,0.061429982,0.168090255,449.3208313,0.000251827,6441763
194,0.024791402,0.05363604,0.165306215,0.003494449,0.229934858,0.015002716,0.16323158,0.011668429,0.252966246,0.056002697,0.023965367,428.1940613,0.000226639,7172199
195,0.024800548,0.107798982,0.160139994,0.006423376,0.041409532,0.096587443,0.098532918,0.03889689,0.035893831,0.248681591,0.140834894,469.85495,0.00026059,7824177
196,0.024946695,0.062599007,0.004371429,0.009890382,0.045179798,0.163949838,0.595928793,0.009330841,0.030105183,0.031488297,0.022209738,426.5534668,0.000261216,5077853
197,0.025013331,0.144249585,0.04108973,0.176050071,0.106330934,0.129001488,0.079503816,0.023814164,0.07627025,0.109297288,0.089379343,435.9725342,0.000215991,8628348
198,0.02504287,0.05867914,0.304121195,0.084034288,0.045959559,0.104335644,0.062232972,0.047024426,0.020334618,0.144067389,0.104167899,437.0326233,0.000199769,10268337
199,0.025137551,0.022038937,0.048455173,0.078577729,0.03473131,0.334389876,0.054339426,0.156259052,0.105402647,0.087552457,0.053115843,442.8242188,0.000273844,5223051
200,0.025199793,0.09644505,0.39892528,0.077697083,0.017906345,0.013511346,0.167065412,0.061096148,0.002705903,0.005080953,0.134366687,411.3632813,0.000154203,14209954
201,0.025225112,0.128401968,0.199275529,0.2131718,0.110470547,0.023749561,0.018458113,0.069827219,0.032464878,0.103692686,0.075262588,415.3908997,0.000170771,11821092
202,0.025278287,0.190983732,0.117967555,0.305090955,0.058657241,0.023241074,0.082492612,0.089974941,0.005084378,0.031965487,0.069263738,394.2685852,0.000151439,12755378
203,0.025606735,0.044373429,0.058604814,0.046132358,0.087015395,0.016465085,0.093704163,0.388323423,0.031882224,0.004222888,0.203669487,468.3778076,0.000294334,5557902
204,0.025835626,0.011817206,0.037413851,0.141289169,0.033738615,0.33038154,0.053809353,0.045009263,0.208967939,0.094172874,0.017564564,434.9950562,0.000265106,5200044
205,0.025910958,0.078887717,0.024116279,0.187408727,0.027979094,0.023207398,0.062224586,0.163647013,0.137579601,0.261858022,0.007180605,454.8947754,0.000266502,6332238
206,0.026109717,0.037979684,0.001412732,0.072249467,0.196660691,0.018844696,0.34053773,0.092429221,0.025080786,0.17149229,0.017202986,439.7652588,0.000266098,5264350
207,0.026233735,0.009875183,0.14206317,0.12243155,0.02811877,0.026041492,0.111619568,0.002471223,0.028728222,0.293955116,0.208461971,480.6101379,0.000293503,6241953
208,0.026259925,0.029177395,0.03645175,0.037433129,0.012783357,0.049335609,0.174889392,0.073856963,0.160244842,0.143893127,0.255674511,485.8232422,0.000333091,4790433
209,0.026421527,0.301731416,0.029375459,0.044044384,0.127153458,0.160911416,0.063237201,0.103259009,0.104218262,0.01417893,0.025468938,410.1889648,0.000179326,11292183
210,0.026617351,0.158957259,0.061047711,0.203190682,0.066883231,0.00574157,0.097983708,0.257048146,0.075134666,0.018954872,0.028440804,418.8046265,0.000200807,8936190
211,0.026753544,0.307892099,0.030131707,0.233532939,0.030487431,0.155695218,0.082807525,0.038235924,0.032832612,0.050998374,0.010632626,383.4032593,0.000147265,13298758
212,0.026791952,0.030186556,0.106018329,0.396150818,0.19083499,0.003682014,0.036055429,0.010861322,0.018861959,0.089482043,0.091074587,407.5433044,0.000181355,8850130
213,0.026846999,0.027636175,0.210815865,0.047652869,0.144919112,0.171089886,0.19505654,0.005080486,0.095590046,0.044304744,0.031007279,412.2543945,0.000209267,7409469
214,0.02685275,0.046348129,0.126829219,0.033693004,0.101052064,0.292792503,0.103809909,0.020299072,0.030615016,0.01198301,0.205725325,450.0264282,0.000249041,6929038
215,0.026942514,0.021244116,0.034281947,0.088330388,0.025128819,0.045683694,0.059618801,0.007711194,0.039183083,0.371229922,0.28064552,498.4072571,0.000353892,4686983
216,0.027019659,0.511511235,0.028705266,0.016809579,0.021795408,0.008213563,0.068479748,0.060740193,0.030682755,0.1519043,0.074138295,440.6459961,0.000150581,20716506
217,0.027155273,0.001794338,0.022999978,0.023682218,0.002715987,0.332627366,0.132370466,0.046457272,0.062398699,0.317810453,0.029987949,461.9090576,0.000314657,4348851
218,0.027201012,0.170760809,0.002502476,0.033729291,0.333113264,0.141243021,0.072443178,0.057427734,0.066974977,0.038899623,0.055704614,418.8589478,0.000210782,7973318
219,0.027233769,0.194246294,0.051741181,0.063975855,0.099580296,0.04077642,0.132773804,0.005360168,0.023975783,0.114360901,0.245975529,471.7337341,0.000246178,9013362
220,0.02724317,0.051343356,0.057629194,0.018261244,0.319728978,0.162743525,0.108719816,0.035119277,0.078998638,0.043356468,0.096856335,432.6061096,0.000240912,6274708
221,0.027280053,0.078002693,0.017838609,0.03525475,0.3897399,0.050894655,0.016417682,0.133647379,0.146804462,0.010229221,0.093890598,435.1382446,0.000242171,6394181
222,0.027322091,0.348352188,0.096076624,0.006353287,0.069135848,0.052679497,0.059043142,0.145943001,0.02546683,0.144871243,0.02475625,429.8896484,0.000172823,14324164
223,0.027529364,0.136890353,0.016149769,0.022284932,0.194451294,0.265300132,0.055398767,0.026647019,0.174361765,0.035454121,0.045532485,428.1779785,0.000233668,6947865
224,0.0276119,0.121377045,0.028156762,0.172405725,0.055968002,0.085522342,0.041645818,0.000735518,0.224074293,0.146130387,0.096372209,454.4151917,0.000247602,7494283
225,0.028173476,0.042470208,0.311657746,0.279698296,0.019900982,0.033337741,0.005137713,0.041948916,0.013248198,0.162187747,0.062238976,411.6210327,0.000165078,11946134
226,0.028365153,0.124883284,0.089828165,0.077934661,0.079029511,0.166802385,0.11285721,0.030794215,0.247969646,0.007987512,0.03354826,424.7650146,0.000219551,7769247
227,0.028473928,0.09874542,0.026988755,0.067286805,0.069606232,0.130488716,0.036606245,0.196688046,0.007221105,0.041769355,0.296125392,478.4000244,0.000292184,6335595
228,0.028537337,0.071907386,0.234129479,0.064404039,0.035405285,0.055641409,0.067267203,0.208848949,0.100604516,0.015121774,0.118132625,442.1334839,0.000219664,8837276
229,0.028541894,0.03139366,0.097018967,0.05790001,0.076149026,0.097152382,0.284811641,0.050452087,0.028305036,0.135983491,0.112291806,451.9402161,0.0002632,6136508
230,0.028547905,0.049374468,0.238479145,0.19982405,0.095025774,0.160755687,0.093562074,0.057988298,0.00054893,0.023378432,0.052515237,391.4989929,0.000171006,9401114
231,0.028634262,0.11379667,0.006547315,0.262994361,0.10365416,0.004529487,0.05872536,0.033568583,0.010428482,0.365623183,0.011498138,449.4267883,0.000236949,7798054
232,0.029447291,0.094619589,0.425567296,0.06354932,0.102032655,0.037414431,0.085033117,0.035127639,0.024707941,0.042994653,0.059506068,382.3053284,0.000134908,14622456
233,0.029565734,0.043533725,0.016813094,0.132138145,0.250152181,0.132377816,0.018827539,0.08636859,0.135007637,0.041830124,0.113385415,440.2296143,0.000249671,6119479
234,0.029620789,0.016334294,0.113985695,0.0681161,0.059409802,0.074927793,0.292211359,0.216767511,0.037349541,0.00713123,0.084145887,438.1065063,0.000252871,5960294
235,0.029681693,0.056277338,0.0248402,2.71E-05,0.090083924,0.152007159,0.021176862,0.225393254,0.155659548,0.175152074,0.069700862,464.2264404,0.000302774,5080837
236,0.029693113,0.0288001,0.033622682,0.166583825,0.036249589,0.082588836,0.032445007,0.06297233,0.013912387,0.245410937,0.267721195,485.7601624,0.000314049,5539849
237,0.029929521,0.125050299,0.084626609,0.028221838,0.021910491,0.01531497,0.275471054,0.16678095,0.015060018,0.220911661,0.016722589,450.7210388,0.000251234,7214285
238,0.030049789,0.034370513,0.014493655,0.134793551,0.040026488,0.361145674,0.008900487,0.150378123,0.129904194,0.08721069,0.008726837,432.1896973,0.000262983,5276812
239,0.030407446,0.118646287,0.086210358,0.158507331,0.01322471,0.130186238,0.069574608,0.168697835,0.013050065,0.015790238,0.195704883,452.6144714,0.000233234,8429534
240,0.030565638,0.017392828,0.00146619,0.074424384,0.011725219,0.073167544,0.187589665,0.160573483,0.18763327,0.154639053,0.100822728,467.5678711,0.000315572,4533399
241,0.030608889,0.15249002,0.1016197,0.441142179,0.016280403,0.012934559,0.061494968,0.081362336,0.008738867,0.086894516,0.006433564,376.2144165,0.000145757,11518136
242,0.030765467,0.000603875,0.183521057,0.172676316,0.176616662,0.186833941,0.019143233,0.080516453,0.03198717,0.11659501,0.000740814,406.208313,0.000204438,7217741
243,0.030907621,0.135300392,0.077824774,0.101980416,0.006213618,0.061478462,0.166609681,0.028407617,0.00459835,0.035710327,0.350968741,481.5159607,0.000268001,8014965
244,0.031116293,0.112867021,0.042077313,0.075996153,0.034061745,0.100478834,0.031459065,0.065500026,0.123910507,0.288302576,0.094230468,471.3084717,0.000281825,6595558
245,0.031451003,0.038993058,0.100358096,0.00909523,0.047732158,0.020302138,0.197215161,0.108985126,0.15318425,0.179582511,0.113101269,468.1983337,0.000292271,5690213
246,0.031473687,0.027219518,0.006417724,0.133372888,0.006808838,0.309697891,0.08627494,0.120981323,0.020742387,0.036474838,0.220535966,461.8222961,0.000287951,5364500
247,0.031476382,0.010037538,0.208346604,0.128461428,0.171983683,0.025738197,0.096592439,0.144204117,0.073832058,0.066574641,0.042752911,420.2567139,0.000209788,7707866
248,0.031521496,0.052328195,0.073777659,0.157519835,0.135317433,0.081749582,0.166742692,0.21011947,0.025605048,0.014264942,0.051053647,421.6985168,0.000225666,6722501
249,0.031553048,0.261300271,0.014196137,0.006771794,0.007859336,0.01518416,0.099747873,0.26654079,0.114163058,0.070836393,0.11184714,463.0074768,0.000245339,8834990
250,0.031751751,0.124727546,0.046700961,0.12792155,0.371106083,0.008993452,0.032220327,0.008669435,0.066554604,0.000446939,0.180907353,432.6153564,0.000204485,9040949
251,0.031893317,0.076708458,0.140404471,0.01443537,0.064225002,0.130285222,0.068895416,0.20084046,0.10865787,0.059852832,0.103801582,450.6152649,0.000250788,7122544
252,0.031922684,0.180257349,0.081132283,0.038047898,0.011208376,0.107313858,0.060635219,0.175562804,0.015512146,0.274862025,0.02354536,456.4253235,0.000243405,8367745
253,0.031938996,0.030724445,0.058769517,0.097860155,0.125753332,0.196590989,0.023534874,0.193254169,0.001334532,0.022320279,0.217918712,458.8190918,0.000271288,6056027
254,0.03198487,0.205528151,0.008179739,0.064809833,0.04039769,0.056233527,0.069719165,0.075591287,0.016454378,0.346301412,0.084799947,472.9390869,0.000264305,7975862
255,0.03231766,0.057513632,0.000471237,0.204878221,0.140537534,0.151128414,0.119484167,0.062679226,0.083774458,0.002008802,0.145206647,437.8615417,0.000240251,6525393
256,0.032473054,0.045939196,0.071346687,0.063947861,0.049556878,0.383526183,0.014054004,0.173551343,0.048228192,0.021947109,0.095429493,438.0370178,0.000254891,6010601
257,0.032562556,0.211087873,0.049778476,0.070244127,0.096979217,0.034781338,0.007190751,0.15612224,0.08963028,0.043754886,0.207868257,465.1719055,0.000236921,9374511
258,0.03288078,0.081971341,0.227578814,0.030912378,0.085492283,0.073864494,0.123812435,0.062802712,0.108615732,0.104144111,0.06792492,435.9988403,0.000212773,8986282
259,0.032968996,0.370696873,0.118547947,0.070999754,0.073317519,0.023672122,0.018391314,0.007026145,0.175949938,0.023296049,0.085133343,416.1483154,0.000144014,18264978
260,0.033080667,0.048332413,0.020574889,0.021966394,0.155416782,0.160997248,0.04051015,0.030560602,0.049093558,0.397022356,0.042444941,467.7082825,0.000300685,5261467
261,0.0331637,0.11954676,0.122546499,0.06132414,0.079105468,0.288319394,0.025851255,0.116515352,0.040360341,0.020599331,0.09266776,427.5913086,0.00021349,8423271
262,0.033451969,0.170533545,0.112121066,0.010373516,0.00097111,0.05747099,0.263669114,0.045698831,0.23121564,0.030384933,0.044109285,436.988678,0.000221957,8594525
263,0.034201335,0.068306848,0.066070701,0.218274101,0.078757184,0.022797688,0.361775582,0.017104784,0.104123997,0.021916241,0.00667154,405.0913696,0.000207695,7008375
264,0.03422273,0.068210811,0.052395398,0.003305769,0.016482386,0.084237153,0.128167368,0.015597516,0.059068256,0.054666501,0.483646114,503.4736023,0.000346701,5309358
265,0.034275652,0.00569974,0.072811556,0.057588597,0.08915292,0.054298936,0.143152138,0.011295184,0.077124396,0.063766959,0.390833922,489.802063,0.000324024,5261086
266,0.034331417,0.00087505,0.094248676,0.176397315,0.13516154,0.020000665,0.245983754,0.004826704,0.086475588,0.105990374,0.095708918,439.0382996,0.000241005,6430442
267,0.034436683,0.01211986,0.018538376,0.134900934,0.386241058,0.117999483,0.038361527,0.112746046,0.112556244,0.019336225,0.012763565,408.8855286,0.000232046,5425462
268,0.034476695,0.196868231,0.136298593,0.131052715,0.117522795,0.016081787,0.006268571,0.047720296,0.030285228,0.19107516,0.092349928,441.9299316,0.000192392,11871557
269,0.034572279,0.098994416,0.029710433,0.184785188,0.021397887,0.132527693,0.135480837,0.030195851,0.024155565,0.290949672,0.017230178,446.7020569,0.000244714,7158938
270,0.034824799,0.266107779,0.085172402,0.047023482,0.091217785,0.089639437,0.020181723,0.158663856,0.125553106,0.075437591,0.006178039,420.940094,0.000185675,11353810
271,0.035008551,0.201357906,0.031838274,0.002153358,0.143586598,0.101528226,0.023218442,0.164428105,0.123223148,0.10970142,0.063955972,448.1496887,0.000235467,8340650
272,0.035190967,0.010220819,0.152923786,0.034400853,0.12490968,0.027911349,0.057762287,0.0134745,0.079726749,0.015702736,0.447776273,492.9354248,0.00030972,6159405
273,0.035278876,0.011794406,0.206926808,0.094442745,0.193681433,0.209625029,0.045436487,0.083497759,0.021529185,0.045864335,0.051922936,409.5993652,0.00020308,7582161
274,0.035311405,0.051819598,0.023989135,0.070516483,0.208756224,0.089053259,0.070294026,0.037790426,0.01387659,0.088405675,0.310187178,476.6237793,0.000291595,6017630
275,0.035371306,0.146132209,0.048701633,0.088958909,0.04726298,0.285205942,0.014375186,0.034359509,0.071325865,0.063311181,0.164995279,451.089325,0.000237314,8142282
276,0.035380634,0.097786979,0.025526607,0.045934784,0.135742712,0.227389258,0.009285591,0.208125566,0.196869434,0.01011337,0.007845064,428.4259644,0.000247785,6130847
277,0.035397026,0.106229099,0.104167472,0.166942523,0.068106415,0.122927567,0.05442981,0.015630806,0.008034383,0.236264719,0.08187018,446.4569092,0.000224149,8682537
278,0.03545424,0.000303068,0.080245575,0.12223321,0.000444368,0.019012645,0.127522713,0.394649155,0.009425171,0.060691239,0.150018615,463.2220459,0.000290111,5389726
279,0.035461273,0.022808231,0.076239671,0.175283893,0.064184175,0.196351965,0.036764572,0.122896773,0.055667386,0.086584995,0.127757066,446.8028259,0.000252037,6436573
280,0.035523793,0.006319931,0.001839036,0.020109841,0.041155456,0.094945435,0.094436255,0.507442824,0.005012884,0.144160778,0.049053768,462.6351013,0.000322798,4121621
281,0.035650288,0.08510846,0.050072689,0.06177439,0.145317276,0.000146406,0.159586727,0.03319398,0.174795127,0.082942809,0.171411848,462.8171082,0.000266535,6688418
282,0.035782849,0.149564619,0.110859816,0.234449791,0.009239834,0.002998441,0.007768506,0.135068188,0.076677839,0.146414846,0.091175272,444.2563477,0.000207161,10225823
283,0.035825199,0.026530339,0.028313801,0.002019323,0.130621095,0.144783354,0.058833834,0.011947593,0.204974569,0.21388279,0.142268104,473.1236877,0.000314132,4887851
284,0.036078596,0.055587782,0.124899681,0.060483992,0.314089603,0.071166919,0.032670806,0.027129936,0.008075277,0.260395483,0.009421923,431.586792,0.000222602,7554446
285,0.036163887,0.006947067,0.022282135,0.001292902,0.148577441,0.126574755,0.040580954,0.038020266,0.170427767,0.302845014,0.106287811,474.8540039,0.0003253,4502009
286,0.036327669,0.074893986,0.217849579,0.010036823,0.103068535,0.104558142,0.051050233,0.11864243,0.035051118,0.022328515,0.22619297,458.219635,0.000234695,8719560
287,0.036431635,0.094447077,0.040256681,0.103348479,0.064474614,0.203160362,0.070287776,0.006364059,0.031970286,0.010675188,0.338583843,474.6289978,0.000273955,7028190
288,0.036515064,0.100605057,0.115260267,0.09129859,0.038583933,0.086445728,0.078553557,0.227085591,0.041298244,0.10075312,0.083600849,446.6163025,0.000237107,7809744
289,0.036776057,0.064008858,0.265570551,0.259585913,0.072956372,0.005178544,0.048340686,0.012287276,0.031835588,0.173797534,0.02966262,405.4749146,0.000163497,11567020
290,0.036933717,0.055664942,0.130792274,0.159608234,0.009014066,0.056958234,0.051492391,0.287031355,0.126292226,0.007740705,0.078471856,438.9761353,0.000234348,7359096
291,0.036999798,0.019884134,0.263151242,0.099536799,0.137336981,0.041541802,0.052434598,0.139732046,0.039609968,0.153915963,0.015856671,422.5594177,0.00020312,8611196
292,0.037047476,0.16003385,0.047037915,0.023653362,0.098276027,0.001622407,0.012397252,0.17702534,0.151207593,0.104200704,0.187498073,474.358429,0.000271564,7466286
293,0.037149002,0.018435186,0.038043811,0.137128219,0.105167523,0.095301189,0.278793849,0.127098027,0.08637227,0.075016477,0.001494446,425.532196,0.000249568,5452692
294,0.037241866,0.010585337,0.091919651,0.038607688,0.400762924,0.175957873,0.017862193,0.056030698,0.03973479,0.003043957,0.128253023,425.8916626,0.00022943,6382230
295,0.037262442,0.028404199,0.338711831,0.083978024,0.037116162,0.270472138,0.072230941,0.057038124,0.025665543,0.025582337,0.023538259,388.3798523,0.000172268,9384640
296,0.037311791,0.034853257,0.125494199,0.032781387,0.059229674,0.139729578,0.237705438,0.023330359,0.013228336,0.189663863,0.106672118,454.7462769,0.000261844,6457127
297,0.037543648,0.132842295,0.012424274,0.119497776,0.308623662,0.056189593,0.092176564,0.12077233,0.059197917,0.020698713,0.040033229,411.0945129,0.000205046,7736796
298,0.037558429,0.093436011,0.345237884,0.041129372,0.103417127,0.043031858,0.076471525,0.011257185,0.0346418,0.04617755,0.167641259,431.45755,0.000175939,12775162
299,0.037560188,0.040593874,0.006387299,0.018903476,0.001799763,0.602018872,0.2512642,0.021402864,0.002065166,0.013393583,0.004610715,412.5073242,0.000261865,4657128
300,0.037748362,0.01280057,0.319706708,0.113868494,0.088218366,0.106874715,0.081863712,0.016164123,0.090468725,0.039921423,0.092364802,415.4855652,0.00018443,9801110
301,0.037882599,0.09435559,0.317689153,0.144915399,0.124503443,0.022350549,0.03233635,0.178605172,0.020566707,0.009333813,0.017461225,375.9493408,0.000146706,11718468
302,0.03822284,0.00453152,0.054175262,0.137293633,0.184761182,0.003951883,0.442999371,0.059803848,0.001543957,0.006407458,0.066309046,419.4179382,0.000233627,5732738
303,0.038355517,0.007814993,0.074466893,0.007680349,0.064048238,0.107587086,0.001935504,0.172081526,0.180482787,0.221083975,0.124463134,475.5855408,0.000319639,4850640
304,0.038405913,0.120360865,0.150651849,0.141123442,0.150633153,0.14185382,0.006612544,0.004544013,0.205850457,0.002450994,0.03751295,403.683075,0.000181928,9529470
305,0.038754452,0.057419879,0.067969389,0.121323432,0.118847534,0.072230788,0.291719078,0.062184983,0.027168329,0.131447878,0.010934259,425.4591675,0.000230625,6629840
306,0.038849298,0.051570194,0.074902215,0.143007125,0.371456683,0.103633382,0.065644706,0.09848268,0.003542879,0.011642327,0.037268511,395.8700867,0.000198865,6943018
307,0.038849774,0.00938038,0.028839708,0.011533472,0.039685047,0.049979835,0.355001167,0.056460683,0.208163093,0.04358757,0.158519271,464.8193054,0.000306655,4673128
308,0.039209423,0.139609489,0.114826427,0.096025225,0.173576583,0.236529356,0.041268583,0.006836505,0.054484537,0.026438253,0.071195618,408.5316772,0.000186625,9433232
309,0.039619898,0.040993322,0.054169243,0.270628729,0.083964739,0.053144495,0.083865329,0.02505499,0.086415723,0.104649185,0.157494346,448.8113098,0.00023851,7317472
310,0.039648268,0.016766365,0.094572286,0.114531906,0.239920333,0.124604306,0.006264052,0.118127872,0.020107221,0.141702653,0.083754737,439.004303,0.000240954,6588134
311,0.039858028,0.054125219,0.502698396,0.012984373,0.006142955,0.075804904,0.106968721,0.066763333,0.016537351,0.06292465,0.05519207,394.076416,0.000144099,14240420
312,0.039871458,0.035348156,0.138611855,0.159819547,0.17172951,0.083836523,0.119651008,0.00629714,0.020061093,0.075306066,0.149467644,436.178833,0.000217277,8063713
313,0.039924332,0.060924314,0.068026901,0.03681231,0.117200469,0.032037643,0.078490874,0.238538116,0.154281215,0.15569392,0.018069906,450.7305603,0.000269153,5987476
314,0.040021793,0.160058095,0.003103436,0.060713457,0.046623776,0.090655409,0.30504922,0.191661775,0.016734835,0.033555992,0.051822212,433.6351318,0.00023426,7285624
315,0.040170652,0.079721666,0.093179535,0.046249762,0.086542857,0.043271682,0.033145094,0.048186116,0.43348602,0.007169839,0.088876776,452.9460449,0.000258611,6719409
316,0.04021928,0.33952708,0.000695856,0.021009119,0.036036434,0.019448856,0.061320551,0.270463769,0.142963875,0.006071279,0.062243902,441.4282837,0.000202951,11303828
317,0.0402408,0.278702835,0.025562431,0.119117406,0.083148216,0.02246562,0.06764607,0.050779839,0.235856393,0.046654821,0.029825569,424.3658142,0.000185809,11426759
318,0.040295202,0.172101812,0.032098004,0.02766943,0.062690184,0.049568805,0.417172244,0.013706753,0.085785937,0.084050604,0.014861025,427.7839355,0.000222368,7810267
319,0.040359876,0.02813578,0.030472712,0.225601162,0.082731945,0.118224875,0.069845828,0.114529703,0.090916293,0.11112982,0.088052007,443.018219,0.000250212,6260551
320,0.040361599,0.277095984,0.008451763,0.146392394,0.001952476,0.087843752,0.148708267,0.130908216,0.051191632,0.0881595,0.018934417,421.4740601,0.000187589,11018758
321,0.040722632,0.148809201,0.039815851,0.022479573,0.204669649,0.003905586,0.106478249,0.055288476,0.120395459,0.161396243,0.09603908,454.8891907,0.000245024,7784260
322,0.040799674,0.133409412,0.239934339,0.023287638,0.064273973,0.132448948,0.042955924,0.05323261,0.148654851,0.054705943,0.066296689,426.1807556,0.000190701,10691666
323,0.040816766,0.071584353,0.026983049,0.09947623,0.001185681,0.023040907,0.136477381,0.307444324,0.063018879,0.103376133,0.126596297,464.895752,0.000285652,5871087
324,0.041076478,0.027751597,0.081517071,0.259388441,0.315372889,0.001439439,0.119918163,0.006124173,0.080572229,0.037332345,0.029507175,393.8771362,0.00019025,7198150
325,0.041178299,0.004661711,0.039215026,0.06966455,0.094948188,0.005124051,0.109262667,0.270157646,0.044836559,0.181939647,0.139011657,470.9322815,0.000309078,4926602
326,0.041277689,0.117949342,0.129086659,0.025000174,0.066000752,0.080397901,0.175896496,0.016463591,0.085559352,0.171314229,0.091053813,452.079895,0.000236937,8211134
327,0.041582972,0.029755679,0.042628008,0.13626775,0.028532661,0.003857902,0.022165463,0.061849524,0.015059871,0.444091223,0.174208949,490.4526978,0.00032737,5309544
