,Carbon Dioxide,Nitrogen,Methane,Ethane,Propane,iButane,nButane,iPentane,nPentane,nHexane,nHeptane,Tc_NR,Vc_NR,Pc_NR
47,0.005230611,0.136246757,0.083001036,0.003762543,0.072062162,0.233026372,0.222893809,0.002348038,0.041179478,0.108204233,0.092044961,443.6512146,0.000240153,7471324
48,0.005315008,0.009609083,0.160156143,0.083379261,0.028049336,0.003404725,0.104396772,0.047327434,0.061354487,0.164318063,0.332689687,491.0539246,0.000314271,5881929
49,0.005549147,0.130633774,0.187162793,0.005207438,0.022888668,0.088804389,0.010320186,0.214333919,0.214443561,0.014015761,0.106640364,452.4793701,0.00023827,8382384
50,0.00556042,0.005582326,0.013516581,0.059121564,0.010367237,0.101224381,0.136473657,0.035475978,0.179327694,0.253223288,0.200126874,485.969696,0.000350361,4128204
51,0.005570009,0.19219467,0.131138968,0.037525926,0.282166843,0.095370826,0.030477606,0.076810643,0.115552318,0.007037043,0.026155147,400.4979858,0.000178227,10081796
52,0.005782465,0.134932099,0.044123439,0.156243537,0.217815001,0.034900313,0.196724995,0.010791039,0.094560367,0.063936976,0.040189769,416.8656616,0.000205021,8111536
53,0.005794963,0.02723374,0.160295924,0.135198377,0.23964902,0.054103153,0.001716143,0.248302019,0.10227449,0.016995533,0.008436637,411.9303284,0.00021547,6921205
54,0.006199018,0.009702057,0.157234427,0.054504576,0.248417288,0.081955158,0.082770178,0.184496235,0.072679593,0.074850047,0.027191425,426.708313,0.000236244,6313225
55,0.006252749,0.380631784,0.074533834,0.023071234,0.229815414,0.016275588,0.078854074,0.075623345,0.018046349,0.06654938,0.03034625,398.0979004,0.000143297,16192608
56,0.006292456,0.168281992,0.034271296,0.00328282,0.020331987,0.091775237,0.083122718,0.027645521,0.273988441,0.167278588,0.123728945,473.6533508,0.000284893,6735202
57,0.00684058,0.253592417,0.030314234,0.066696167,0.121885262,0.235994589,0.047269567,0.012738006,0.170387075,0.024092842,0.030189261,415.5387573,0.000194547,9801159
58,0.007060485,0.049560601,0.40679065,0.065655825,0.007289823,0.03067452,0.025091419,0.060956742,0.095279982,0.096396803,0.155243149,447.1060486,0.000198232,11425562
59,0.007204827,0.295558576,0.000197473,0.036460007,0.027007045,0.087294381,0.099439882,0.079805478,0.275270276,0.036283422,0.055478633,445.4075928,0.000221402,9628621
60,0.007206575,0.05696995,0.038513554,0.073776349,0.127678458,0.060642245,0.047281882,0.131478528,0.297333577,0.003364497,0.155754384,461.7980957,0.000285114,5625922
61,0.007365884,0.346812397,0.020519155,0.07611255,0.148436427,0.026249673,0.190998902,0.018713093,0.017494036,0.019525348,0.127772535,426.3584595,0.000170012,13938852
62,0.007372135,0.178964517,0.026295917,0.039356594,0.312923365,0.076573752,0.031692127,0.048733201,0.024096435,0.225925499,0.028066457,437.9273071,0.000223067,8358257
63,0.007440293,0.096898938,0.033155611,0.081924793,0.225745855,0.028593259,0.076833893,0.008918219,0.063407435,0.301689774,0.075391928,460.7172546,0.000265924,6644369
64,0.007461054,0.00393366,0.060033705,0.184039158,0.019729248,0.203724027,0.01946275,0.013851029,0.276565667,0.160187948,0.051011753,451.4858093,0.00027723,5371337
65,0.007504742,0.208292811,0.138796698,0.067288263,0.076148341,0.095927528,0.028156498,0.115741394,0.007048163,0.176711193,0.078384369,445.0733948,0.000206562,10753297
66,0.007524342,0.077113538,0.022219766,0.112492098,0.011001074,0.087716903,0.079895729,0.278455075,0.030709405,0.270889157,0.021982914,461.4248352,0.000289184,5597594
67,0.007552303,0.049875488,0.180462893,0.08195327,0.152742801,0.032128335,0.006882723,0.011749356,0.069863636,0.010206013,0.396583181,483.1947632,0.000273284,7603895
68,0.007610543,0.206833639,0.088657567,0.115920638,0.114411356,0.005358236,0.123653635,0.016547953,0.033219435,0.001549546,0.286237452,463.7494507,0.000220274,10620648
69,0.007619895,0.007272587,0.236563162,0.129490122,0.093728177,0.261781516,0.073299341,0.05596924,0.103681753,0.013871404,0.016722805,401.0670776,0.0002028,7261949
70,0.007724074,0.222500093,0.036549246,0.370257818,0.139610173,0.004100394,0.045873842,0.059303273,0.070483555,0.024616462,0.01898107,375.4559021,0.00014733,11578154
71,0.007882784,0.00068337,0.004038418,0.30294236,0.155100883,0.034554986,0.062423739,0.268793577,0.045343014,0.043592444,0.074644425,433.7305298,0.000249873,5579184
72,0.007884425,0.029386983,0.048520479,0.082919935,0.046523989,0.179053347,0.006093861,0.07682006,0.157754084,0.342674256,0.02236858,465.9368286,0.00030398,5051492
73,0.007888368,0.147959496,0.107174232,0.128864423,0.071557367,0.018765631,0.131134588,0.019062703,0.262615864,0.049697966,0.055279363,434.8945007,0.000214493,8838746
74,0.00794319,0.054310273,0.022825724,0.141674868,0.095714468,0.310182553,0.070171037,0.019276665,0.031656699,0.238865077,0.007379444,438.1051025,0.000256775,5832988
75,0.008102138,0.225002038,0.341633044,0.050497578,0.080827993,0.023550677,0.025064432,0.113405185,0.029770239,0.074487884,0.027658792,388.4111938,0.000131429,17279584
76,0.008583868,0.026683667,0.323177197,0.04163676,0.00092988,0.274602175,0.018959524,0.178818653,0.031438794,0.026651817,0.068517666,421.9880371,0.000205618,8652486
77,0.008609196,0.195507611,0.010309907,0.014383868,0.025206014,0.089261807,0.153422567,0.062843152,0.031430727,0.387329436,0.021695715,469.3737488,0.000275374,7098818
78,0.009200713,0.372939424,0.02246913,0.027811546,0.007301396,0.130516044,0.166637492,0.085911858,0.144482053,0.028005864,0.004724479,415.9686584,0.000177492,12468630
79,0.009215764,0.019405142,0.01226395,0.103995637,0.060322899,0.015764802,0.144196661,0.233868157,0.279204807,0.042781933,0.078980247,458.1163635,0.000300731,4677463
80,0.009283719,0.048094196,0.101094247,0.070198977,0.071777561,0.077372783,0.205737516,0.075793714,0.016434953,0.038140063,0.286072269,472.278595,0.000281323,6369409
81,0.009534845,0.151801655,0.079464543,0.00356396,0.047142466,0.145532714,0.252653424,0.031514308,0.037053675,0.126260634,0.115477777,453.6282654,0.000247036,7678466
82,0.00956747,0.093037232,0.123011832,0.114981084,0.153391486,0.038289485,0.05491614,0.048178523,0.125854609,0.003584126,0.235188012,458.3302612,0.000239246,8226339
83,0.009576304,0.276590866,0.033111703,0.209304969,0.055387174,0.032520486,0.126940095,0.07264804,0.112139232,0.008129017,0.063652113,412.995636,0.000171019,12189562
84,0.009640464,0.134228926,0.061641775,0.275192915,0.05117261,0.126659265,0.009825251,0.02882873,0.161566183,0.063063912,0.078179968,427.5433655,0.000203741,9060379
85,0.010076078,0.144216777,0.323231768,0.030203733,0.014832319,0.113683486,0.197778432,0.00726045,0.084589282,0.061295663,0.012832013,398.7112122,0.00016224,12071482
86,0.010098345,0.056421093,0.053789048,0.052259816,0.045135354,0.278205481,0.234252453,0.057159908,0.070361755,0.102011217,0.040305531,437.5501709,0.000260882,5662293
87,0.01031856,0.081540284,0.036939085,0.196670553,0.056670115,0.031113401,0.012831339,0.059281335,4.74E-05,0.032805317,0.481782644,497.1679993,0.00030993,6491058
88,0.010341887,0.20540553,0.200153752,0.055053194,0.086252296,0.038496345,0.040514229,0.218884381,0.018031222,0.08573199,0.041135173,423.6264343,0.000181496,11882610
89,0.010712732,0.035451936,0.012639605,0.05015654,0.041190937,0.265515324,0.166010622,0.249408454,0.001763549,0.075255434,0.091894866,451.0887146,0.000290349,4849761
90,0.010738935,0.053871698,0.02470902,0.022899423,0.066503323,0.07027902,0.410449283,0.001367019,0.003153841,0.195363774,0.140664664,465.4539185,0.000295128,5281122
91,0.010804915,0.042716706,0.078121075,0.016863159,0.082833111,0.034094631,0.153499374,0.023092103,0.306203793,0.092028479,0.159742653,470.6220398,0.000299656,5432600
92,0.010816346,0.067487777,0.127721536,0.007618369,0.182323886,0.144540223,0.069228915,0.095551349,0.096921073,0.078393165,0.119397361,448.4839172,0.000249524,6923598
93,0.010866757,0.078030406,0.34787775,0.055011463,0.075196948,0.00280122,0.005987776,0.041314016,0.061535505,0.198886787,0.122491372,451.7421265,0.000205131,11109530
94,0.011001558,0.216851474,0.146762588,0.019564142,0.027381326,0.075771614,0.227819961,0.079080796,0.120109466,0.055028748,0.020628328,422.8522949,0.000194249,10364060
95,0.011072123,0.084397135,0.083201502,0.019090622,0.057060434,0.080206834,0.132366963,0.030322823,0.224306746,0.263145236,0.014829583,460.1643982,0.000278606,6101162
96,0.011340025,0.024721799,0.141715267,0.009763148,0.002432463,0.248898135,0.00588989,0.004154342,0.360496595,0.1633535,0.027234835,455.7583008,0.000282835,5602371
97,0.011385607,0.007829173,0.201768875,0.192270416,0.075260047,0.003328223,0.13689895,0.186789687,0.142713064,0.014673922,0.027082036,418.2826538,0.00021376,7333865
98,0.011389555,0.141830537,0.067583837,0.217806932,0.003895666,0.042676136,0.129112697,0.201439628,0.173776698,0.007154897,0.003333419,417.995636,0.000209415,8176203
99,0.011446089,0.107658864,0.064164699,0.213316653,0.126046159,0.041927829,0.005582551,0.156187225,0.007029401,0.175209162,0.091431368,446.2687073,0.00022995,8135699
100,0.011541281,0.033963878,0.007897675,0.082595423,0.009801532,0.323275423,0.064673646,0.111721952,0.10244859,0.087038403,0.165042195,463.3939819,0.000301498,4932657
101,0.011553009,0.147962935,0.020203711,0.013649068,0.135640821,0.024790284,0.103725549,0.016621698,0.235990264,0.25502261,0.034840051,462.8604431,0.000273266,6626345
102,0.011679659,0.032903342,0.127723702,0.022790022,0.011349019,0.047635295,0.087039002,0.236854781,0.169780281,0.088069204,0.164175693,472.2719116,0.000299225,5630386
103,0.011724881,0.134320989,0.08616702,0.098342301,0.277102643,0.00623984,0.051892477,0.117660936,0.114362979,0.070373299,0.031812634,421.0885315,0.000205706,8479805
104,0.011824361,0.009630093,0.070002232,0.03032416,0.050635169,0.046913284,0.102287844,0.008156722,0.153575246,0.060589796,0.456061094,501.2596741,0.000358535,4619115
105,0.012115321,0.164028617,0.088628007,0.100101247,0.20211228,0.006671478,0.178751542,0.046323696,0.072410446,0.088425733,0.040431634,421.0390625,0.000197887,9279150
106,0.012143258,0.24990904,0.148934535,0.124046701,0.030371329,0.125778374,0.077105194,0.036622478,0.075524566,0.056562415,0.063002111,413.6625977,0.000165102,13298514
107,0.012154196,0.121061883,0.264358812,0.091725329,0.133592463,0.030113734,0.191172921,0.079483584,0.035180189,0.036192613,0.004964275,387.448761,0.000163117,10602544
108,0.012231407,0.070174561,0.095975878,0.089929042,0.293526386,0.021702687,0.267874656,0.000232993,0.083531161,0.027304059,0.037517169,409.9046631,0.00020943,7103148
109,0.012264325,0.005278948,0.033051932,0.071161056,0.170469944,0.119808242,0.283440591,0.127174892,0.088794457,0.066274655,0.022280957,432.4658813,0.000267763,4834520
110,0.012284146,0.087982735,0.363558661,0.025082839,0.217789898,0.039705497,0.025989625,0.008347715,0.017722746,0.193945628,0.00759051,405.0242004,0.000162255,12206030
111,0.012345456,0.07095934,0.279104922,0.004325982,0.035737229,0.077594198,0.131655264,0.036872082,0.067307808,0.000298652,0.283799067,467.0127563,0.000239048,9066588
112,0.012466119,0.046748501,0.071137919,0.354090511,0.119420765,0.047883912,0.064100411,0.029398489,0.060037006,0.046863226,0.147853139,430.4376221,0.000209394,8161457
113,0.012640176,0.027352386,0.002125922,0.124778886,0.065739021,0.065084685,0.089589958,0.029324373,0.184485132,0.19913792,0.199741541,479.3487244,0.000320632,4879364
114,0.012764892,0.168009558,0.07525935,0.26908344,0.056333536,0.075655905,0.096143565,0.103461903,0.013712629,0.024758589,0.104816633,418.6231995,0.000183703,10498460
115,0.012797098,0.034630474,0.225813916,0.021019521,0.010536802,0.043156314,0.262115586,0.023384826,0.030453884,0.074263784,0.261827795,471.4199219,0.000265312,7343367
116,0.012812973,0.043625438,0.092884673,0.018526313,0.017374435,0.118348102,0.018093521,0.151712118,0.018292998,0.484636393,0.023693036,478.1366577,0.000317706,5228484
117,0.012874914,0.105151509,0.124702698,0.202503154,0.13849565,0.018751693,0.294970209,0.01144594,0.0249082,0.030738393,0.03545764,397.9336853,0.000182272,8761920
118,0.013255397,0.199098634,0.126725746,0.098217154,0.168991932,0.050761271,0.010784355,0.018187571,0.19953798,0.067399335,0.047040625,422.3076172,0.000185899,10941982
119,0.013371277,0.009114635,0.05640031,0.065131366,0.2028751,0.110112264,0.088128892,0.008284816,0.082507408,0.277395898,0.086678033,461.2615356,0.000288247,5294168
120,0.013602355,0.025045279,0.372572867,0.070118915,0.001073828,0.100693742,0.10610678,0.05893265,0.034687816,0.046612939,0.170552827,440.8121338,0.000201611,10311583
121,0.013768165,0.050936241,0.252609464,0.029140734,0.076382292,0.137497334,0.188710504,0.074982744,0.02146553,0.08444071,0.070066282,428.8406677,0.000212348,8406634
122,0.013857299,0.290615962,0.168933789,0.159798936,0.064154764,0.11748419,0.010458533,0.070948511,0.058760165,0.005318945,0.039668905,376.9315796,0.000130943,15976756
123,0.014215446,0.128166683,0.159338428,0.282711832,0.03027295,0.000475474,0.008281049,0.040208503,0.090987968,0.037640716,0.207700951,446.3210449,0.000197345,11272112
124,0.014228229,0.018272973,0.005326496,0.080473422,0.028613535,0.103339582,0.282633438,0.127395521,0.022269511,0.146461921,0.170985373,469.2622375,0.000311796,4687345
125,0.014247039,0.070324407,0.049571231,0.250575063,0.023896106,0.178111978,0.301049749,0.014697913,0.031581178,0.050779032,0.015166304,406.8903809,0.000212828,6784732
126,0.014380889,0.035478375,0.064853177,0.116355942,0.091092556,0.189653208,0.086024056,0.090664816,0.189501726,0.078525016,0.04347024,438.8226013,0.000257347,5817832
127,0.014434538,0.080799799,0.074026424,0.141679114,0.03552971,0.032846304,0.216230045,0.082591052,0.012167419,0.101945154,0.207750439,464.8625793,0.00026246,7057426
128,0.014554268,0.009299844,0.056345422,0.161738671,0.443052103,0.119041238,0.047332824,0.006063958,0.021954208,0.038177605,0.082439859,410.0828552,0.000214448,6261068
129,0.014749108,0.14887223,0.052348109,0.042441369,0.004160541,0.031652449,0.045092608,0.319460057,0.181494398,0.158777502,0.000951629,456.1917114,0.000267332,6757459
130,0.014854148,0.012474131,0.001033094,0.156321318,0.073103084,0.016074327,0.241929637,0.409137688,0.01347724,0.043113786,0.018481547,438.1764526,0.000276791,4755496
131,0.014976095,0.027906278,0.160050172,0.10411729,0.0087551,0.176849784,0.001542448,0.173342887,0.098721514,0.068178839,0.165559592,459.1674805,0.000262905,6730900
132,0.014999579,0.046976308,0.024171506,0.072735461,0.125184896,0.145315365,0.119551392,0.12125931,0.146645429,0.108517038,0.074643715,450.7263489,0.000276952,5420333
133,0.015036792,0.138535367,0.025735511,0.054249071,0.215188277,0.043180392,0.105402606,0.106987507,0.035445861,0.194087104,0.066151512,449.8401489,0.000246663,7310070
134,0.015169581,0.024793915,0.077502334,0.085384182,0.026161969,0.028892252,0.109675971,0.17642001,0.065533341,0.077418148,0.313048296,485.8207703,0.000318758,5363874
135,0.015185231,0.163098936,0.094024588,0.030033886,0.159008164,0.037385773,0.192554297,0.027170568,0.161567977,0.060518075,0.059452506,433.6055908,0.0002161,8653597
136,0.015231352,0.147947455,0.004088471,0.005462704,0.019655248,0.111240453,0.064661323,0.016280913,0.042339337,0.436049401,0.137043341,489.76828,0.00032105,5857674
137,0.015413437,0.323218774,0.252757979,0.070851904,0.033562077,0.104411058,0.020215342,0.126696562,0.015306079,0.001308631,0.036258156,367.9880066,0.000116281,19458326
138,0.015556919,0.037331243,0.153406983,0.067157514,0.081891619,0.117429715,0.191626466,0.003862082,0.216960571,0.103611926,0.011164962,432.2033386,0.000238313,6648571
139,0.015841078,0.025177828,0.006456362,0.420977582,0.159188534,0.098541463,0.059305657,0.057152045,0.068532517,0.081085777,0.007741157,400.5895691,0.000205193,6490029
140,0.015879113,0.307911655,0.042771322,0.011528244,0.237443342,0.032612773,0.192335821,0.041699774,0.026861371,0.025166609,0.065789977,411.6894531,0.000170569,12318110
141,0.016022205,0.045102406,0.241582087,0.060750307,0.04352761,0.104875656,0.056915269,0.206640334,0.179145569,0.030557263,0.014881294,425.7923584,0.000219591,7780694
142,0.016155236,0.114234056,0.295043203,0.044197161,0.180249864,0.020204914,0.059943903,0.014700517,0.138489048,0.109103377,0.007678721,406.8155212,0.000170334,11331660
143,0.016247131,0.039462974,0.126945129,0.095338482,0.054201575,0.070294794,0.224621294,0.004786066,0.075375628,0.176390158,0.116336768,456.2322388,0.000258996,6684644
144,0.016347156,0.090535039,0.178658899,0.108117055,0.129670101,0.035857618,0.08487535,0.028567977,0.026540506,0.181857259,0.118973039,448.7341309,0.000221475,9046923
145,0.016384697,0.024977098,0.036755908,0.011268365,0.056847388,0.355978309,0.007082121,0.027096017,0.042023871,0.257677313,0.163908913,473.871521,0.000318125,4807755
146,0.016416258,0.121917147,0.025181726,0.005068728,0.021499637,0.033144557,0.039645998,0.357910408,0.092600889,0.212707654,0.073906998,473.2598877,0.000303968,5711771
147,0.01643982,0.066448596,0.231610888,0.042508902,0.055278586,0.224190611,0.046925416,0.211613331,0.010953324,0.031271144,0.062759381,424.3326721,0.00021178,8321269
148,0.016520957,0.02929032,0.207373789,0.091100659,0.026266965,0.022150635,0.034664886,0.150890983,0.055855225,0.005407864,0.360477718,483.1879272,0.000280207,7225686
149,0.016594872,0.360605298,0.113069438,0.115647911,0.083644994,0.012454261,0.147502436,0.096670683,0.018532212,0.020811668,0.014466227,375.8391113,0.000128617,16781462
150,0.016774029,0.265695415,0.058512063,0.029856044,0.034761131,0.081317904,0.378863714,0.002199977,0.019645901,0.088555007,0.023818817,420.0969543,0.000191142,10489114
151,0.017053675,0.131517979,0.021365649,0.205629113,0.050865614,0.063811254,0.030349388,0.150394222,0.018974646,0.120670802,0.189367657,463.753418,0.00025237,7785885
152,0.017112104,0.117598434,0.122940396,0.019534711,0.068973928,0.059529768,0.120182151,0.121453437,0.028861872,0.281460626,0.04235257,458.8009949,0.000254865,7500447
153,0.017365806,0.013449829,0.016744217,0.01310681,0.307004344,0.209548062,0.095390433,0.152404008,0.007471773,0.086289402,0.081225317,440.1947937,0.000272039,4943945
154,0.017408155,0.066430222,0.154442933,0.06047941,0.051922706,0.002956019,0.059262263,0.113537788,0.084499996,0.073208107,0.315852399,484.4614563,0.000286679,7011383
155,0.017655125,0.207997857,0.03564334,0.094949663,0.061562633,0.111789331,0.231002221,0.020752913,0.031293896,0.061730008,0.125623013,441.0668945,0.000214563,9391148
156,0.017976061,0.123460049,0.005847802,0.033283687,0.114819783,0.026498711,0.021097705,0.147228405,0.06514835,0.250820716,0.193818731,484.3465271,0.000308675,5977503
157,0.018016375,0.114139575,0.219662612,0.122201596,0.120858013,0.080913974,0.143227975,0.045753142,0.003278324,0.130593598,0.001354815,402.2383423,0.00017512,10233530
158,0.018176127,0.052589373,0.204168714,0.220680559,0.077726607,0.016232775,0.047044317,0.156930493,0.12640501,0.055388624,0.024657401,414.1759338,0.000194338,8825782
159,0.018821975,0.277514198,0.012050887,0.294567385,0.007134431,0.131944393,0.027809966,0.059187953,0.050097695,0.035799891,0.085071225,410.9560547,0.000163628,13033050
160,0.018957474,0.149145803,0.005187298,0.101334994,0.034792865,0.121021252,0.008742863,0.228949331,0.081254024,0.220018082,0.030596014,456.7606201,0.000264192,6848921
161,0.01898796,0.089320241,0.026528349,0.149497023,0.006004578,0.309667885,0.091982494,0.107693458,0.097062508,0.025322723,0.077932781,434.2128296,0.00024354,6506772
162,0.019115233,0.060733108,0.059507412,0.101796722,0.236872462,0.111613786,0.047869554,0.028962361,0.057640292,0.032214397,0.243674673,458.3889771,0.000255439,6916152
