,Ethane,Propane,nPentane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.0010248894633235835,0.6825314146631861,0.3164436958734903,413.6618347167969,4571437.0,9.114883661270142,413.8017876294335,4569667.655851375,113.38949513435364
1,0.0018226590698151883,0.8308083734785177,0.16736896745166713,395.10650634765625,4563626.0,9.408146619796753,0.0,0.0,71.70651268959045
2,0.014462576666989189,0.8322279755606277,0.15330944777238315,392.7537841796875,4581272.0,9.12281060218811,0.0,0.0,73.4043219089508
3,0.016638129493457138,0.2860396721852496,0.6973221983212933,449.24810791015625,4057413.75,9.243552684783936,449.26050736783094,4057032.2417571507,101.03802394866943
4,0.01819088336105295,0.309158263470339,0.672650853168608,447.29638671875,4110843.75,9.001009941101074,447.3130273398396,4110344.503919512,95.53002524375916
5,0.021132075599236133,0.7154291880955217,0.2634387363052422,406.85711669921875,4642856.0,8.950948715209961,0.0,0.0,71.80365777015686
6,0.03126763128347958,0.6683466487462879,0.3003857199702326,411.0005187988281,4660132.0,9.177285194396973,0.0,0.0,50.160433530807495
7,0.040392963918702125,0.5779412212337997,0.3816658148474981,419.92840576171875,4629027.0,8.896656274795532,0.0,0.0,68.04394674301147
8,0.04247576471339004,0.7536023689883793,0.20392186629823067,398.6585693359375,4687058.0,8.896488904953003,398.8360239792754,4685316.406774882,109.01836061477661
9,0.04598195569855074,0.08684657759644267,0.8671714667050067,461.0865783691406,3771003.25,9.225762844085693,0.0,0.0,111.14405345916748
10,0.04662630621677388,0.9416077509442432,0.011765942838982812,369.773193359375,4364513.0,9.241763591766357,0.0,0.0,96.77742409706116
11,0.04689158910315513,0.4987256693045465,0.45438274159229836,427.3458557128906,4563263.0,9.356761932373047,427.4504208339512,4560809.301112246,101.14775681495667
12,0.04969191009151868,0.2690675487074261,0.6812405412010551,447.5486755371094,4177393.0,9.679506063461304,447.56781474525076,4176723.4705276936,101.41845273971558
13,0.052279476580903234,0.380272845990028,0.5674476774290688,437.9313659667969,4401204.5,9.101560354232788,437.98493410996645,4399624.431215528,93.0901288986206
