,Propane,nButane,nPentane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.0038859779904979333,0.8411598631580717,0.15495415885143032,433.41351318359375,3795306.0,9.445983171463013,0.0,0.0,79.5035548210144
1,0.005061936253862774,0.26517151199612,0.7297665517500173,459.5261535644531,3559858.0,9.282294034957886,0.0,0.0,66.96536636352539
2,0.005625022803427211,0.5238653207057409,0.4705096564908321,448.6160888671875,3701037.25,9.526022672653198,0.0,0.0,49.23661684989929
3,0.005904572839319606,0.9611354736624727,0.03295995349820778,426.7294921875,3803853.5,8.88419222831726,426.7296677653055,3803852.147571884,162.8123550415039
4,0.006695468882984409,0.8664955587427642,0.1268089723742516,431.82147216796875,3801827.0,9.051392793655396,0.0,0.0,74.8935775756836
5,0.0073898728301746,0.11652008509591445,0.876090042073911,465.0599365234375,3467814.75,9.37114691734314,0.0,0.0,64.7164716720581
6,0.010027609568883515,0.879640896010761,0.11033149442035528,430.8121032714844,3807025.25,9.011372327804565,0.0,0.0,73.89256453514099
7,0.011486128739771702,0.6830438424290538,0.3054700288311746,440.7334289550781,3771545.25,9.845468759536743,0.0,0.0,73.10521388053894
8,0.01704694995452684,0.6813797840529808,0.3015732659924923,440.35186767578125,3779847.75,9.690189361572266,0.0,0.0,71.20841336250305
9,0.018562751688581024,0.7127701566951141,0.2686670916163048,438.6787414550781,3790843.0,10.062983274459839,0.0,0.0,74.6340708732605
10,0.019272586374727056,0.9668172621113512,0.013910151513921694,425.10888671875,3816864.5,9.639411211013794,0.0,0.0,72.54110336303711
11,0.022462531770769244,0.8966607419310711,0.08087672629815959,428.7252502441406,3822332.75,9.230595350265503,0.0,0.0,71.09297895431519
12,0.025939224996600837,0.7962560956199822,0.1778046793834169,433.783203125,3818321.5,9.516177654266357,0.0,0.0,72.31141066551208
13,0.02670019889884732,0.5910409585307381,0.38225884257041437,443.8920593261719,3765750.0,9.60512113571167,0.0,0.0,65.37812495231628
14,0.028156252035091017,0.8868248206690691,0.08501892729584001,428.7275390625,3828583.5,9.642130613327026,428.7285683497655,3828572.4187179767,158.85526657104492
15,0.03307491973048831,0.11224245394770303,0.8546826263218086,463.6161804199219,3519681.25,9.622021436691284,0.0,0.0,62.67858028411865
16,0.037434611846654545,0.7076517104984549,0.25491367765489054,437.3187255859375,3817903.0,9.987342119216919,0.0,0.0,70.18140244483948
17,0.03749261076611591,0.8929165546383387,0.06959083459554542,427.50225830078125,3838908.25,9.671736478805542,0.0,0.0,64.64911389350891
18,0.04301662430482847,0.2324830985527635,0.724500277142408,458.2855529785156,3617726.5,9.123169183731079,0.0,0.0,63.96797180175781
19,0.05181346741766672,0.9328345062450976,0.015352026337235659,423.8414001464844,3850676.5,9.226816892623901,0.0,0.0,64.80927038192749
20,0.056760263150219724,0.02418903063638711,0.919050706213393,465.4252014160156,3510271.25,10.011412382125854,465.4252352763768,3510270.2086997256,156.33755803108215
21,0.05949915387776883,0.3816755760360276,0.5588252700862035,450.8619384765625,3733619.0,9.52206540107727,0.0,0.0,67.57258629798889
22,0.061593737309712064,0.19070833126863215,0.7476979314216559,458.707275390625,3630382.75,9.280526161193848,0.0,0.0,63.11281871795654
23,0.06331646114564989,0.8744888829125775,0.06219465594177258,426.0411682128906,3866633.75,9.580433130264282,0.0,0.0,66.20503234863281
24,0.06968299643561228,0.013945574296296113,0.9163714292680916,465.004638671875,3531144.75,10.480319023132324,0.0,0.0,62.16621994972229
25,0.07352688353326589,0.25479045005670004,0.671682666410034,455.26708984375,3692946.0,9.959383010864258,455.2682622099678,3692918.3904866874,119.46204566955566
26,0.0788118378956741,0.7420566965015047,0.17913146560282123,431.8502197265625,3880977.25,9.472399473190308,0.0,0.0,63.232659578323364
27,0.07912152461014048,0.12089832527454895,0.7999801501153107,460.30859375,3622974.5,9.390108346939087,0.0,0.0,61.73789715766907
28,0.08199131380058738,0.16852723994275742,0.7494814462566552,458.2189025878906,3658953.25,9.189404964447021,0.0,0.0,353.1173720359802
29,0.08443223724181201,0.2007261782186824,0.7148415845395056,456.74188232421875,3683493.25,9.499991178512573,0.0,0.0,443.9765536785126
30,0.08443236821222422,0.715158291219026,0.20040934056874982,432.7665710449219,3885235.0,9.004498481750488,0.0,0.0,71.0306601524353
31,0.09504525029680304,0.276459711224039,0.628495038479158,452.8114929199219,3747838.25,9.45724892616272,0.0,0.0,62.19789242744446
32,0.10035789076257123,0.7778091115926331,0.1218329976447955,427.8821105957031,3908773.25,8.8866708278656,0.0,0.0,71.47866344451904
33,0.10303019770926652,0.7501816223592441,0.14678817993148927,429.1540832519531,3911357.25,10.142127275466919,0.0,0.0,67.03294348716736
34,0.103844356819077,0.4542602358958548,0.4418954072850683,444.13922119140625,3846952.25,9.942337274551392,0.0,0.0,63.77529001235962
35,0.10577075964864577,0.7452434657415838,0.14898577460977022,429.16607666015625,3914414.0,8.929097414016724,0.0,0.0,66.6134843826294
36,0.10607736129450812,0.13479026859221058,0.7591323701132813,457.9427185058594,3688194.25,9.427562713623047,457.94361361737805,3688169.0851173922,101.81054496765137
37,0.10754586995980892,0.4358017305105379,0.45665239952965314,444.7103576660156,3846240.75,9.958776712417603,0.0,0.0,69.02468156814575
38,0.11204824155244415,0.37630932109373394,0.511642437353822,447.10980224609375,3829384.25,10.023292779922485,0.0,0.0,63.87380933761597
39,0.11505398316758476,0.19036064013846427,0.6945853766939509,455.02789306640625,3739836.5,9.313300371170044,0.0,0.0,59.102622985839844
