,Nitrogen,Methane,Ethane,Propane,nButane,nPentane,nHexane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.0005543449462744945,0.12870142750913569,0.004918226299740254,0.3807718115953164,0.08778965633652931,0.09331444141454079,0.303950091898463,444.9168395996094,5829648.5,53.84323787689209,445.56590321345516,5784002.767450966,132.81402206420898
1,0.0014096703691786954,0.07184971438773795,0.409853402238652,0.0692576886002795,0.07609157747454638,0.07358355449850398,0.29795439243110144,434.1114196777344,6900278.0,53.547627687454224,435.76141698325165,6794399.052812129,107.63489818572998
2,0.001705365471921237,0.20558959190056617,0.24289077650430602,0.02458313116295716,0.1466073423683359,0.3141226171036461,0.0645011754882673,420.9877014160156,7347850.5,53.01667141914368,421.56316049702593,7300919.838277686,107.9316873550415
3,0.0024165656394257266,0.04815495056981461,0.14674661068041003,0.34889483381527125,0.1986112027380825,0.19256743936490434,0.06260839719209164,416.2122497558594,5388623.5,53.433536767959595,416.46079721385246,5378978.795035269,116.40420007705688
4,0.002756633945876092,0.12257865605244614,0.32304467290137084,0.16816678261120732,0.11090039429225146,0.22552095364909713,0.04703190654775106,403.9883728027344,6864028.0,51.784218072891235,404.57117218577275,6835174.511736654,108.8465940952301
5,0.004915782850174106,0.0671201890513104,0.12156937482068494,0.028576052369458007,0.17571098248350658,0.3486373559953341,0.253470262429532,460.4303894042969,4928048.0,54.93836688995361,0.0,0.0,74.37155842781067
6,0.005039656374452148,0.13693946992972783,0.10138842245393104,0.05732439591424769,0.1639553581200281,0.1784739137588977,0.3568787834487156,460.9827575683594,5717080.5,53.05256390571594,461.3460573582142,5680965.632700339,121.211177110672
7,0.005465536820983709,0.17248302554177192,0.10069084431954504,0.19646837504610895,0.1064542982881543,0.08632212548273441,0.3321157945007016,447.3104553222656,6635995.5,55.5025155544281,0.0,0.0,68.22034692764282
8,0.006702782443707979,0.07566991776642791,0.35279404315637886,0.10526766588570272,0.2886815253877364,0.06325889300564377,0.10762517235440228,407.14166259765625,6494969.0,52.01468586921692,0.0,0.0,91.3706705570221
9,0.00863903860773473,0.13351477698139952,0.13123698405468323,0.15227181175350732,0.24587791056291625,0.050093228907703465,0.27836624913205543,440.712890625,6328921.5,52.95625042915344,441.57737276551023,6256954.869446818,114.01351356506348
10,0.009192882827900983,0.06692899566979807,0.12839896724343364,0.4054065702129983,0.11181187357911539,0.032329915045468914,0.2459307954212848,428.6388244628906,5995725.5,52.02574372291565,429.6523720761704,5942297.308460519,147.01136565208435
11,0.01130025096967939,0.20579030940680798,0.06197470610430171,0.2701276422851012,0.02771243719541876,0.24358202012586305,0.17951263391282776,433.9105224609375,7052547.5,54.84510326385498,0.0,0.0,72.44269943237305
12,0.012007829855402627,0.0806202136398905,0.16897610512556827,0.028764320002379492,0.10076289961636352,0.4851148612789514,0.12375377048144412,450.44891357421875,5405043.0,52.44728088378906,0.0,0.0,64.61041355133057
13,0.01236627418102621,0.09391205512758698,0.24814436353155683,0.0431384750713483,0.2246765951217507,0.13524534976106992,0.2425168872056611,440.5260314941406,6294774.5,53.66443610191345,0.0,0.0,90.77430701255798
14,0.014244105295662491,0.30350113168319987,0.2256802323189654,0.07492828967107339,0.05626430816246212,0.114543600518396,0.21083833235024058,418.2305603027344,9623519.0,52.25487279891968,421.93795000013097,9214167.940958206,172.6043245792389
15,0.016032042763094435,0.02711533423314163,0.03677231167471247,0.3818806836275177,0.13718885278886903,0.3291305481332533,0.07188022677941136,432.6265869140625,4947422.5,53.9391393661499,432.7418936822486,4941844.820012204,111.57819151878357
16,0.018706735440986964,0.23772364768377105,0.4626170581658525,0.036666809584014595,0.04747128956863382,0.17039883506861292,0.026415624488128352,369.1240539550781,9256208.0,52.20321035385132,370.6914700536313,9192635.422985319,144.74772214889526
17,0.01875026608455173,0.040531245963127585,0.44961838727296155,0.30427605607799596,0.07297495509057776,0.03369880143901873,0.0801502880717668,378.8705749511719,6677151.0,53.20130372047424,0.0,0.0,90.40636467933655
18,0.019385415341625703,0.05410235178068669,0.02192769092049387,0.2631184190898208,0.2504093367453886,0.1351909626691645,0.2558658234528198,448.0527648925781,5138207.0,51.97061491012573,0.0,0.0,78.59509706497192
19,0.020732951174695338,0.01759091946413945,0.14830800013404577,0.0987087516088132,0.41769255651595905,0.10621346727742631,0.19075335382492087,440.1449279785156,5122840.0,53.77131915092468,0.0,0.0,87.87714004516602
20,0.022829196935501433,0.10084987190363638,0.09233957279754011,0.17280026799117065,0.2376136079698187,0.30869567088181593,0.06487181152051685,431.1932678222656,5795732.5,53.131938219070435,431.37752800719085,5780326.683786806,120.29185676574707
21,0.02363063606158981,0.16018509502759204,0.11219551919794299,0.031549466339698976,0.33328716800222796,0.17292226181296672,0.1662298535579816,437.6716003417969,6492618.5,51.528552532196045,0.0,0.0,69.42742776870728
22,0.024512424032345045,0.285714287857265,0.13048359029625636,0.12519471273277064,0.008548621757769066,0.32946871598868277,0.09607764733491105,422.4857482910156,8647886.0,52.092458963394165,423.70758634548554,8515716.898926482,159.4593243598938
23,0.025154214459368412,0.41562592812097365,0.05341632793908986,0.043028676340895265,0.12270668082428432,0.05315238124549958,0.2869157910698889,432.5281982421875,10535302.0,53.11542582511902,436.5365179426652,9879569.038276315,239.94535613059998
24,0.02642857173299129,0.21759170152687113,0.15254858429420598,0.1770285971708332,0.021565677637041095,0.2120317355132913,0.19280513212476594,430.049072265625,8009605.5,55.04310321807861,431.66611152798066,7838907.151723269,130.59263515472412
25,0.028486118287890976,0.1323649048164214,0.6078415851850224,0.0663164764149542,0.04959109705683111,0.030702284707659743,0.08469753353122031,359.8100891113281,8565803.0,51.76656699180603,0.0,0.0,89.71200299263
26,0.028796755913172163,0.14322294082183754,0.06797393397616203,0.008436273992610316,0.45485493242257086,0.15607645201813242,0.14063871085551466,437.97137451171875,6068076.0,51.60242676734924,0.0,0.0,84.76481294631958
27,0.029095604143995996,0.061100310426109666,0.12377996143771776,0.0906385901538417,0.1326538580151488,0.20504865435109637,0.35768302147208986,462.5283203125,5419039.5,54.806854009628296,462.7995647030799,5393128.914663579,107.22732710838318
28,0.029112977613763504,0.24736008351107153,0.36633407603197965,0.04089132118354622,0.205526893169727,0.05380686092497349,0.05696778756493854,374.2974548339844,9166333.0,52.399573802948,376.9383388805588,8993035.199220538,110.05953073501587
29,0.03252502473802757,0.07021433676538547,0.35361410746914324,0.06282771315213681,0.3079836478102149,0.16667964741584268,0.006155522649249433,398.90179443359375,6595606.5,50.948421478271484,398.9731571120081,6591407.379608378,105.75408577919006
30,0.035632561551398996,0.020017722186283733,0.0030767170152427915,0.13493756608961693,0.5298843833642667,0.022124791530444724,0.25432625826274624,448.9032897949219,4785518.5,53.28832769393921,0.0,0.0,84.65246319770813
31,0.03639613878604119,0.09573655446969609,0.6361725323465104,0.06762347030536968,0.009498087793031067,0.10877741307956806,0.04579580321978351,360.6907043457031,8229053.0,54.31074571609497,363.24293872748797,8163724.740357675,135.4593048095703
32,0.03639703833341,0.18748481541768436,0.21415819302719788,0.17562372097821535,0.0062190738209051116,0.1583411859640679,0.22177597245851918,427.7325744628906,8283400.5,53.35186052322388,429.89663347383237,8058586.746501282,117.5626425743103
33,0.0378804691232296,0.31389078365401196,0.18645024427737672,0.018717050769524672,0.06504048158665976,0.1807810417751148,0.19723992881408237,425.46038818359375,9904553.0,54.917231798172,428.5016459034151,9500413.440076433,193.00902485847473
34,0.038876452377446497,0.04299748162590632,0.25801924015655264,0.041905730986494596,0.21391437154308782,0.3652143467349745,0.03907237657553751,428.9728698730469,6000929.0,52.75088334083557,429.11215486077504,5989861.531063519,106.63800120353699
35,0.04539843313405839,0.24316678014877122,0.005803047793385423,0.0032829630554185862,0.017121701924161136,0.5049456055379653,0.18028146840623988,459.37353515625,6876232.5,54.835163831710815,459.6992701179329,6818893.251949087,106.2222511768341
36,0.045828290871003,0.0007712522280254974,0.5950023299338564,0.10366693149324095,0.03703161046076522,0.1719476287814573,0.045751956231651604,384.264892578125,7311742.0,52.701157569885254,385.40199271012153,7273897.447911248,98.53822112083435
37,0.047632321160198346,0.05338931622238305,0.0020486484820636175,0.32495418749578264,0.50160550711832,0.0033245808659636473,0.06704543865528863,413.48895263671875,5475316.5,53.38775372505188,0.0,0.0,85.29182457923889
38,0.04811764614821029,0.050112677391576675,0.11682046556096656,0.2654649779553745,0.22904427183895262,0.010272954037015511,0.2801670070679037,438.3017578125,6201867.5,51.90954804420471,0.0,0.0,87.40466642379761
39,0.050168917244942275,0.24203355332376092,0.13357527250058912,0.14908673500587363,0.18417418280002748,0.11572794402810045,0.12523339509670614,411.711181640625,8762488.0,53.84106373786926,413.72414214178474,8537129.430211797,112.15283846855164
40,0.05309981005671609,0.04485627249197846,0.0674480822884238,0.19017212861431237,0.039596994185552306,0.043007224968403195,0.5618194873946137,474.7236022949219,5430136.5,24.499641180038452,474.9756595455471,5401212.327281736,85.23395919799805
41,0.05413831166440325,0.005252302121476217,0.061143528427573784,0.31979378027074706,0.0013419774760520503,0.4836011713429703,0.07472892869677746,442.2857360839844,5267970.5,24.578336000442505,0.0,0.0,63.3726270198822
42,0.055885846409900325,0.13138981307476197,0.17719375036094986,0.2756543582425746,0.19641873737276852,0.14445226611471293,0.01900522842433172,394.46063232421875,7271733.5,23.74000382423401,394.76359023798904,7247615.965611078,82.8342502117157
43,0.0562563933977998,0.022583571633029598,0.0757509790712467,0.48411939637219004,0.2763450611492658,0.014343441017557109,0.07060115735891105,401.9497985839844,5794497.5,23.438564777374268,0.0,0.0,56.54970407485962
44,0.05919371927408681,0.28654254073038793,0.11722164858310594,0.03786716028127681,0.2622403306190483,0.049224922494535486,0.18770967801755892,420.2886047363281,9522829.0,23.500513553619385,423.0958810052427,9125357.503986109,149.13223361968994
45,0.06132118148957584,0.20278340280427518,0.17954220887373515,0.10435190624516545,0.18773646388158755,0.09608037391814397,0.1681844627875168,418.8511657714844,8703457.0,24.072465658187866,421.0443358726176,8442535.173711598,99.08179998397827
46,0.06278314959402022,0.10254170173852199,0.5383660339600533,0.10806372201196801,0.09511669203836767,0.09020853465794962,0.0029201659991192515,354.5136413574219,7978555.0,23.504352569580078,0.0,0.0,58.910895586013794
47,0.06541842356950812,0.0715029880191395,0.0046740681131572925,0.46209498161319296,0.21282495966787576,0.17783214750810372,0.005652431509022621,405.7196044921875,6082673.0,23.686382293701172,0.0,0.0,54.94276666641235
48,0.06583826008752514,0.6268624327579173,0.06430954660131515,0.041945541435545984,0.011260831048930688,0.026758623003206437,0.16302476506555935,357.3565673828125,19230374.0,24.089472770690918,0.0,0.0,34.26203918457031
49,0.06620852567716817,0.15800107140683803,0.15347355908683252,0.05105819034727163,0.4358604247520124,0.026568339862578796,0.10882988886729837,413.3988037109375,7660221.0,23.882749557495117,414.50553177652154,7528935.305321112,88.89521622657776
50,0.06649758191412702,0.12808570050664317,0.1753862747999706,0.09519427577900012,0.328663630315641,0.07584817101103251,0.1303243656735856,418.74017333984375,7503582.5,23.51343011856079,419.8732604148705,7378035.472348094,92.71871709823608
51,0.06735254247881892,0.015114740570638082,0.455013557423839,0.34046757408535955,0.006448240022399591,0.017405922761948498,0.09819742265699653,374.5887756347656,7491397.5,23.388625621795654,0.0,0.0,61.34645938873291
52,0.06904858751385232,0.21676169235376938,0.052491928851682634,0.0416244171851638,0.5382241189767705,0.072591041918611,0.009258213200150493,404.0086364746094,7632489.5,24.47957968711853,404.12105083197343,7617460.004931457,83.6291995048523
53,0.06909925909122161,0.006740913424604046,0.14185019360098122,0.026564807452891703,0.5385570544036702,0.1705312484028577,0.04665652362377374,427.7553405761719,5528399.0,24.667684078216553,427.85623927545333,5517149.091558501,79.2379879951477
54,0.06923145972880507,0.08847812979803954,0.1304989157700686,0.26204915419516767,0.09548296913518475,0.1823626921390317,0.1718966792337026,430.02117919921875,7076500.0,23.75048017501831,0.0,0.0,45.84404993057251
55,0.06940846828187887,0.3305212634161988,0.23362455803870485,0.07537070439300422,0.008738249532788378,0.10110912022028144,0.18122763611714338,401.626953125,12134763.0,23.34285879135132,408.64441690468277,11200404.40336206,291.9663372039795
56,0.0704907690070728,0.1720197567425926,0.36168705384473826,0.09245695159882492,0.09333310670518007,0.14681131540374118,0.06320104669785023,387.48162841796875,9353312.0,23.20181441307068,389.74455317088126,9173389.290349245,92.11527824401855
57,0.07068457903610097,0.05783343731007327,0.0855510406314142,0.5437259560170558,0.09270902655267894,0.0035545507724266895,0.1459414096802502,404.4267578125,6886179.0,23.751798629760742,0.0,0.0,56.41434979438782
58,0.07419133635993065,0.3462614450168614,0.029881931740687866,0.16809907231585228,0.08080864750811773,0.18452144181245048,0.11623612524609962,411.47381591796875,10618703.0,23.451976537704468,414.33453613758377,10215596.559868593,142.80307054519653
59,0.07739367970799632,0.11268853008264648,0.08494103643776066,0.5397193545018554,0.009614996731863956,0.02328079501420404,0.15236160752367323,400.701904296875,7845352.5,23.442063093185425,0.0,0.0,58.64301347732544
60,0.07806195229938304,0.1160434480900625,0.07587662036144692,0.29899997091194613,0.24102601632445553,0.019835146137992508,0.17015684587471336,418.504638671875,7450730.0,23.99588680267334,0.0,0.0,60.17742443084717
61,0.07844622911575395,0.146800156337553,0.23248576746871766,0.05120929618790238,0.3823070989102939,0.058874863646745844,0.04987658833303329,397.9736022949219,8068881.0,23.511671543121338,398.8616395492016,7974790.424938437,85.4960789680481
62,0.08145102723145635,0.3855514341088887,0.022662517779138223,0.09703073190941852,0.26226968749683566,0.1196393314608731,0.031395270013389404,388.68255615234375,11025566.0,23.687753915786743,390.14076759265697,10845375.240933426,114.57925391197205
63,0.08419418859461333,0.10435156754853904,0.03758252703168953,0.48115247279813395,0.09609335534151138,0.13337607066632537,0.06324981801918739,402.9178771972656,7238929.0,23.58076310157776,403.6699375218528,7164744.664341532,93.38077235221863
64,0.09648128806485265,0.12840056782691966,0.1102126340153769,0.15861524712911934,0.0439966791924955,0.2653790898558844,0.19691449391535143,440.9903564453125,7791009.0,23.631072521209717,0.0,0.0,43.94529104232788
65,0.09660781726798723,0.057670116021714284,0.1906836883390994,0.18888333417150033,0.24609877854529572,0.014425655024218411,0.20563061063018467,423.82061767578125,7573949.5,23.63741397857666,0.0,0.0,42.24587368965149
66,0.09764492103394945,0.11615734174610405,0.2190154546541014,0.2315663514000051,0.028968100058711983,0.06435904127421503,0.24228878983291288,423.1363525390625,8921340.0,23.426981925964355,0.0,0.0,55.65657353401184
67,0.09785444802487572,0.14866541347205495,0.2738748771778671,0.013582415434725383,0.07078120284032258,0.005983135920651052,0.3892585071295033,445.5746765136719,9273231.0,24.879515647888184,448.4117261539551,8809541.597202752,199.4547393321991
