,Nitrogen,Methane,Ethane,Propane,nButane,nPentane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.002192785167271504,0.13189073549489963,0.2986664972596245,0.12174823403305451,0.36214293944085957,0.08335880860429037,388.5211181640625,6404056.0,36.03870940208435,388.87417867844823,6382622.211410712,113.84484529495239
1,0.004077669400285173,0.14756447463558536,0.205959463194205,0.43701339918503257,0.02045247772055438,0.1849325158643376,383.4855041503906,6609324.5,36.868494272232056,0.0,0.0,87.33044815063477
2,0.004557627355757136,0.1611495444871235,0.02230109986632108,0.22042960981371637,0.5835776700681135,0.007984448408968408,400.46124267578125,5666926.5,37.808253049850464,400.4726093742372,5665805.251488458,104.29521083831787
3,0.0053391713690463145,0.012652111107711505,0.3399742058244961,0.0016624902079997947,0.33805279153307366,0.3023192299576726,419.5072326660156,5362532.0,36.37910747528076,0.0,0.0,65.0802960395813
4,0.005626370182227834,0.14941193004821177,0.0925804928682447,0.10212389296507288,0.46385485405873683,0.1864024598775061,414.9504089355469,5850849.0,36.97895669937134,0.0,0.0,61.912992000579834
5,0.008144745148696269,0.2505693116744995,0.25489815490430767,0.07278202254491421,0.03275813389920517,0.38084763182837705,406.6271057128906,8227344.5,37.38769245147705,0.0,0.0,85.0607271194458
6,0.00834479447737155,0.16417237052920058,0.29517441583350923,0.357336755208861,0.06999828112792253,0.1049733828231353,367.6256408691406,6906630.5,38.43977499008179,0.0,0.0,87.70066046714783
7,0.009186172009331268,0.3814066268171088,0.04107144137867723,0.16655944911545073,0.05875461806706942,0.3430216926123626,404.6092224121094,9126787.0,37.62362575531006,406.96324589090796,8818653.395520255,135.45501971244812
8,0.010626037519676989,0.09189712784580031,0.13459822105249442,0.22526168410998265,0.11337498881873478,0.4242419406533109,425.3433532714844,5695767.5,36.86952304840088,425.63781160938646,5672621.435728975,101.7340612411499
9,0.012553450990196656,0.006712553048948112,0.161864352696114,0.11741534317317938,0.5137200868359036,0.18773421325565803,419.60675048828125,4781526.0,37.67730236053467,0.0,0.0,79.92462420463562
10,0.012853066994693987,0.6212457140868107,0.12462604495992888,0.010531152881920976,0.1954472822724844,0.035296738804160954,319.2358703613281,12706443.0,37.0205397605896,323.9914993355597,12503941.730119223,125.07953333854675
11,0.013375123330055513,0.07149944473683315,0.396476804499584,0.06111684595781341,0.44270875912482277,0.01482302235089123,382.17755126953125,6120138.5,38.06576347351074,0.0,0.0,83.78993272781372
12,0.014037522420021747,0.014733610783568206,0.02892921418416615,0.2812799180209877,0.13171341977368436,0.5293063148175721,439.7649841308594,4506468.0,38.1561062335968,439.8089988705882,4503906.522040829,128.4711000919342
13,0.014747861377176047,0.5062018917300312,0.012799263178923865,0.24474619765896102,0.20931838405031178,0.012186402004596095,344.65667724609375,10211149.0,35.35835266113281,345.26101659967026,10168126.090586152,106.92815327644348
14,0.017033745906094282,0.18068916304690008,0.5768437054076935,0.08744278802602017,0.07289163562475903,0.06509896198853296,338.939208984375,7619594.5,36.07835006713867,0.0,0.0,80.70334577560425
15,0.01862656142748181,0.11676605849141332,0.16131524903105204,0.24081494440775694,0.18462486617074308,0.2778523204715528,410.155029296875,6266342.5,37.523672103881836,410.6610374706358,6224583.78768095,103.34490203857422
16,0.02043126434241007,0.2325637195409824,0.01598498341577412,0.4075237914485933,0.3103145175014944,0.013181723750745587,378.93212890625,6810353.0,35.600942850112915,379.01148392969975,6802827.383725967,104.4942238330841
17,0.022614044478668733,0.3695308159790133,0.027047734446674646,0.32480856637887173,0.006839349911821893,0.24915948880494965,386.1132507324219,9367655.0,37.75578808784485,389.134218815058,9010571.64484559,127.95592761039734
18,0.02279652524193869,0.08231729111868993,0.007044102343768793,0.5806218955884532,0.2637394482183212,0.043480737488828164,389.251220703125,5381867.5,36.8351571559906,0.0,0.0,81.13760685920715
19,0.023450372379735195,0.051154777379502935,0.23606061952674498,0.05601959239073546,0.3103773075699659,0.32293733075331554,421.9782409667969,5688354.0,35.59700059890747,0.0,0.0,87.05196952819824
20,0.024148373997527842,0.3673771730440971,0.006085946136871206,0.22587556222797694,0.31283354904235133,0.0636793955511755,378.8885192871094,8699612.0,36.875049114227295,379.710556125727,8612121.792051718,105.61153483390808
21,0.026788055007665252,0.03397509853507095,0.04638733107564384,0.16961931437268718,0.15395196104971046,0.5692782399592224,443.6843566894531,4761334.0,36.83538818359375,0.0,0.0,76.09060978889465
22,0.029696129891642553,0.4626586071993473,0.02324256735286857,0.14061740453482025,0.2347138884845415,0.10907140253677984,371.281005859375,10651447.0,37.91713833808899,374.0524940059565,10341210.781620614,153.0417983531952
23,0.03162869941876265,0.004574580841282179,0.1550378016585168,0.13335179724558127,0.28504559875161656,0.39036152208424063,430.7574768066406,5045179.0,36.79952788352966,0.0,0.0,65.3692479133606
24,0.031892585186200306,0.07145093273247648,0.25250845467340766,0.3076288422665653,0.1799681329982373,0.1565510521431129,391.412109375,6325949.5,36.62313747406006,0.0,0.0,81.11940407752991
25,0.031908908990430584,0.2853992395578837,0.10202604370082478,0.26298527381929315,0.12337039500575436,0.19431013892581342,387.3659973144531,8494950.0,36.643576860427856,389.1797978743244,8299757.6236914955,101.10299825668335
