,Nitrogen,Methane,Propane,Tc_NR,Pc_NR,mixvc
0,8.935115890484511e-08,0.25674869671573125,0.7432512139331098,350.44622802734375,6276390.0,0.00017714753630571067
1,2.0481001536649948e-07,0.5502849132527031,0.4497148819372813,313.1776428222656,9044850.0,0.0001267696061404422
2,5.814565115617156e-06,0.2778065582473757,0.7221876271875087,348.44085693359375,6465092.0,0.0001734600809868425
3,1.5356785256107538e-05,0.4136786749572435,0.5863059682575004,333.3480529785156,7746254.0,0.00014988513430580497
4,7.468737457439696e-05,0.42075128924072885,0.5791740233846966,332.4361877441406,7816102.0,0.00014865733101032674
5,0.00016178850676374124,0.562263315527208,0.43757489596602833,311.06781005859375,9153182.0,0.00012475060066208243
6,0.00016363944645295545,0.673646450333306,0.3261899102202411,288.6348876953125,9907638.0,0.00010688807378755882
7,0.0001999823564358253,0.3102483228642615,0.6895516947793026,345.17486572265625,6765062.0,0.00016775216499809176
8,0.00021083203263266333,0.6255284982114063,0.3742606697559611,299.0422668457031,9646288.0,0.00011444272240623832
9,0.00021647019287737883,0.637747588521866,0.3620359412852566,296.5065002441406,9724632.0,0.00011249451927142218
10,0.00023405556018075115,0.5051684044081828,0.4945975400316365,320.4879455566406,8634572.0,0.00013426176155917346
11,0.00028235927644689265,0.1671623403552011,0.8325553003683521,358.1546325683594,5515312.0,0.00019283666915725917
12,0.0003450480331719977,0.18232445521047586,0.8173304967563522,356.92584228515625,5641526.0,0.00019014894496649504
13,0.0003754654324230967,0.693885683306383,0.30573885126119404,283.83392333984375,9977410.0,0.0001037570764310658
14,0.0005186116601504474,0.7258298393954644,0.2736515489443852,275.8345031738281,10012002.0,9.900968871079385e-05
15,0.0009867899927268125,0.9302156510726731,0.06879755893460013,214.98184204101562,6839790.0,8.296636951854452e-05
16,0.001050047477239233,0.1381216167406207,0.86082833578214,360.3644104003906,5291481.0,0.00019778983551077545
17,0.0016139374677886435,0.6563803605004827,0.3420057020317287,292.1717834472656,9855808.0,0.00010925842070719227
18,0.002266759679947143,0.5907203974805763,0.40701284283947664,305.474853515625,9432952.0,0.00011961695417994633
19,0.002330833031724069,0.7705302357115682,0.2271389312567078,263.15411376953125,9880360.0,9.248713467968628e-05
20,0.002386567069499111,0.39020045187607,0.6074129810544308,335.9864196777344,7564014.0,0.00015339269884862006
21,0.00269744071015604,0.8809746508226146,0.11632790846722924,229.37396240234375,8138608.0,8.19791093817912e-05
22,0.003037469774128452,0.13917577119180913,0.8577867590340624,360.1566467285156,5328711.0,0.00019715137023013085
23,0.003172167817642165,0.428292077083956,0.5685357550984019,331.0669860839844,7950330.0,0.000146668084198609
24,0.003209934602031111,0.5312014904924606,0.46558857490550826,315.84747314453125,8939288.0,0.0001292345841648057
25,0.004260139911947418,0.5893627333726329,0.4063771267154196,305.3435974121094,9463338.0,0.00011940109106944874
26,0.004580440233438741,0.27643740270120293,0.7189821570653584,348.1748046875,6530239.0,0.00017266265058424324
27,0.004667516778924124,0.5293971418481576,0.4659353413729183,315.90435791015625,8953120.0,0.00012921224697493017
28,0.004781234984787219,0.7124585530567547,0.2827602119584581,278.0684509277344,10074202.0,0.00010007621312979609
29,0.005583566194937639,0.6806319756905084,0.31378445811455397,285.6599426269531,10028534.0,0.00010466817911947146
30,0.007245406133462716,0.3153159279122202,0.677438665954317,343.9736328125,6936924.0,0.0001652748032938689
31,0.0074804552796202866,0.6171853048169537,0.37533423990342607,299.1982116699219,9735544.0,0.00011419921065680683
32,0.00757265136659942,0.4151879407695918,0.5772394078638086,332.23046875,7908588.0,0.0001479258353356272
33,0.007962299864573856,0.7422911554811155,0.24974654465431056,269.2839660644531,10073320.0,9.51747497310862e-05
34,0.008038577481957382,0.6566606015735673,0.33530082094447533,290.59014892578125,9977626.0,0.00010783850302686915
35,0.00828347978612167,0.9020296553311324,0.08968686488274577,220.83546447753906,7484048.0,8.134072413668036e-05
36,0.008284618088855517,0.6239240816838153,0.36779130022732914,297.6319580078125,9796744.0,0.00011294696014374495
37,0.00833638943620899,0.5452982568159963,0.44636535374779485,312.5863952636719,9174768.0,0.00012575197615660727
38,0.008490172709143831,0.8411105456450119,0.15039928164584432,239.72781372070312,8967558.0,8.36518665892072e-05
39,0.008805724973109606,0.47016814268300816,0.5210261323438823,324.48797607421875,8474098.0,0.00013826374197378755
40,0.008902438138868374,0.6124694939817373,0.3786280678793943,299.8580627441406,9731670.0,0.00011464658746263012
41,0.010095227891644635,0.4430344794693073,0.546870292639048,328.173583984375,8233618.0,0.00014259257295634598
42,0.010126957913296897,0.8311633445398775,0.15870969754682576,242.24859619140625,9146786.0,8.425449777860194e-05
43,0.010861198213566505,0.4868014913892026,0.5023373103972308,321.6978759765625,8678722.0,0.00013498826592694968
44,0.011140972565347084,0.5157270772208328,0.47313195021382004,317.08636474609375,8961598.0,0.00013005993969272822
45,0.011487808027955649,0.26182457289669914,0.7266876190753452,348.9935607910156,6514527.0,0.00017365328676532954
46,0.011583641626623183,0.5873404264061228,0.40107593196725405,304.286865234375,9599364.0,0.00011812473530881107
47,0.012059644932075992,0.47918194393721264,0.5087584111307115,322.67486572265625,8629500.0,0.00013600870443042368
48,0.01315245453067779,0.381855607664301,0.6049919378050211,335.76611328125,7689198.0,0.00015240535140037537
49,0.01328874201164529,0.1985147769632677,0.788196481025087,354.6263732910156,5980140.0,0.00018435656966175884
50,0.01456146026841884,0.32598908659460696,0.6594494531369741,342.0986633300781,7171040.0,0.00016176288772840053
51,0.014851014967488372,0.35571504089265726,0.6294339441398543,338.7023010253906,7464942.0,0.00015654016169719398
52,0.014951211668089432,0.530743267971848,0.4543055203600627,313.9420166015625,9182406.0,0.00012670567957684398
53,0.0152157467042481,0.7261112468496921,0.25867300644605984,271.5024108886719,10205092.0,9.597492316970602e-05
54,0.017017221155732398,0.5285735240086598,0.45440925483560785,313.9571838378906,9206368.0,0.00012660876382142305
55,0.018181658579046054,0.4064500814206084,0.5753682600003457,332.04901123046875,8032534.0,0.00014703920169267803
56,0.018393487615021867,0.31554670748145996,0.6660598049035181,342.85443115234375,7140790.0,0.0001627121091587469
57,0.019143521803507375,0.36079193076375987,0.6200645474327326,337.6307678222656,7596780.0,0.000154692490468733
58,0.019232190793421516,0.5591609870551745,0.42160682215140405,308.1250305175781,9527926.0,0.00012105444329790771
59,0.021542465514256596,0.26803316748088685,0.7104243670048566,347.5001525878906,6745494.0,0.00017028737056534737
60,0.021890875561165864,0.4383643568965924,0.5397447675422418,327.22833251953125,8428470.0,0.00014074280625209212
61,0.024084068780183137,0.5083563848524055,0.4675595463674113,316.1678771972656,9167232.0,0.00012841552961617708
62,0.024187053028400924,0.6339634757194453,0.3418494712521537,291.84051513671875,10172070.0,0.00010792162356665358
63,0.024276373274842507,0.8395033954596067,0.13622023126555088,234.37437438964844,8847380.0,8.152466762112454e-05
64,0.024692431834659478,0.6296891760923231,0.3456183920730174,292.6747131347656,10158530.0,0.00010848495730897412
65,0.0257562139829782,0.1399796835434113,0.8342641024736105,358.5938720703125,5673472.0,0.00019184104166924953
66,0.030478484430305115,0.5040860695974259,0.4654354459722691,315.81103515625,9264466.0,0.00012770801549777389
67,0.03071418256232084,0.8730685262248153,0.09621729121286382,221.42111206054688,7856938.0,7.96834283391945e-05
68,0.031238161483781522,0.32896473277039273,0.6397971057458257,340.03289794921875,7512656.0,0.00015747513680253178
69,0.03178333562989481,0.5227634473407231,0.44545321702938206,312.3815002441406,9471080.0,0.00012430069909896702
70,0.03228446424380798,0.8005929058600305,0.16712262989616145,243.76321411132812,9585056.0,8.356312173418701e-05
71,0.032377077246138024,0.3883040186375667,0.5793189041162953,332.6482238769531,8135148.0,0.00014696226571686566
72,0.03275415912145951,0.6134956715671126,0.3537501693114279,294.3677978515625,10224756.0,0.00010930389544228092
73,0.03303895832362886,0.4788168544820515,0.4881441871943196,319.5206298828125,9071382.0,0.00013138417853042483
74,0.03554491478346668,0.6454789127929449,0.3189761724235884,286.378662109375,10444240.0,0.00010369539086241275
75,0.03683049176024151,0.399691057040054,0.5634784511997045,330.57501220703125,8343506.0,0.00014400309009943157
76,0.037528957956720746,0.06872569824110941,0.8937453438021697,363.25494384765625,5261052.0,0.00020176860562060028
