,Carbon Dioxide,Nitrogen,Methane,Ethane,Propane,iButane,nButane,iPentane,nPentane,nHexane,nHeptane,Tc_NR,Pc_NR,Vc_NR
10,0.005136417250485466,0.07496678122598865,0.16296956230576415,0.2052514983673161,0.1682961668332524,0.1431103080156902,0.008890482684706852,0.08194766792732912,0.03887237305431041,0.022467478106356468,0.08809126422880027,411.1474914550781,9010270.0,0.00018907844787463546
11,0.0064047916589829645,0.044198127924808095,0.2048345721635767,0.11134430597933838,0.26693531046544045,0.12663679351236287,0.09998075939809037,0.0009622050739684927,0.05705083348583254,0.05271174435084019,0.02894055598675904,397.9549560546875,8075880.0,0.0001885980600491166
12,0.006455323386486598,0.08496679370839591,0.012945549032630638,0.10829498388076228,0.01292573764259993,0.09442218348414178,0.09614522964832203,0.18757850795010816,0.1275936034997779,0.2033849734276002,0.06528711433917458,463.43194580078125,5649955.0,0.0002897597732953727
13,0.0072293859634058434,0.06681940515683292,0.019423732607312845,0.14482738020364982,0.027363776759209504,0.007763820309815062,0.06632606707698233,0.038574433477108795,0.004657349594222596,0.03801949104626158,0.5789951578051986,509.9668273925781,5310726.0,0.00035454222233965993
14,0.0074630573434033625,0.08476659997758847,0.3538931544152346,0.03968181231729778,0.07306562314424836,0.08040596777450572,0.24526542572866625,0.024251173134076355,3.0726318771881786e-05,0.07869519680559238,0.01248126304061496,393.50732421875,10963022.0,0.00016397720901295543
15,0.009532532490192957,0.12221892659616608,0.09740760805109736,0.018982195359367227,0.17025672005547327,0.20398524537655172,0.17503563489478324,0.0006446962449975721,0.003515843205996696,0.038128655301209506,0.1602919424241643,441.2730712890625,8028691.0,0.00022772583179175854
16,0.012804825624886733,0.043743479070733206,0.1705389130069077,0.050529459221280146,0.17044550199569442,0.20055704663274312,0.026760368202855787,0.08272799603367277,0.21127493324448227,0.022475804430851565,0.008141672535892278,417.08203125,6890556.0,0.00022296950919553638
17,0.013299114408072193,0.07290811823030476,0.026145485374900856,0.11566648988031861,0.29718557810508034,0.02299235655910738,0.14067774875560043,0.1040585335746636,0.13966889545397265,0.03666144799317658,0.03073623166480264,422.53704833984375,6359320.0,0.0002315720630576834
18,0.014717820248262169,0.10817061516259827,0.13463117886189563,0.0304792398684374,0.5866439602513763,0.009209868126286587,0.01433624355377561,0.044678567460553265,0.034431078818721796,0.00935926743540253,0.013342160212690407,375.2080078125,8064088.0,0.00017414966714568436
19,0.014743026015584722,0.08626323294628553,0.06534149757005527,0.012269000406599506,0.2797194718970155,0.08375807995090823,0.02054317961904335,0.16090817771361643,0.22419528005355663,0.03983071383782832,0.012428339989506338,430.4866638183594,6375714.0,0.0002430910972179845
20,0.014823567509645943,0.29276227132231103,0.050785269481929116,0.16847160820606302,0.009872535434657527,0.03094688372088506,0.09017602373734826,0.050065667424358265,0.1559062923620464,0.016083307426996065,0.12010657337375913,436.3316650390625,12788589.0,0.00018373786588199437
21,0.015232890045534903,0.0514706473207982,0.1252165791826649,0.0447834851477209,0.07842020691266524,0.14404078754905922,0.015582656983228017,0.010023538457343726,0.12597370242960093,0.2715235804712703,0.11773192550011376,469.4609375,6372521.0,0.0002814333711285144
22,0.015751259220630386,0.19002454124857976,0.00785903166137407,0.05382415967300604,0.061463435966267826,0.22642901780330613,0.0030152589380723327,0.10169333822074078,0.0017252739590340209,0.2540958529986787,0.08411883031030985,461.2379150390625,7676425.0,0.0002568470954429358
23,0.016456363227498348,0.012016370183491948,0.11362912538555726,0.035115408954775634,0.018233400484745085,0.3348340144502326,0.03315718040248083,0.00990500218476709,0.13542100343577704,0.1470918172770498,0.14414031401362443,462.23077392578125,5553223.0,0.00028742844006046653
24,0.01650620525447569,0.03741859413072529,0.2243928623949234,0.09095091488734967,0.047751413502078704,0.15541691668497615,0.07436766167762658,0.04222543713230243,0.08322857588508002,0.10620477806278447,0.12153664038767766,444.9648132324219,8101778.0,0.00022894953144714236
25,0.018605964022027244,0.056543488082646,0.0847389616254186,0.06742440868284617,0.002586470188766748,0.3677310186874883,0.20401418505191776,0.12058281788776025,0.027981129762093025,0.02235131171556674,0.027440244293469026,421.10498046875,5963040.0,0.00024229081464000046
26,0.018812562045119777,0.09822750099541817,0.00520749645938648,0.1754267920637581,0.11604696464446891,0.21243635439479805,0.16674356143164243,0.06212831444652209,0.11982872492440018,0.002950672377848979,0.022191056216636994,412.5243835449219,6496152.0,0.00022415876446757466
27,0.019423269487259524,0.1545658999240387,0.31511294648517896,0.027232518025209658,0.009273810861262291,0.07815464557992927,0.018221319811490038,0.02045006447752349,0.004311029296401936,0.09121089801596725,0.262043598035739,466.73138427734375,12578248.0,0.0002068375761155039
28,0.01948308773812074,0.16558680964369626,0.09043042354045012,0.17521914284845355,0.06272172654476135,0.0900427196338747,0.06811217514891685,0.13595113994409394,0.041701296521070914,0.1405137573931706,0.010237721043390888,423.10040283203125,9508812.0,0.00019897193124052137
29,0.01973008969392692,0.08213073624634833,0.15102194429659493,0.17087874740653097,0.05827637607230729,0.021249977647315316,0.11590601552235283,0.015632944589540246,0.26942562968096806,0.040556459731634874,0.055191079112480244,430.3306579589844,8405454.0,0.00021279833163134754
30,0.019992209057459492,0.08188062722631666,0.0703144055546472,0.09912157467885518,0.06911278958023992,0.18680177445012622,0.03992819509582983,0.09148671581172749,0.07289969719250573,0.13665338075276798,0.13180863059952436,456.8706970214844,6814792.0,0.00026005791733041406
31,0.020248386898947434,0.2671717904086839,0.05816209372065954,0.016286419066156296,0.06045243176882213,0.2300832057126063,0.14151714801537948,0.06760113157187221,0.032436027604769845,0.0971529461295985,0.008888419102504336,418.34222412109375,10328055.0,0.000193205225514248
32,0.02075812669130065,0.04455378585767581,0.06241592184359708,0.09248734615481301,0.008261200527610296,0.07373843095413314,0.022565329002593282,0.11903846550086722,0.21485130798157345,0.11582153242113256,0.2255085530647036,480.7085266113281,5510751.0,0.00031087241950444877
33,0.021205408644064828,0.04850591285341363,0.016634342358164474,0.008369163864815983,0.05569604770850717,0.03743184285558113,0.2999640589574725,0.3028398773967204,0.005423131698262945,0.17987843499535852,0.024051778667638517,455.9339599609375,4833367.0,0.00029785450897179544
34,0.023110707667627215,0.12527295794197735,0.028365951112132005,0.07131381645477387,0.20422833853518046,0.11873579664595771,0.12149198886189914,0.06816844657574352,0.08124697791137585,0.011607916389232526,0.14645710190410025,442.2525634765625,7489055.0,0.00023489267914555967
35,0.024221615580735822,0.13785094322597397,0.04536466303183309,0.001110886471713203,0.0816658915701339,0.06366794351670561,0.16609428558638245,0.04028626208329543,0.0009611937935766503,0.01149226104028679,0.42728405409936315,492.7254638671875,6788349.0,0.00030189278186298907
36,0.02558499431524194,0.15306370710954237,0.021916480042054726,0.23380898986803894,0.2677622633131365,0.028755483142763605,0.062406098750177504,0.024674529177666757,0.08950572999324195,0.049831912964829105,0.04268981132330651,403.58984375,9130408.0,0.00018299577641300857
37,0.025917211962632584,0.12290680378531617,0.046115641893020996,0.35512383435724837,0.05088816788752768,0.1780353725118752,0.03496170225814682,0.02226785610281995,0.003577360041882862,0.11380120373781591,0.046404845461713556,406.9196472167969,9342434.0,0.0001830754044931382
38,0.02618814308964441,0.04102810338483714,0.08447782885462354,0.29875156477828263,0.08515135748657217,0.009819658320127062,0.05897130654300323,0.07950383098576648,0.27246131062959256,0.037150206505885436,0.006496689421665469,417.233642578125,7184999.0,0.00021409642067737877
39,0.02641314730413322,0.011138128519122168,0.09715955772023925,0.1382477946829652,0.12257121871728584,0.01281422818664546,0.09246073799477235,0.3414377187165755,0.0028970085292549168,0.1322046613374371,0.022655798291568968,439.9271240234375,5969052.0,0.00025469239335507154
40,0.026520354495632524,0.07323495208038668,0.0927436632892948,0.02145627006932325,0.07495362121387109,0.49123783784197306,0.06696348265730541,0.03755952139751906,0.06001415366749009,0.032460259701015994,0.022855883586188314,414.7486877441406,6306419.0,0.00023259596491698176
41,0.02813175752418608,0.12090100635007575,0.09760645152648215,0.06383649877788129,0.035200257940922984,0.07437631267374764,0.09786013643647079,0.118449489445835,0.17729602055646207,0.045847208360485656,0.14049486040745043,456.9623107910156,7687114.0,0.0002489538164809346
42,0.03279903091103616,0.08359386391464892,0.05077151739654561,0.1688251459263979,0.13417529004557438,0.07587118488550192,0.15296505098978988,0.0817099344788039,0.010212501848113559,0.12315348465972092,0.085922994943867,437.32611083984375,7449406.0,0.0002290261909365654
43,0.033577016399584006,0.07466962931738819,0.02545616484746505,0.147715277672715,0.1586503341250319,0.07054668744624357,0.04453943760590183,0.23481913774488086,0.036377973609174094,0.02915427106093036,0.14449407017068508,447.79925537109375,6748621.0,0.0002492763742338866
44,0.03426180361588264,0.13891511124156328,0.04274544742132647,0.00392042782890608,0.06177541217714101,0.20128442802499982,0.07922391062963323,0.26246173188731775,0.03139323997835213,0.12811609805023275,0.015902389144644643,442.3162841796875,6837991.0,0.00025130962603725493
45,0.03431417331272242,0.20515759082470525,0.2234092724385961,0.09448895477315178,0.17607981369081888,0.03811454268260941,0.08077485227830566,0.0226109258708994,0.015261327811132291,0.05422026851187641,0.05556827780518255,388.5042724609375,14412388.0,0.00014105056470725685
46,0.03644077483208674,0.0076705205466781725,0.018902189311541414,0.023966623454310932,0.047302060761518376,0.2737362323258881,0.07882977138778498,0.08325240134180872,0.04567631654995622,0.07722109890167475,0.3070020105867515,480.97796630859375,4620418.0,0.00032901277882047
47,0.03949579727505113,0.20298779352626486,0.05153898447022762,0.030497535786964663,0.030872779006943765,0.24022613568615053,0.02929273895851439,0.08610582707647826,0.2396942082521197,0.02318280800011565,0.026105391961169566,430.2025146484375,8575707.0,0.0002189207443734631
48,0.03983608237124797,0.16456135968834462,0.17408716981424735,0.010321739134436016,0.1299919649451499,0.06683454556695184,0.07854935946447673,0.011579158889701529,0.2526610050456514,0.06118118027193567,0.01039643480785689,420.675537109375,10026650.0,0.00019344915926922113
49,0.03990876683183231,0.16701062767196498,0.047660219230019764,0.08078074358512985,0.06848057555669285,0.15147738136182215,0.0023723847114923854,0.01968337632197052,0.1997500512583242,0.0164606313032176,0.20641524216753346,461.08282470703125,8492255.0,0.00024245015811175108
50,0.040806594200995694,0.005897993813027639,0.04766600821943429,0.08274808272553852,0.11635191791027477,0.08545688012777038,0.12264828047213065,0.2772546975781253,0.07773912611833805,0.12903879486095915,0.014391623973405415,443.58270263671875,5128614.0,0.00027488486375659704
51,0.04097098499020288,0.052602890366303556,0.017409232259550524,0.1718514664750153,0.04047559363616405,0.041027342166959954,0.09412052893919061,0.004916831063364968,0.271083433507042,0.012654844325558322,0.25288685227064794,471.70391845703125,6098695.0,0.0002847987343557179
52,0.04175563891757601,0.06958077065794922,0.04521547780458523,0.13128739436312356,0.14553548287780863,0.1316595620698577,0.09902363174360301,0.15622700909746845,0.0031403675013227865,0.04885587660422835,0.1277187883624771,440.7845764160156,6965590.0,0.00023895058257039636
53,0.042378278872040584,0.009115314538493355,0.012109109905002106,0.012980919215928168,0.027422342189855856,0.07617324144275457,0.03578226019611949,0.594620536024661,0.11433075857918958,0.0385655710945465,0.036521667941408736,458.2227478027344,4165877.0,0.00031826706253923476
54,0.04344350783611534,0.0805108317194521,0.12276412363882583,0.009751278277411162,0.33839217520885645,0.003541959847721342,0.14475162791879587,0.06328744268461686,0.024641984770645383,0.03979224745347779,0.12912282064408184,432.74072265625,8145595.0,0.00021538478904403746
55,0.04534522475122832,0.027998169618668887,0.06530282955175523,0.04009749535451468,0.003979341748232601,0.18782730610915524,0.16095597889341973,0.17139475261310635,0.05942916158808754,0.01749388013056574,0.2201758596412655,466.3840637207031,5545827.0,0.0002912922645919025
56,0.04548036914734276,0.05120202011172501,0.006722714743517188,0.0660371705921913,0.02192189146975653,0.10286930281108449,0.09566775888961528,0.18934623875121043,0.040417002638492114,0.026816272653238576,0.3535192581918265,487.27410888671875,5224047.0,0.0003244842810090631
57,0.046611898026493015,0.1936484647989934,0.0010050725297073627,0.0026062786398913774,0.005961520593111341,0.21020742153515193,0.0038757145354684887,0.07333562340398266,0.10004961188076882,0.15682357329524368,0.20587482076118802,478.76580810546875,7306450.0,0.00028120260685682297
58,0.048554816283490634,0.002591014857188658,0.004914572734923916,0.13396487575082255,0.14957681754261623,0.11643813980141983,0.2575691490793442,0.03862864207546981,0.05673213154609214,0.02472412434694963,0.16630571598168262,447.3275146484375,5410139.0,0.00026625371538102627
59,0.04929178897821384,0.0005980603512917695,0.24089416642988648,0.005600168239843109,0.04388166489914305,0.12175574101026798,0.13579074122179208,0.002158559498132964,0.10619501765652004,0.06730862112742071,0.226525470587488,464.2598571777344,7288090.0,0.00025769456988200545
60,0.04952699680696502,0.0364730239563486,0.14333909766622518,0.18464007277559014,0.1643271334169361,0.002166539561909118,0.21595107159925825,0.09757852489572394,0.041335208660633165,0.03261405867088716,0.032048271989523154,405.08612060546875,7750236.0,0.00019622127001639456
61,0.04954437020979055,0.0660587934574297,0.1076544602786869,0.35589245404389674,0.004905527818573827,0.05336303376481139,0.2525982910669561,0.0012592010724856446,0.0013553816138105223,0.051002210435805356,0.056366276237753324,398.13128662109375,8997594.0,0.00017645909974817187
62,0.05132040078224936,0.05438288837627559,0.15313180149600375,0.11572612228337333,0.03095424129416706,0.006498507753040674,0.03329895932726479,0.22819304516212394,0.032144540410575746,0.2856035197152988,0.008745973399626964,452.5193786621094,7456763.0,0.0002467613958287984
63,0.05195792679852865,0.14086083574144984,0.009156725396388222,0.11273610635587618,0.04266863019935866,0.23815632852732074,0.007839143036407278,0.00792888361757939,0.2302332827302563,0.11968088783628421,0.038781249760550494,440.76446533203125,7433913.0,0.00023818050976842642
64,0.05344893672429233,0.08832508796506623,0.06618739497091931,0.055988856821295875,0.04343756208695748,0.05995621424245078,0.07705635488543394,0.223025678591728,0.12570506702876155,0.05301783970490832,0.15385100697818632,462.50286865234375,6725562.0,0.0002682438353076577
65,0.054962010536547014,0.1655439598461561,0.063671293347174,0.092980393854517,0.024639393271413103,0.06256605428668749,0.05967737178550473,0.05439456217103508,0.32063834256240437,0.0979145518077166,0.003012066530844632,438.1615905761719,8463277.0,0.00022411029203794897
66,0.05580020293626494,0.019679865464337615,0.10522848353746683,0.20248498622827973,0.08358403718165708,0.039619136561503114,0.010134851699201362,0.09549995976861231,0.03000992117409894,0.10302239633277865,0.25493615911579937,467.88177490234375,7203848.0,0.00026044106925837696
67,0.056194172698231966,0.08837717559781517,0.005364298977525818,0.09181871563032308,0.1692230328660743,0.08655675747179432,0.128713672756362,0.03808170618613978,0.008628186437522388,0.22616324300858842,0.10087903836962263,455.2655944824219,6706266.0,0.00025810254737734795
68,0.05630577152929616,0.01204753583209944,0.3725632276068732,0.036155142896835746,0.057114416712481256,0.049629807190375685,0.34719151274865234,0.04287332566130763,0.0012487537450781904,0.004325383017378395,0.020545123059621976,384.59161376953125,9410218.0,0.0001675487874308601
69,0.05819328892839681,0.013982643687833796,0.2140457648615924,0.12772722244963106,0.03351032060953092,0.3185081984265281,0.07236822681400616,0.0974163190722889,0.01713857732100225,0.00020008845198394602,0.04690934937720563,401.87530517578125,7677817.0,0.0001978062209673226
70,0.05977627131450246,0.07197971230324654,0.11491916818500487,0.35449690957863866,0.01083439728406145,0.053821717236209245,0.09831845494996569,0.027916683095428232,0.11967403111453766,0.024931954962650046,0.06333069997575524,404.3278503417969,9479956.0,0.00017758191097527742
71,0.0599556669223623,0.06376088549016055,0.020324348869405148,0.34808857388817815,0.14336667148690724,0.007982214007571318,0.011945709233428201,0.05188417950859183,0.22947824089229743,0.021418273320302154,0.04179523638079578,412.642822265625,7758145.0,0.000200805880012922
72,0.06113351816809561,0.11716501074092947,0.04033719433990836,0.02861569604089719,0.024488512877005413,0.3657479454463568,0.009040678859398337,0.18169216777317826,0.08350911898680163,0.03204708077442449,0.05622307599300459,434.4774169921875,6864677.0,0.00024221325293183327
73,0.06134122621997297,0.21826677450601056,0.11403641152659778,0.02664132845514645,0.04814177530031433,0.1780075244798425,0.054642884250095704,0.0828401964402209,0.016646527835479968,0.17600071986196503,0.023434631124353917,430.5633239746094,10922309.0,0.0001946588308783248
74,0.06395376328271732,0.01442967276873875,0.0772759379341234,0.2293838041874462,0.01878707583688935,0.05092855279483027,0.15930489819886606,0.13954074890600388,0.06750581472497882,0.0019362977756236385,0.17695343358978216,447.18450927734375,6899857.0,0.0002427884319331497
75,0.0640319060090783,0.030297236491409665,0.018313172469621077,0.04579185949243224,0.08283879594037707,0.18271862466725064,0.07237650521022258,0.12263881435898773,0.16500360544909118,0.10315466713503675,0.11283481277649275,458.4502258300781,5301525.0,0.0002874618803616613
76,0.06443557295411616,0.0814290129810704,0.08451810922415108,0.035116334557790146,0.04931662189126926,0.21484170341378192,0.10530359183513766,0.055998704304952795,0.08681872308184438,0.0007927256967961774,0.22142890005908994,458.53472900390625,7218663.0,0.00025476780137978494
77,0.0651458610282553,0.010411690095160568,0.009210019565136616,0.001122532959540663,0.06507517830920889,0.07874440045639386,0.03922460946252024,0.22039107435036134,0.1870675841806949,0.11866170984380192,0.20494533974892584,480.870849609375,4436366.0,0.0003355821827426553
78,0.06699732345398646,0.28344412676398856,0.0017674847956914296,0.006516690262810818,0.14481366195599257,0.042595664628519485,0.06580990752862159,0.09090348655538975,0.1636107763940603,0.10943580782461146,0.02410506983632764,435.4359130859375,10538397.0,0.00020261274767108262
79,0.07004273153508418,0.026221965369534868,0.07985867173331722,0.09610160530916302,0.016296703447810444,0.21197648283855555,0.15958118767849883,0.11328279226168562,0.017261401858583224,0.14203870603392826,0.06733775193383884,443.20477294921875,6255690.0,0.0002533728547859937
80,0.07009198895626964,0.12869865447593073,0.21487120836302342,0.20761569705489455,0.04497916464406981,0.16360760334524366,0.0017857011634588857,0.01822561721989794,0.07864414716726395,0.0009215369394053347,0.07055868067054213,386.70977783203125,12357522.0,0.00014863508113194257
81,0.0704839433055997,0.0042192709952349975,0.0982622932102535,0.055504193394077535,0.058501263727857494,0.2555209083275887,0.07303931914614137,0.14268962078926103,0.19224895389814348,0.01630150728652917,0.03322872591931282,431.0747375488281,5713023.0,0.0002523860312066972
82,0.07173500596443554,0.09948632290949612,0.08696923645506162,0.1064547130430639,0.014737729649191731,0.016331143473662497,0.05514047956952557,0.35143645140829377,0.1513520112449097,0.016415105410620027,0.029941800871739446,436.7586669921875,7501195.0,0.00023340263578575104
83,0.07322815452609079,0.07692144583860133,0.1723312178255216,0.04232527250048007,0.015041258204513451,0.03823945726943264,0.05029161290983975,0.046871846885674244,0.3462524442062625,0.00013962640350013728,0.13835766343008352,454.9701843261719,8134734.0,0.0002396577619947493
84,0.0733480278893844,0.044435476661575914,0.12259030215376467,0.06760514666871337,0.13376916416505333,0.15702055493932646,0.19579186987388877,0.033453638343457104,0.00893684144364205,0.1502925181944922,0.012756459666701797,421.5406799316406,7233095.0,0.00021890584321226925
85,0.07376221012539363,0.013785846609175804,0.09822992649615152,0.06888112204624566,0.03745352289992164,0.172904011153053,0.2150079368480054,0.09973694444382239,0.10087829474858069,0.01915924045823237,0.10020094417141784,439.2582092285156,6199620.0,0.00024925911566242576
86,0.07658164329706285,0.13058211253316301,0.2900384720627979,0.009005639547570488,0.06881460521335513,0.09739843450123653,0.0019535520627872423,0.05954360172334337,0.13735216902134695,0.10802195592271487,0.020707814114621727,415.4024353027344,12133504.0,0.00017194410611409694
87,0.07696161585467673,0.06801618144583274,0.1744903010630079,0.050814097530097,0.1002484619727142,0.05477758048116372,0.004451713429933672,0.36999715456279936,0.004583426117337422,0.0844832661190558,0.01117620142338145,427.60662841796875,8094173.0,0.00021705769177060574
88,0.07972075228858246,0.19650334177423687,0.034144904538185326,0.1550163358998723,0.102472386098591,0.13590771092546955,0.13011622252319802,0.004406478723180902,0.11493550258821411,0.035922746669837004,0.010853617970632444,397.707275390625,9893266.0,0.00017656800628174096
89,0.0815782634064211,0.03976502205526116,0.09275741563123331,0.06357351268870252,0.08047365705014406,0.2278464523585283,0.061272010366643315,0.05491418932677376,0.12956949736729176,0.07545644947147191,0.09279353027752875,441.14556884765625,6777101.0,0.00024326314451172948
90,0.08166160752819565,0.0810247860091349,0.19027644057610288,0.04630136354302693,0.0539120139171746,0.060200261307333976,0.22636123391202315,0.13806663543169773,0.024565489430664285,0.08167564693489258,0.015954521409753276,417.3735046386719,8787667.0,0.0001997769286390394
91,0.08610095040091817,0.03428951486240422,0.028780156111414622,0.14327012588782068,0.027935761540704963,0.05416972408682858,0.15919089084288593,0.15962636347076936,0.0514170967158975,0.19408449072420159,0.061134925356154356,452.5816650390625,6107540.0,0.0002646801876835525
92,0.08627735869608008,0.129517853063619,0.04872137770639655,0.03692093429581332,0.041460751293790454,0.19144165066756905,0.01833716484101976,0.17596466674761452,0.05852144745584599,0.0017122029720330633,0.21112459226021815,460.21826171875,7827329.0,0.0002499388065189123
93,0.08645194491614915,0.0319726410970716,0.08862726184472107,0.027659377558538777,0.07294599068974209,0.18069421231017957,0.23239688417863463,0.013170900816781518,0.049534560069458014,0.043431676950816234,0.1731145495679073,450.5231018066406,6591841.0,0.0002533998340368271
94,0.09001716417812156,0.02579022872387637,0.20959008461458903,0.2756265037135384,0.08850219444076382,0.09603369512068025,0.025863770761120886,0.015309825707220007,0.04708276501995952,0.06358245002127516,0.06260131769885507,395.1431579589844,10002916.0,0.00016514603339601308
95,0.09066918505289624,0.10118636451566652,0.09380763491022773,0.02265349823194549,0.007187369737134942,0.05765477619184301,0.052819476323777814,0.10885675831429939,0.11689984399337,0.002378917920942603,0.34588617480789624,485.34912109375,7358830.0,0.000282864406472072
96,0.09411144606334508,0.014786971375623627,0.2036561625983781,0.32566300229599976,0.22404565410033536,0.018424297038320835,0.010912158191228137,0.00667725659249088,0.07050628949425278,0.007367214306237992,0.02384954794378748,356.61688232421875,8844826.0,0.0001461778156226501
97,0.0951925521776221,0.05294447504978617,0.10562513988206006,0.09390542042599187,0.009333365307951081,0.08261426888629397,0.07826586462773442,0.07846101347654895,0.059117686783929174,0.30577097527871017,0.03876923810337202,457.12860107421875,7183804.0,0.0002543178270570934
98,0.09958365069589797,0.11017360202621035,0.009839573831695576,0.09558952435090488,0.1276323624274426,0.07913187490019459,0.01577143013453403,0.018487975837283743,0.22843586455343345,0.12444740540024703,0.0909067358421557,450.8391418457031,7492657.0,0.00024332694010809064
99,0.09970800789006035,0.16867825400981862,0.007941333051597613,0.023090979644444124,0.10163917315684205,0.08326460794002609,0.09869430921035272,0.001253241338381951,0.01691256709703995,0.09759096974275172,0.3012265569186848,479.05474853515625,8231410.0,0.0002629789523780346
100,0.10042115699007638,0.10536422534563897,0.031120731309933578,0.04785262395885725,0.03416730568870806,0.11223392241715674,0.1748678976149245,0.13810475591581248,0.1382292746267377,0.047310880831211065,0.07032722530094317,442.0414733886719,7114228.0,0.000242070818785578
101,0.10116764194679166,0.22695435584929816,0.07806433144895966,0.021986643090911587,0.008536257041793336,0.06263279636714322,0.08567996940594669,0.04031397082931021,0.060111773759918996,0.09722858457413869,0.21732367568578778,468.523681640625,10774160.0,0.00022516257013194263
102,0.10519703336266693,0.13820454240437224,0.09751714012207739,0.005840503494387262,0.0023794482653525517,0.1737222627552373,0.06796970420575245,0.02120496687083344,0.011471384259129837,0.17330014420314252,0.2031928700570479,470.386962890625,8623804.0,0.00024997431319206953
103,0.10633032652491826,0.13681924493787978,0.2396066218417531,0.004736075529023371,0.07186796620077052,0.059319941214366755,0.07934140978995252,0.10656369772193595,0.12779274685055236,0.05439886194758822,0.013223107441259003,408.47833251953125,11432602.0,0.00017198453133460134
104,0.11412720655071268,0.022240380728883492,0.1931870328252196,0.11732383600966381,0.0696790713353434,0.03515119816691564,0.21986933631160765,0.17695858652043098,0.034330419322944214,0.0053140934963203,0.011818838731958135,399.85552978515625,8023925.0,0.00019138926290906966
105,0.1148910945471903,0.10914968206685112,0.016164341673170348,0.09557755302589803,0.1977602687233894,0.16214944680731258,0.040657120932061294,0.08616096172603195,0.09965670182681137,0.06384696464585782,0.013985864025425699,413.0372314453125,7692369.0,0.00020778022008016706
106,0.11634072831779599,0.10776744800598187,0.0755698591571336,0.06204674697461343,0.12592143306854522,0.12414114522389212,0.0883341539760947,0.01795981228484696,0.09875770244656873,0.05710407789500551,0.12605689264952186,438.40814208984375,8758601.0,0.00021526357159018517
107,0.11697019094728278,0.010399505815312633,0.032145296107567375,0.11301278851283193,0.007716992365515367,0.04872994706834975,0.0407439229599578,0.13797986425842218,0.14689319036949883,0.2556771836307232,0.08973111796453798,468.5596008300781,5631549.0,0.000291636330075562
108,0.12333907180030869,0.1836115447886104,0.01968417576359263,0.009323400116435624,0.05231169081704183,0.025855962690664303,0.2862693743812432,0.14544345333839623,0.04274525573027927,0.027569658086449907,0.08384641248697795,436.3466796875,8928055.0,0.0002152925153495744
109,0.12699131062751678,0.10649991095358624,0.12516704938773773,0.0008980221986505086,0.041237709158990006,0.13949125119184494,0.01831548539684769,0.04442848403441327,0.0317053967695335,0.2233077789575644,0.1419576013233149,464.2989807128906,8637625.0,0.00024295327602885664
