,Methane,Ethane,nPentane,Tc_NR,Pc_NR,Time,Tc_OPT,Pc_OPT,Time
0,0.002264320026033021,0.7731543816188495,0.2245812983551175,371.1973571777344,6746967.5,9.14462924003601,373.4267143579943,6705056.1422896795,88.460284948349
1,0.004658114758201327,0.5049341603237191,0.4904077249180797,420.2846984863281,5993011.5,9.506475687026978,420.9057585154611,5962822.200232372,87.34057545661926
2,0.012863987367684305,0.019854194378697274,0.9672818182536184,467.6571044921875,3569799.25,9.319640398025513,467.65712302578066,3569797.2775363512,149.88430428504944
3,0.015038273291260175,0.5205798819476546,0.46438184476108535,416.4255676269531,6196239.0,9.740523099899292,417.20190031245306,6157889.645310674,89.95349502563477
4,0.01799126123903337,0.8541507133140491,0.12785802544691743,345.93829345703125,6512435.0,8.757704257965088,348.16655961448,6504089.45668437,95.65046191215515
5,0.019923759198290644,0.6995448144769016,0.28053142632480776,383.2755126953125,6883022.0,10.05762267112732,385.31951626282785,6819919.927120481,96.96824908256531
6,0.021219428505053477,0.2156180933379927,0.7631624781569538,451.6628112792969,4624928.0,9.58678650856018,451.6973322250194,4622497.954961952,96.63119053840637
7,0.024511474132644505,0.5794701704944529,0.3960183553729026,405.3507080078125,6581477.5,9.68185806274414,406.57768168782513,6525457.8547292575,92.73223757743835
8,0.030327819638574373,0.1685800238920717,0.8010921564693538,455.10430908203125,4470281.0,9.262765169143677,455.12317241210974,4468806.008528896,98.43136930465698
9,0.03313620697123518,0.6407932865964818,0.32607050643228286,392.3731994628906,6898801.0,9.935614824295044,394.1642693028909,6827643.4371941015,95.98662257194519
10,0.03735735837387019,0.9493138001093537,0.013328841516776158,308.4317321777344,5284182.0,9.096824407577515,0.0,0.0,64.10281825065613
11,0.04206455859285947,0.21602659751740827,0.7419088438897322,449.8381042480469,4849364.0,9.169294834136963,449.89310506842196,4845080.552480828,96.6996591091156
12,0.043316094205427154,0.025434268000518775,0.9312496377940541,465.46185302734375,3869200.25,10.514907598495483,465.46233864499976,3869138.13431561,103.85442018508911
13,0.04627285871062655,0.5958020028879262,0.3579251384014473,398.302978515625,6904831.0,9.255626916885376,399.9184721548727,6829769.276377011,85.40349197387695
14,0.05266360112823457,0.02238350168106514,0.9249528971907003,465.1041259765625,3940897.75,10.462473154067993,0.0,0.0,458.7494218349457
15,0.054238458959894924,0.46823768549944367,0.47752385554066146,418.2713623046875,6414196.5,10.444098234176636,419.0914514921474,6364588.782629382,91.77719616889954
16,0.055078899096355376,0.4756615011143593,0.4692595997892853,417.0212707519531,6464293.0,9.810219049453735,417.8915279355099,6412110.004105132,92.16607904434204
17,0.05532393351530394,0.7377391106036729,0.20693695588102298,365.4521789550781,7169568.0,9.566455602645874,0.0,0.0,70.92506122589111
18,0.059157039184439944,0.7586130617155527,0.18222989910000748,359.046630859375,7133493.5,9.292783975601196,0.0,0.0,52.118531942367554
19,0.06249846663825441,0.7079012596607024,0.22960027370104324,370.77288818359375,7265058.5,8.998080015182495,373.487787141879,7180680.336450703,83.45954489707947
20,0.06654778284844928,0.6391354365117802,0.29431678063977057,385.30364990234375,7259043.0,9.008299112319946,387.5798898995437,7162746.329639621,86.9557843208313
21,0.06989125501042993,0.5079878985020961,0.42212084648747406,409.42620849609375,6818986.5,9.854302406311035,410.66210294454055,6746119.978075143,97.92523145675659
22,0.07491619772182141,0.17887972603972524,0.7462040762384533,450.4849548339844,5002869.5,9.477630853652954,450.5481070670612,4997053.830468804,97.398024559021
23,0.07584316495145318,0.7033447143902131,0.22081212065833375,368.2640075683594,7374013.5,9.282687902450562,371.15232877318107,7281840.539630458,92.68052005767822
24,0.08225396816776977,0.808867295730276,0.10887873610195409,337.6334228515625,6858428.0,9.55464506149292,340.23037982850457,6831500.130614534,96.2367033958435
25,0.08335077845475347,0.12576506057068493,0.7908841609745616,454.6525573730469,4795206.5,11.349040031433105,454.6859908638889,4791760.954089396,98.01744365692139
26,0.0850248085850433,0.5729471136356109,0.34202807777934574,394.749755859375,7288144.5,9.493032932281494,0.0,0.0,66.56819796562195
27,0.0891937539477485,0.4297667936826316,0.48103945236962,418.69415283203125,6655867.5,9.892081499099731,419.60283529877034,6592588.341274768,80.29315376281738
28,0.09467351715486305,0.5920908296034159,0.31323565324172103,388.7703552246094,7463128.5,9.59695553779602,391.09012414257785,7345420.609613173,88.63530349731445
29,0.0948765933633157,0.07761826327508492,0.8275051433615992,457.91473388671875,4649956.0,9.459598779678345,457.9335276142223,4647745.608556621,89.46784138679504
30,0.12396219279668295,0.5991550866487608,0.27688272055455615,380.2577819824219,7809575.0,9.816682577133179,383.1793086133645,7661730.394699406,89.35830688476562
